isoo,wH_data,wL_data,w_data,GDPc_data,Hn_data,WR_data,Hr_data,mH_data,mL_data,GNIc_data,RemGDP_data,wap_data,exp_prim_data,exp_seco_data,exp_tert_data,cs_h_data,RemiT_data,GovExp_data,EduExp_data,GovCons_data,c_low,c_high
BEN,15485.8127220755,3331.716046405272,3498.43557099885,1393.839377620774,.01670732,4.647998961011037,.0137171464932736,.1841773249488461,.0033160540064709,1393.839377620774,.0282370423157396,.536989936828613,.1366952,.2703706893659602,.6311728999999999,.1799483299255371,170750621.4800555,.20446890872447,.0367997002601624,.1121186949267428,.7691941999999999,.6311728999999999
BFA,14581.33649139365,3053.044149140067,3161.829265998739,1063.497007972952,.01030651,4.775999225396294,.0094363600114434,.0872730945387133,.0022318207541463,1063.497007972952,.0131103888958495,.5152276992797851,.1811396,.2056827,2.2634412,.1461261659860611,149531790.5173997,.24869525986104,.0350222992897034,.1445752801517403,2.4691239,2.2634412
BGD,8268.669193843172,1898.225600255361,2368.080466482285,1145.523262190366,.0758385,4.355999198794295,.0737554393700083,.0335693334860479,.0040347611511174,1145.523262190366,.0875779865566531,.637265548706055,.0756853,.1256133,.2388228,.056334663182497,11300435289.49287,.14586987665562,.0213269996643066,.0507532583559895,.3644361,.2388228
BGR,17554.43155000626,12370.98997336477,13404.59394109514,8886.395164316178,.19863162,1.418999739535934,.1994049614426382,.0947002073009773,.0990814321581663,8886.395164316178,.0371367096821126,.6834490966796881,.2149743,.2308243,.1473756,.2692067921161652,1555082992.421144,.380513,.0388239002227783,.1660281981745761,.3781999,.1473756
BHR,12447.63771911003,4417.189455963272,5863.981985973376,7347.843398217473,.18297152,2.817999509236702,.1801633585823232,.0231648249994211,.0045293832032447,7347.843398217473,0,.780991516113281,.1047755,.1590834,.214294,.1284956634044647,0,.34152566351585,.0249677991867065,.1292754900348462,.3733774,.214294
BHS,52834.50424824332,18231.37184897504,22045.56479206877,13511.60947682578,.14654573,2.897999376344992,.1102268112344181,.3377616272112224,.0820916378577903,13511.60947682578,0,.705512924194336,0,0,0,.1605005711317062,0,.20307,.0220192931,.1251713590655879,.4025622,.2524782
BIH,25515.2056092783,7931.367948409443,9428.024334649457,7274.236380549462,.09598279,3.216999359410015,.0851154574504904,.2806080099423042,.1790057380743001,7274.236380549462,.1418914440163722,.675331726074219,.2515198265895954,.4351293,1.936145071438911,.2855707406997681,2094189471.416685,.50754387018739,.04601283221,.2312709587910532,.672434,.2373047
BLR,19107.40562576156,10099.0539575052,11656.31924966006,12607.06173859178,.17914904,1.891999558192452,.1728690607897067,.0630972881035627,.0216332954233599,12607.06173859178,.0092155655702513,.712083053588867,0,0,.1455155,.2289908677339554,721220000,.43371305407733,.0522003984451294,.1602139549399352,.5021769,.1455155
BLZ,29412.06987935429,8748.386639480375,10746.35644700626,4567.694952553346,.14536947,3.361999313864489,.0966899165232303,.49624605277065,.1994859862965579,4567.694952553346,.0529190737623122,.606458320617676,.1824662,.2617363,.257958,.142337903380394,76909524.2393166,.34306,.0671981000900269,.1617751960499564,.5196943000000001,.257958
BOL,12755.88586444433,6400.345253675124,7307.312439851983,2958.96260806166,.1416717000000001,1.99299965218592,.1427049627595866,.0410422462687711,.0491316729583732,2958.96260806166,.0556916806626733,.592657127380371,0,0,0,.1097842156887054,1061277997.469601,.312166,.08012301,.1383121844639668,.4025622,.2524782
BRA,48100.22673936256,8055.641464698494,11804.84892631663,6428.948320031781,.09542362,5.970998951498501,.093625828208795,.0261172449611319,.0054441665023546,6428.948320031781,.002140807857609,.676001129150391,.205004,.2097786,.2766643,.1788692623376846,3122643759.686,.404036,.0564879989624023,.1901685784334792,.4864429,.2766643
BRB,50317.93118216902,17368.98195827286,21170.75694389353,13935.36074616946,.19103249,2.896999450114723,.1153838005511702,.5815112270315168,.2423475768994997,13935.36074616946,.0248760925529413,.702763214111328,.2213818,.2578739,.4167439,.1850157380104065,119423729.0357867,.2993633333333333,.060543999671936,.1542587306843267,.6746178,.4167439
BRN,90834.52991513393,36879.63807616613,43843.57958571002,28974.33455723367,.1374807,2.462999493854489,.1290696964109994,.0861464403196651,.0171015862810919,28974.33455723367,0,.6974678802490231,.0501888,.076387,.3136628,.2741605341434479,0,.40086201785693,.0204661011695862,.2215088282504013,.3900498,.3136628
BTN,28323.56738746973,6142.609526304995,7294.384976828044,3908.235930505287,.0546454,4.61099916349516,.0519263170568311,.0636302189723549,.011763642525926,3908.235930505287,.0037632745428525,.657327880859375,.0750761,.2601151,.8374035000000001,.2749540209770203,9058875.454692688,.44697974634539,.0412473011016846,.2046793616876688,1.0975186,.8374035000000001
BWA,13736.32903992462,2876.11635535313,3344.249715650096,4768.837651533159,.04446508,4.775999070537628,.0431053584210204,.034152754323394,.0022681808275001,4768.837651533159,.0056208529285276,.622634696960449,.1354782,.3586587,2.46067,.2232989817857742,24993842.74713465,.36216398387971,.0963292026519775,.1975650547726665,2.8193287,2.46067
