isoo,isod,Nijl,Nijh,dums
BOL,HND,0,0,0
BOL,HRV,0,0,0
BOL,HTI,0,0,0
BOL,HUN,8,10,0
BOL,IDN,0,0,0
BOL,IND,0,0,0
BOL,IRL,32,17,0
BOL,IRN,0,0,0
BOL,IRQ,0,0,0
BOL,ISL,2,3,0
BOL,ISR,0,0,0
BOL,ITA,7695,610,0
BOL,JAM,0,0,0
BOL,JOR,0,0,0
BOL,JPN,1341,165,0
BOL,KAZ,0,0,0
BOL,KEN,0,0,0
BOL,KGZ,0,0,0
BOL,KHM,0,0,0
BOL,KWT,0,0,0
BOL,LAO,0,0,0
BOL,LBN,0,0,0
BOL,LBR,0,0,0
BOL,LBY,0,0,0
BOL,LCA,0,0,0
BOL,LKA,0,0,0
BOL,LSO,0,0,0
BOL,LTU,0,0,0
BOL,LUX,7,3,0
BOL,LVA,0,0,0
BOL,MAR,0,0,0
BOL,MDA,0,0,0
BOL,MDG,0,0,0
BOL,MDV,0,0,0
BOL,MEX,1343,1179,0
BOL,MKD,0,0,0
BOL,MLI,0,0,0
BOL,MLT,0,0,0
BOL,MMR,0,0,0
BOL,MNG,0,0,0
BOL,MOZ,0,0,0
BOL,MRT,0,0,0
BOL,MUS,0,0,0
BOL,MWI,0,0,0
BOL,MYS,0,0,0
BOL,NAM,0,0,0
BOL,NER,0,0,0
BOL,NGA,0,0,0
BOL,NIC,0,0,0
BOL,NLD,382,217,0
BOL,NOR,98,49,0
BOL,NPL,0,0,0
BOL,NZL,0,0,0
BOL,OMN,0,0,0
BOL,PAK,0,0,0
BOL,PAN,0,0,0
BOL,PER,0,0,0
BOL,PHL,0,0,0
BOL,PNG,0,0,0
BOL,POL,17,10,0
BOL,PRT,93,22,0
BOL,PRY,0,0,0
BOL,QAT,0,0,0
BOL,ROM,0,0,0
BOL,RWA,0,0,0
BOL,SAU,0,0,0
BOL,SDN,0,0,0
BOL,SEN,0,0,0
BOL,SGP,0,0,0
BOL,SLB,0,0,0
BOL,SLE,0,0,0
BOL,SLV,0,0,0
BOL,SOM,0,0,0
BOL,SRB,0,0,0
BOL,STP,0,0,0
BOL,SUR,0,0,0
BOL,SVK,4,2,0
BOL,SVN,4,1,0
BOL,SWE,1650,444,0
BOL,SWZ,0,0,0
BOL,SYR,0,0,0
BOL,TCD,0,0,0
BOL,TGO,0,0,0
BOL,THA,0,0,0
BOL,TJK,0,0,0
BOL,TKM,0,0,0
BOL,TON,0,0,0
BOL,TTO,0,0,0
BOL,TUN,0,0,0
BOL,TUR,0,0,0
BOL,TZA,0,0,0
BOL,UGA,0,0,0
BOL,UKR,0,0,0
BOL,URY,0,0,0
BOL,USA,38325,11136,0
BOL,UZB,0,0,0
BOL,VCT,0,0,0
BOL,VEN,0,0,0
BOL,VNM,0,0,0
BOL,VUT,0,0,0
BOL,WSM,0,0,0
BOL,YEM,0,0,0
BOL,ZAF,0,0,0
BOL,ZAR,0,0,0
BOL,ZMB,0,0,0
BOL,ZWE,0,0,0
BRA,AFG,0,0,0
BRA,AGO,0,0,0
BRA,ALB,0,0,0
BRA,ARE,0,0,0
BRA,ARG,0,0,0
BRA,ARM,0,0,0
BRA,AUS,3442,7915,0
BRA,AUT,0,0,0
BRA,AZE,0,0,0
BRA,BDI,0,0,0
BRA,BEL,1818,1436,0
BRA,BEN,0,0,0
BRA,BFA,0,0,0
BRA,BGD,0,0,0
BRA,BGR,0,0,0
BRA,BHR,0,0,0
BRA,BHS,0,0,0
BRA,BIH,0,0,0
BRA,BLR,0,0,0
BRA,BLZ,0,0,0
BRA,BOL,0,0,0
BRA,BRA,96606891,9979212,1
BRA,BRB,0,0,0
BRA,BRN,0,0,0
BRA,BTN,0,0,0
BRA,BWA,0,0,0
BRA,CAF,0,0,0
BRA,CAN,6375,15515,0
BRA,CHE,17307,9098,0
BRA,CHL,1627,3657,0
BRA,CHN,0,0,0
BRA,CIV,0,0,0
BRA,CMR,0,0,0
BRA,COG,0,0,0
BRA,COL,0,0,0
BRA,COM,0,0,0
BRA,CPV,0,0,0
BRA,CRI,0,0,0
BRA,CUB,0,0,0
BRA,CYP,0,0,0
BRA,CZE,102,111,0
BRA,DEU,0,0,0
BRA,DJI,0,0,0
BRA,DNK,850,663,0
BRA,DOM,0,0,0
BRA,DZA,0,0,0
BRA,ECU,0,0,0
BRA,EGY,0,0,0
BRA,ERI,0,0,0
BRA,ESP,57945,20065,0
BRA,EST,32,18,0
BRA,ETH,0,0,0
BRA,FIN,593,188,0
BRA,FJI,0,0,0
BRA,FRA,24837,11341,0
BRA,FSM,0,0,0
BRA,GAB,0,0,0
BRA,GBR,16581,25811,0
BRA,GEO,0,0,0
BRA,GHA,0,0,0
BRA,GIN,0,0,0
BRA,GMB,0,0,0
BRA,GNB,0,0,0
BRA,GNQ,0,0,0
BRA,GRC,1489,577,0
BRA,GRD,0,0,0
BRA,GTM,0,0,0
BRA,GUY,0,0,0
BRA,HND,0,0,0
BRA,HRV,0,0,0
BRA,HTI,0,0,0
BRA,HUN,199,132,0
BRA,IDN,0,0,0
BRA,IND,0,0,0
BRA,IRL,3390,2538,0
BRA,IRN,0,0,0
BRA,IRQ,0,0,0
BRA,ISL,57,30,0
BRA,ISR,1656,4392,0
BRA,ITA,50371,12166,0
BRA,JAM,0,0,0
BRA,JOR,0,0,0
BRA,JPN,67278,11409,0
BRA,KAZ,0,0,0
BRA,KEN,0,0,0
BRA,KGZ,0,0,0
BRA,KHM,0,0,0
BRA,KWT,0,0,0
BRA,LAO,0,0,0
BRA,LBN,0,0,0
BRA,LBR,0,0,0
BRA,LBY,0,0,0
BRA,LCA,0,0,0
BRA,LKA,0,0,0
BRA,LSO,0,0,0
BRA,LTU,0,0,0
BRA,LUX,712,287,0
BRA,LVA,10,10,0
BRA,MAR,0,0,0
BRA,MDA,0,0,0
BRA,MDG,0,0,0
BRA,MDV,0,0,0
BRA,MEX,0,0,0
BRA,MKD,0,0,0
BRA,MLI,0,0,0
BRA,MLT,0,0,0
BRA,MMR,0,0,0
BRA,MNG,0,0,0
BRA,MOZ,0,0,0
BRA,MRT,0,0,0
BRA,MUS,0,0,0
BRA,MWI,0,0,0
BRA,MYS,0,0,0
BRA,NAM,0,0,0
BRA,NER,0,0,0
BRA,NGA,0,0,0
BRA,NIC,0,0,0
BRA,NLD,6833,3730,0
BRA,NOR,1297,791,0
BRA,NPL,0,0,0
BRA,NZL,1206,1443,0
BRA,OMN,0,0,0
BRA,PAK,0,0,0
BRA,PAN,0,0,0
BRA,PER,0,0,0
BRA,PHL,0,0,0
BRA,PNG,0,0,0
BRA,POL,105,105,0
BRA,PRT,86467,18665,0
BRA,PRY,0,0,0
BRA,QAT,0,0,0
BRA,ROM,0,0,0
BRA,RWA,0,0,0
BRA,SAU,0,0,0
BRA,SDN,0,0,0
BRA,SEN,0,0,0
BRA,SGP,0,0,0
BRA,SLB,0,0,0
BRA,SLE,0,0,0
BRA,SLV,0,0,0
BRA,SOM,0,0,0
BRA,SRB,0,0,0
BRA,STP,0,0,0
BRA,SUR,0,0,0
BRA,SVK,12,18,0
BRA,SVN,54,17,0
BRA,SWE,2280,1895,0
BRA,SWZ,0,0,0
BRA,SYR,0,0,0
BRA,TCD,0,0,0
BRA,TGO,0,0,0
BRA,THA,0,0,0
BRA,TJK,0,0,0
BRA,TKM,0,0,0
BRA,TON,0,0,0
BRA,TTO,0,0,0
BRA,TUN,0,0,0
BRA,TUR,436,0,0
BRA,TZA,0,0,0
BRA,UGA,0,0,0
BRA,UKR,0,0,0
BRA,URY,0,0,0
BRA,USA,173462,113596,0
BRA,UZB,0,0,0
BRA,VCT,0,0,0
BRA,VEN,0,0,0
BRA,VNM,0,0,0
BRA,VUT,0,0,0
BRA,WSM,0,0,0
BRA,YEM,0,0,0
BRA,ZAF,0,0,0
BRA,ZAR,0,0,0
BRA,ZMB,0,0,0
BRA,ZWE,0,0,0
BRB,AFG,0,0,0
BRB,AGO,0,0,0
BRB,ALB,0,0,0
BRB,ARE,0,0,0
BRB,ARG,0,0,0
BRB,ARM,0,0,0
BRB,AUS,163,144,0
BRB,AUT,0,0,0
BRB,AZE,0,0,0
BRB,BDI,0,0,0
BRB,BEL,2,8,0
BRB,BEN,0,0,0
BRB,BFA,0,0,0
BRB,BGD,0,0,0
BRB,BGR,0,0,0
BRB,BHR,0,0,0
BRB,BHS,0,0,0
BRB,BIH,0,0,0
BRB,BLR,0,0,0
BRB,BLZ,0,0,0
BRB,BOL,0,0,0
BRB,BRA,0,0,0
BRB,BRB,164281,21428,1
BRB,BRN,0,0,0
BRB,BTN,0,0,0
BRB,BWA,0,0,0
BRB,CAF,0,0,0
BRB,CAN,8025,7060,0
BRB,CHE,0,0,0
BRB,CHL,0,0,0
BRB,CHN,0,0,0
BRB,CIV,0,0,0
BRB,CMR,0,0,0
BRB,COG,0,0,0
BRB,COL,0,0,0
BRB,COM,0,0,0
BRB,CPV,0,0,0
BRB,CRI,0,0,0
BRB,CUB,0,0,0
BRB,CYP,0,0,0
BRB,CZE,0,0,0
BRB,DEU,0,0,0
BRB,DJI,0,0,0
BRB,DNK,18,4,0
BRB,DOM,0,0,0
BRB,DZA,0,0,0
BRB,ECU,0,0,0
BRB,EGY,0,0,0
BRB,ERI,0,0,0
BRB,ESP,0,0,0
BRB,EST,0,1,0
BRB,ETH,0,0,0
BRB,FIN,8,3,0
BRB,FJI,0,0,0
BRB,FRA,26,30,0
BRB,FSM,0,0,0
BRB,GAB,0,0,0
BRB,GBR,12295,5754,0
BRB,GEO,0,0,0
BRB,GHA,0,0,0
BRB,GIN,0,0,0
BRB,GMB,0,0,0
BRB,GNB,0,0,0
BRB,GNQ,0,0,0
BRB,GRC,6,3,0
BRB,GRD,0,0,0
BRB,GTM,0,0,0
BRB,GUY,0,0,0
BRB,HND,0,0,0
BRB,HRV,0,0,0
BRB,HTI,0,0,0
BRB,HUN,4,1,0
BRB,IDN,0,0,0
BRB,IND,0,0,0
BRB,IRL,8,16,0
BRB,IRN,0,0,0
BRB,IRQ,0,0,0
BRB,ISL,2,0,0
BRB,ISR,0,0,0
BRB,ITA,68,6,0
BRB,JAM,0,0,0
BRB,JOR,0,0,0
BRB,JPN,2,6,0
BRB,KAZ,0,0,0
BRB,KEN,0,0,0
BRB,KGZ,0,0,0
BRB,KHM,0,0,0
BRB,KWT,0,0,0
BRB,LAO,0,0,0
BRB,LBN,0,0,0
BRB,LBR,0,0,0
BRB,LBY,0,0,0
BRB,LCA,0,0,0
BRB,LKA,0,0,0
BRB,LSO,0,0,0
BRB,LTU,0,0,0
BRB,LUX,1,0,0
BRB,LVA,0,1,0
BRB,MAR,0,0,0
BRB,MDA,0,0,0
BRB,MDG,0,0,0
BRB,MDV,0,0,0
BRB,MEX,0,0,0
BRB,MKD,0,0,0
BRB,MLI,0,0,0
BRB,MLT,0,0,0
BRB,MMR,0,0,0
BRB,MNG,0,0,0
BRB,MOZ,0,0,0
BRB,MRT,0,0,0
BRB,MUS,0,0,0
BRB,MWI,0,0,0
BRB,MYS,0,0,0
BRB,NAM,0,0,0
BRB,NER,0,0,0
BRB,NGA,0,0,0
BRB,NIC,0,0,0
BRB,NLD,0,0,0
BRB,NOR,10,5,0
BRB,NPL,0,0,0
BRB,NZL,0,0,0
BRB,OMN,0,0,0
BRB,PAK,0,0,0
BRB,PAN,0,0,0
BRB,PER,0,0,0
BRB,PHL,0,0,0
BRB,PNG,0,0,0
BRB,POL,0,11,0
BRB,PRT,6,2,0
BRB,PRY,0,0,0
BRB,QAT,0,0,0
BRB,ROM,0,0,0
BRB,RWA,0,0,0
BRB,SAU,0,0,0
BRB,SDN,0,0,0
BRB,SEN,0,0,0
BRB,SGP,0,0,0
BRB,SLB,0,0,0
BRB,SLE,0,0,0
BRB,SLV,0,0,0
BRB,SOM,0,0,0
BRB,SRB,0,0,0
BRB,STP,0,0,0
BRB,SUR,0,0,0
BRB,SVK,0,1,0
BRB,SVN,0,0,0
BRB,SWE,70,25,0
BRB,SWZ,0,0,0
BRB,SYR,0,0,0
BRB,TCD,0,0,0
BRB,TGO,0,0,0
BRB,THA,0,0,0
BRB,TJK,0,0,0
BRB,TKM,0,0,0
BRB,TON,0,0,0
BRB,TTO,0,0,0
BRB,TUN,0,0,0
BRB,TUR,0,0,0
BRB,TZA,0,0,0
BRB,UGA,0,0,0
BRB,UKR,0,0,0
BRB,URY,0,0,0
BRB,USA,31834,16694,0
BRB,UZB,0,0,0
BRB,VCT,0,0,0
BRB,VEN,0,0,0
BRB,VNM,0,0,0
BRB,VUT,0,0,0
BRB,WSM,0,0,0
BRB,YEM,0,0,0
BRB,ZAF,0,0,0
BRB,ZAR,0,0,0
BRB,ZMB,0,0,0
BRB,ZWE,0,0,0
BRN,AFG,0,0,0
BRN,AGO,0,0,0
BRN,ALB,0,0,0
BRN,ARE,0,0,0
BRN,ARG,0,0,0
BRN,ARM,0,0,0
BRN,AUS,468,633,0
BRN,AUT,0,0,0
BRN,AZE,0,0,0
BRN,BDI,0,0,0
BRN,BEL,1,3,0
BRN,BEN,0,0,0
BRN,BFA,0,0,0
BRN,BGD,0,0,0
BRN,BGR,0,0,0
BRN,BHR,0,0,0
BRN,BHS,0,0,0
BRN,BIH,0,0,0
BRN,BLR,0,0,0
BRN,BLZ,0,0,0
BRN,BOL,0,0,0
BRN,BRA,0,0,0
BRN,BRB,0,0,0
BRN,BRN,223689,33150,1
BRN,BTN,0,0,0
BRN,BWA,0,0,0
BRN,CAF,0,0,0
BRN,CAN,1655,1013,0
BRN,CHE,0,0,0
BRN,CHL,0,0,0
BRN,CHN,0,0,0
BRN,CIV,0,0,0
BRN,CMR,0,0,0
BRN,COG,0,0,0
BRN,COL,0,0,0
BRN,COM,0,0,0
BRN,CPV,0,0,0
BRN,CRI,0,0,0
BRN,CUB,0,0,0
BRN,CYP,0,0,0
BRN,CZE,0,0,0
BRN,DEU,0,0,0
BRN,DJI,0,0,0
BRN,DNK,0,2,0
BRN,DOM,0,0,0
BRN,DZA,0,0,0
BRN,ECU,0,0,0
BRN,EGY,0,0,0
BRN,ERI,0,0,0
BRN,ESP,65,18,0
BRN,EST,0,0,0
BRN,ETH,0,0,0
BRN,FIN,0,0,0
BRN,FJI,0,0,0
BRN,FRA,6,9,0
BRN,FSM,0,0,0
BRN,GAB,0,0,0
BRN,GBR,582,745,0
BRN,GEO,0,0,0
BRN,GHA,0,0,0
BRN,GIN,0,0,0
BRN,GMB,0,0,0
BRN,GNB,0,0,0
BRN,GNQ,0,0,0
BRN,GRC,1,2,0
BRN,GRD,0,0,0
BRN,GTM,0,0,0
BRN,GUY,0,0,0
BRN,HND,0,0,0
BRN,HRV,0,0,0
BRN,HTI,0,0,0
BRN,HUN,1,0,0
BRN,IDN,0,0,0
BRN,IND,0,0,0
BRN,IRL,3,8,0
BRN,IRN,0,0,0
BRN,IRQ,0,0,0
BRN,ISL,0,0,0
BRN,ISR,0,0,0
BRN,ITA,78,15,0
BRN,JAM,0,0,0
BRN,JOR,0,0,0
BRN,JPN,8,2,0
BRN,KAZ,0,0,0
BRN,KEN,0,0,0
BRN,KGZ,0,0,0
BRN,KHM,0,0,0
BRN,KWT,0,0,0
BRN,LAO,0,0,0
BRN,LBN,0,0,0
BRN,LBR,0,0,0
BRN,LBY,0,0,0
BRN,LCA,0,0,0
BRN,LKA,0,0,0
BRN,LSO,0,0,0
BRN,LTU,0,0,0
BRN,LUX,0,0,0
BRN,LVA,0,0,0
BRN,MAR,0,0,0
BRN,MDA,0,0,0
BRN,MDG,0,0,0
BRN,MDV,0,0,0
BRN,MEX,0,0,0
BRN,MKD,0,0,0
BRN,MLI,0,0,0
BRN,MLT,0,0,0
BRN,MMR,0,0,0
BRN,MNG,0,0,0
BRN,MOZ,0,0,0
BRN,MRT,0,0,0
BRN,MUS,0,0,0
BRN,MWI,0,0,0
BRN,MYS,0,0,0
BRN,NAM,0,0,0
BRN,NER,0,0,0
BRN,NGA,0,0,0
BRN,NIC,0,0,0
BRN,NLD,73,139,0
BRN,NOR,2,5,0
BRN,NPL,0,0,0
BRN,NZL,0,0,0
BRN,OMN,0,0,0
BRN,PAK,0,0,0
BRN,PAN,0,0,0
BRN,PER,0,0,0
BRN,PHL,0,0,0
BRN,PNG,0,0,0
BRN,POL,0,0,0
BRN,PRT,3,0,0
BRN,PRY,0,0,0
BRN,QAT,0,0,0
BRN,ROM,0,0,0
BRN,RWA,0,0,0
BRN,SAU,0,0,0
BRN,SDN,0,0,0
BRN,SEN,0,0,0
BRN,SGP,0,0,0
BRN,SLB,0,0,0
BRN,SLE,0,0,0
BRN,SLV,0,0,0
BRN,SOM,0,0,0
BRN,SRB,0,0,0
BRN,STP,0,0,0
BRN,SUR,0,0,0
BRN,SVK,0,0,0
BRN,SVN,0,0,0
BRN,SWE,0,0,0
BRN,SWZ,0,0,0
BRN,SYR,0,0,0
BRN,TCD,0,0,0
BRN,TGO,0,0,0
BRN,THA,0,0,0
BRN,TJK,0,0,0
BRN,TKM,0,0,0
BRN,TON,0,0,0
BRN,TTO,0,0,0
BRN,TUN,0,0,0
BRN,TUR,0,0,0
BRN,TZA,0,0,0
BRN,UGA,0,0,0
BRN,UKR,0,0,0
BRN,URY,0,0,0
BRN,USA,946,533,0
BRN,UZB,0,0,0
BRN,VCT,0,0,0
BRN,VEN,0,0,0
BRN,VNM,0,0,0
BRN,VUT,0,0,0
BRN,WSM,0,0,0
BRN,YEM,0,0,0
BRN,ZAF,0,0,0
BRN,ZAR,0,0,0
BRN,ZMB,0,0,0
BRN,ZWE,0,0,0
BTN,AFG,0,0,0
BTN,AGO,0,0,0
BTN,ALB,0,0,0
BTN,ARE,0,0,0
BTN,ARG,0,0,0
BTN,ARM,0,0,0
BTN,AUS,1402,349,0
BTN,AUT,0,0,0
BTN,AZE,0,0,0
BTN,BDI,0,0,0
BTN,BEL,129,12,0
BTN,BEN,0,0,0
BTN,BFA,0,0,0
BTN,BGD,0,0,0
BTN,BGR,0,0,0
BTN,BHR,0,0,0
BTN,BHS,0,0,0
BTN,BIH,0,0,0
BTN,BLR,0,0,0
BTN,BLZ,0,0,0
BTN,BOL,0,0,0
BTN,BRA,0,0,0
BTN,BRB,0,0,0
BTN,BRN,0,0,0
BTN,BTN,348212,19072,1
BTN,BWA,0,0,0
BTN,CAF,0,0,0
BTN,CAN,1300,285,0
BTN,CHE,0,0,0
BTN,CHL,0,0,0
BTN,CHN,0,0,0
BTN,CIV,0,0,0
BTN,CMR,0,0,0
BTN,COG,0,0,0
BTN,COL,0,0,0
BTN,COM,0,0,0
BTN,CPV,0,0,0
BTN,CRI,0,0,0
BTN,CUB,0,0,0
BTN,CYP,0,0,0
BTN,CZE,0,2,0
BTN,DEU,0,0,0
BTN,DJI,0,0,0
BTN,DNK,14,7,0
BTN,DOM,0,0,0
BTN,DZA,0,0,0
BTN,ECU,0,0,0
BTN,EGY,0,0,0
BTN,ERI,0,0,0
BTN,ESP,0,0,0
BTN,EST,0,0,0
BTN,ETH,0,0,0
BTN,FIN,0,0,0
BTN,FJI,0,0,0
BTN,FRA,45,19,0
BTN,FSM,0,0,0
BTN,GAB,0,0,0
BTN,GBR,232,132,0
BTN,GEO,0,0,0
BTN,GHA,0,0,0
BTN,GIN,0,0,0
BTN,GMB,0,0,0
BTN,GNB,0,0,0
BTN,GNQ,0,0,0
BTN,GRC,1,1,0
BTN,GRD,0,0,0
BTN,GTM,0,0,0
BTN,GUY,0,0,0
BTN,HND,0,0,0
BTN,HRV,0,0,0
BTN,HTI,0,0,0
BTN,HUN,0,0,0
BTN,IDN,0,0,0
BTN,IND,0,0,0
BTN,IRL,20,5,0
BTN,IRN,0,0,0
BTN,IRQ,0,0,0
BTN,ISL,0,0,0
BTN,ISR,0,0,0
BTN,ITA,15,4,0
BTN,JAM,0,0,0
BTN,JOR,0,0,0
BTN,JPN,19,6,0
BTN,KAZ,0,0,0
BTN,KEN,0,0,0
BTN,KGZ,0,0,0
BTN,KHM,0,0,0
BTN,KWT,0,0,0
BTN,LAO,0,0,0
BTN,LBN,0,0,0
BTN,LBR,0,0,0
BTN,LBY,0,0,0
BTN,LCA,0,0,0
BTN,LKA,0,0,0
BTN,LSO,0,0,0
BTN,LTU,0,0,0
BTN,LUX,2,0,0
BTN,LVA,0,0,0
BTN,MAR,0,0,0
BTN,MDA,0,0,0
BTN,MDG,0,0,0
BTN,MDV,0,0,0
BTN,MEX,0,0,0
BTN,MKD,0,0,0
BTN,MLI,0,0,0
BTN,MLT,0,0,0
BTN,MMR,0,0,0
BTN,MNG,0,0,0
BTN,MOZ,0,0,0
BTN,MRT,0,0,0
BTN,MUS,0,0,0
BTN,MWI,0,0,0
BTN,MYS,0,0,0
BTN,NAM,0,0,0
BTN,NER,0,0,0
BTN,NGA,0,0,0
BTN,NIC,0,0,0
BTN,NLD,44,0,0
BTN,NOR,120,8,0
BTN,NPL,0,0,0
BTN,NZL,0,0,0
BTN,OMN,0,0,0
BTN,PAK,0,0,0
BTN,PAN,0,0,0
BTN,PER,0,0,0
BTN,PHL,0,0,0
BTN,PNG,0,0,0
BTN,POL,0,0,0
BTN,PRT,3,0,0
BTN,PRY,0,0,0
BTN,QAT,0,0,0
BTN,ROM,0,0,0
BTN,RWA,0,0,0
BTN,SAU,0,0,0
BTN,SDN,0,0,0
BTN,SEN,0,0,0
BTN,SGP,0,0,0
BTN,SLB,0,0,0
BTN,SLE,0,0,0
BTN,SLV,0,0,0
BTN,SOM,0,0,0
BTN,SRB,0,0,0
BTN,STP,0,0,0
BTN,SUR,0,0,0
BTN,SVK,0,0,0
BTN,SVN,0,0,0
BTN,SWE,10,0,0
BTN,SWZ,0,0,0
BTN,SYR,0,0,0
BTN,TCD,0,0,0
BTN,TGO,0,0,0
BTN,THA,0,0,0
BTN,TJK,0,0,0
BTN,TKM,0,0,0
BTN,TON,0,0,0
BTN,TTO,0,0,0
BTN,TUN,0,0,0
BTN,TUR,0,0,0
BTN,TZA,0,0,0
BTN,UGA,0,0,0
BTN,UKR,0,0,0
BTN,URY,0,0,0
BTN,USA,789,466,0
BTN,UZB,0,0,0
BTN,VCT,0,0,0
BTN,VEN,0,0,0
BTN,VNM,0,0,0
BTN,VUT,0,0,0
BTN,WSM,0,0,0
BTN,YEM,0,0,0
BTN,ZAF,0,0,0
BTN,ZAR,0,0,0
BTN,ZMB,0,0,0
BTN,ZWE,0,0,0
BWA,AFG,0,0,0
BWA,AGO,0,0,0
BWA,ALB,0,0,0
BWA,ARE,0,0,0
BWA,ARG,0,0,0
BWA,ARM,0,0,0
BWA,AUS,100,368,0
BWA,AUT,0,0,0
BWA,AZE,0,0,0
BWA,BDI,0,0,0
BWA,BEL,4,5,0
BWA,BEN,0,0,0
BWA,BFA,0,0,0
BWA,BGD,0,0,0
BWA,BGR,0,0,0
BWA,BHR,0,0,0
BWA,BHS,0,0,0
BWA,BIH,0,0,0
BWA,BLR,0,0,0
BWA,BLZ,0,0,0
BWA,BOL,0,0,0
BWA,BRA,0,0,0
BWA,BRB,0,0,0
BWA,BRN,0,0,0
BWA,BTN,0,0,0
BWA,BWA,2711432,122142,1
BWA,CAF,0,0,0
BWA,CAN,35,185,0
BWA,CHE,0,0,0
BWA,CHL,0,0,0
BWA,CHN,0,0,0
BWA,CIV,0,0,0
BWA,CMR,0,0,0
BWA,COG,0,0,0
BWA,COL,0,0,0
BWA,COM,0,0,0
BWA,CPV,0,0,0
BWA,CRI,0,0,0
BWA,CUB,0,0,0
BWA,CYP,0,0,0
BWA,CZE,6,10,0
BWA,DEU,0,0,0
BWA,DJI,0,0,0
BWA,DNK,30,14,0
BWA,DOM,0,0,0
BWA,DZA,0,0,0
BWA,ECU,0,0,0
BWA,EGY,0,0,0
BWA,ERI,0,0,0
BWA,ESP,10,0,0
BWA,EST,0,0,0
BWA,ETH,0,0,0
BWA,FIN,0,0,0
BWA,FJI,0,0,0
BWA,FRA,9,13,0
BWA,FSM,0,0,0
BWA,GAB,0,0,0
BWA,GBR,694,1155,0
BWA,GEO,0,0,0
BWA,GHA,0,0,0
BWA,GIN,0,0,0
BWA,GMB,0,0,0
BWA,GNB,0,0,0
BWA,GNQ,0,0,0
BWA,GRC,3,3,0
BWA,GRD,0,0,0
BWA,GTM,0,0,0
BWA,GUY,0,0,0
BWA,HND,0,0,0
BWA,HRV,0,0,0
BWA,HTI,0,0,0
BWA,HUN,2,3,0
BWA,IDN,0,0,0
BWA,IND,0,0,0
BWA,IRL,64,108,0
BWA,IRN,0,0,0
BWA,IRQ,0,0,0
BWA,ISL,0,0,0
BWA,ISR,0,0,0
BWA,ITA,46,6,0
BWA,JAM,0,0,0
BWA,JOR,0,0,0
BWA,JPN,6,4,0
BWA,KAZ,0,0,0
BWA,KEN,0,0,0
BWA,KGZ,0,0,0
BWA,KHM,0,0,0
BWA,KWT,0,0,0
BWA,LAO,0,0,0
BWA,LBN,0,0,0
BWA,LBR,0,0,0
BWA,LBY,0,0,0
BWA,LCA,0,0,0
BWA,LKA,0,0,0
BWA,LSO,0,0,0
BWA,LTU,0,0,0
BWA,LUX,1,3,0
BWA,LVA,0,0,0
BWA,MAR,0,0,0
BWA,MDA,0,0,0
BWA,MDG,0,0,0
BWA,MDV,0,0,0
BWA,MEX,0,0,0
BWA,MKD,0,0,0
BWA,MLI,0,0,0
BWA,MLT,0,0,0
BWA,MMR,0,0,0
BWA,MNG,0,0,0
BWA,MOZ,0,0,0
BWA,MRT,0,0,0
BWA,MUS,0,0,0
BWA,MWI,0,0,0
BWA,MYS,0,0,0
BWA,NAM,0,0,0
BWA,NER,0,0,0
BWA,NGA,0,0,0
BWA,NIC,0,0,0
BWA,NLD,0,0,0
BWA,NOR,30,44,0
BWA,NPL,0,0,0
BWA,NZL,0,0,0
BWA,OMN,0,0,0
BWA,PAK,0,0,0
BWA,PAN,0,0,0
BWA,PER,0,0,0
BWA,PHL,0,0,0
BWA,PNG,0,0,0
BWA,POL,0,0,0
BWA,PRT,11,7,0
BWA,PRY,0,0,0
BWA,QAT,0,0,0
BWA,ROM,0,0,0
BWA,RWA,0,0,0
BWA,SAU,0,0,0
BWA,SDN,0,0,0
BWA,SEN,0,0,0
BWA,SGP,0,0,0
BWA,SLB,0,0,0
BWA,SLE,0,0,0
BWA,SLV,0,0,0
BWA,SOM,0,0,0
BWA,SRB,0,0,0
BWA,STP,0,0,0
BWA,SUR,0,0,0
BWA,SVK,2,0,0
BWA,SVN,2,0,0
BWA,SWE,20,20,0
BWA,SWZ,0,0,0
BWA,SYR,0,0,0
BWA,TCD,0,0,0
BWA,TGO,0,0,0
BWA,THA,0,0,0
BWA,TJK,0,0,0
BWA,TKM,0,0,0
BWA,TON,0,0,0
BWA,TTO,0,0,0
BWA,TUN,0,0,0
BWA,TUR,0,0,0
BWA,TZA,0,0,0
BWA,UGA,0,0,0
BWA,UKR,0,0,0
BWA,URY,0,0,0
BWA,USA,5089,2371,0
BWA,UZB,0,0,0
BWA,VCT,0,0,0
BWA,VEN,0,0,0
BWA,VNM,0,0,0
BWA,VUT,0,0,0
BWA,WSM,0,0,0
BWA,YEM,0,0,0
BWA,ZAF,0,0,0
BWA,ZAR,0,0,0
BWA,ZMB,0,0,0
BWA,ZWE,0,0,0
CAF,AFG,0,0,0
CAF,AGO,0,0,0
CAF,ALB,0,0,0
CAF,ARE,0,0,0
CAF,ARG,0,0,0
CAF,ARM,0,0,0
CAF,AUS,6,6,0
CAF,AUT,0,0,0
CAF,AZE,0,0,0
CAF,BDI,0,0,0
CAF,BEL,100,64,0
CAF,BEN,0,0,0
CAF,BFA,0,0,0
CAF,BGD,0,0,0
CAF,BGR,0,0,0
CAF,BHR,0,0,0
CAF,BHS,0,0,0
CAF,BIH,0,0,0
