iso,Lambdap,LambdaNMp,LambdaPESCp,LambdaSCp,Hr,Hn,HrNMp,HrPESCp,HrSCp,HnNM,HnPE,HnGE
"ROM",2.6037568494205,2.33629621059598,2.31932982996545,2.32200731314294,0.126946394903567,0.139452645278246,0.129498127979859,0.129609236485977,0.128901785304035,0.129498127979859,0.128789223949153,0.128901785304035
"RWA",4.46969271137079,3.01354365806959,2.90303532000695,2.93060704895298,0.00660304984764414,0.00976250566806803,0.00734200555994068,0.00734807656077695,0.00714718304831998,0.00734200555994068,0.00708052637244521,0.00714718304831998
"SAU",2.08474507382667,2.06159114317529,2.06303872723303,2.06268627241356,0.218173414017125,0.220084461987919,0.217805779135214,0.217830124090014,0.217914708333729,0.217805779135214,0.217949741351284,0.217914708333729
"SDN",3.14684331489739,2.98775491486311,2.98597917223771,2.98643031199457,0.0475393532566682,0.049944247074178,0.0476169397101082,0.0476168297904858,0.0475967540971897,0.0476169397101082,0.0475898760196711,0.0475967540971897
"SEN",3.89996843535781,2.98775492032474,2.94025028784401,2.95077844263475,0.0279251855604561,0.0361430727020761,0.0292568711235519,0.029258501767842,0.0289074303858238,0.0292568711235519,0.0288066991387001,0.0289074303858238
"SGP",2.44067975825332,2.39100673202812,2.39564675508061,2.3946382621147,0.458366552288098,0.463475626318031,0.456792198436942,0.456947111889915,0.457290209711818,0.456792198436942,0.457428241915163,0.457290209711818
"SLB",3.03230809003112,2.96318882807319,2.96571222453783,2.96509514218727,0.142664101947584,0.145507663565655,0.142350915544051,0.142364197559183,0.14243950287518,0.142350915544051,0.14246816017574,0.14243950287518
"SLE",4.24778833530605,2.9877549546381,3.01945554255178,3.01262343102426,0.0252860750384169,0.0355707101782167,0.0244339504724292,0.0245301424802197,0.0247088859134558,0.0244339504724292,0.0247839609651852,0.0247088859134558
"SLV",2.42537888450749,2.22816578166343,2.25194067077639,2.25230951499544,0.0869804853144959,0.0939557310116551,0.0831811514288777,0.0837271275822137,0.0845659920963756,0.0831811514288777,0.0845449786084908,0.0845659920963755
"SOM",4.1581308448603,2.98775493801413,3.02146533426213,3.01504703628535,0.0270332986032146,0.0372286593103294,0.0260369030965599,0.0261461640072825,0.026358278532079,0.0260369030965599,0.0264333693704656,0.026358278532079
"SRB",2.3776839243858,2.35232992377327,2.3564611643837,2.35570299169318,0.12803288545267,0.129234516116231,0.127320265754128,0.127438811581291,0.127576525212132,0.127320265754128,0.127634057817838,0.127576525212132
"STP",8.70749210017775,2.98775493138772,2.60704864643632,2.62244857241036,0.00856090961512871,0.032615533510767,0.0189592187354653,0.0187506029118391,0.016514598187565,0.0189592187354653,0.0164005448582169,0.016514598187565
"SUR",3.8693019423117,2.3721855468114,2.26604145699281,2.23851959931699,0.0567164922593018,0.109246244240172,0.0852171625405658,0.0858326655450555,0.0815088689634823,0.0852171625405658,0.0823081727620354,0.0815088689634822
"SVK",1.30249175057646,1.16381794601463,1.23347312573801,1.22914678029784,0.124630296774859,0.135262137779432,0.0819811714504454,0.105806698332674,0.108579466811062,0.0819811714504454,0.110241445484302,0.108579466811062
"SVN",1.33878768234941,1.31951122340935,1.32625979426752,1.31861048897328,0.152194545193091,0.159657849200667,0.152773279017395,0.150233670658601,0.15244665995893,0.152773279017395,0.155206292356976,0.15244665995893
"SWE",1.21675873035987,1.179515174788,1.21412560705173,1.20168226847797,0.312885464697757,0.320094095379472,0.273465893568419,0.294859003187537,0.301566850337704,0.273465893568419,0.316891451548742,0.301566850337704
"SWZ",2.74095351059627,2.65515821927926,2.66087574707338,2.65949911479853,0.0743451534654896,0.0765635171063398,0.0738860968235833,0.0739210613732558,0.0740245965670119,0.0738860968235833,0.074068450333503,0.0740245965670119
"SYR",2.29534018324925,2.16672297745006,2.16203860382159,2.16321056002949,0.0866507353396782,0.0913246061279539,0.0871395657635109,0.0871497711077264,0.0870182953192428,0.0871395657635109,0.0869777444493816,0.0870182953192428
"TCD",2.22402615050407,2.04358910268328,2.09979691196103,2.08923528492885,0.01021040057046,0.0111019110504672,0.00907000757169344,0.00945441839703255,0.00959187054178552,0.00907000757169344,0.0097119315668791,0.00959187054178553
"TGO",3.24133580506163,2.98775494866892,3.01427452750501,3.00833186632097,0.0587962569067075,0.0634697647031667,0.0571875245790284,0.0573935678970438,0.0577204006565294,0.0571875245790284,0.0578735157844919,0.0577204006565293
"THA",2.17264663554188,2.15061566879782,2.1504329276349,2.15047940926318,0.117493832567239,0.118554748964865,0.117519076231126,0.117519209209889,0.117512604660457,0.117519076231126,0.117510396853823,0.117512604660457
"TJK",2.34916451333214,2.33629623446669,2.33840016857828,2.33792630719238,0.0939092903722038,0.0943777241569845,0.0936470023838579,0.0936903781593073,0.0937398611386092,0.0936470023838579,0.0937668390174204,0.0937398611386092
"TKM",2.36001586326744,2.33629620741094,2.33479412393356,2.33519776014683,0.103675910191878,0.104618377973248,0.103837389744742,0.103847235528438,0.103800838129576,0.103837389744742,0.103787398206079,0.103800838129576
"TON",4.53134259503129,2.48323361815055,2.35673473276673,2.28703046383865,0.0695206381908344,0.130089708747204,0.0997061548876626,0.100736469350446,0.0939392014696646,0.0997061548876626,0.0960979731474934,0.0939392014696647
"TTO",4.8217153057844,2.26576923785596,2.075362143991,2.06283201876889,0.0588057318149347,0.142226470457476,0.100244955126341,0.100650809802848,0.092453728625526,0.100244955126341,0.0929789245192997,0.0924537286255261
"TUN",2.83750997792614,2.57681493030954,2.54643821911138,2.5528531494473,0.0960828004590916,0.104784871380128,0.0990156336980606,0.0993223519984077,0.098426225317272,0.0990156336980606,0.098266549464824,0.098426225317272
"TUR",2.38984816958764,2.37170212097905,2.36698371853135,2.37979514281528,0.0889418834898593,0.0884251235577436,0.0879383463403028,0.0894307901676768,0.0881563629705826,0.0879383463403028,0.0878105500655759,0.0881563629705826
"TZA",3.80293565327443,2.98775495743202,3.02318810360716,3.01486030105162,0.00916506475383563,0.0116365676155222,0.00882549225741101,0.00886253759752659,0.00893368441833094,0.00882549225741101,0.00896670002162436,0.00893368441833093
"UGA",3.52592900585912,2.98775493028626,2.96578876872159,2.97132788476286,0.0244908536005656,0.0287753660905803,0.0250019804212111,0.0250045460903253,0.0248700241273947,0.0250019804212111,0.0248252748539774,0.0248700241273947
"UKR",1.92443975489053,1.77945725475094,1.79612264331272,1.79273863573535,0.164407527776242,0.175452519440193,0.159988975962255,0.16063261692142,0.161509607564078,0.159988975962255,0.161893459447457,0.161509607564078
"URY",1.89430865046179,1.73050139694779,1.74798265231871,1.74476546569742,0.112029393579667,0.121347131498998,0.108503043940229,0.109008419959329,0.109717347415671,0.108503043940229,0.109988488235372,0.109717347415671
"USA",1.42409772893049,1.41078995057046,1.4642784981255,1.41593889594305,0.31426651569956,0.316290772068855,0.309255777341547,0.291639095610755,0.311993388631347,0.309255777341547,0.336755931664072,0.311993388631347
"UZB",2.4915728747017,2.36008699629884,2.34884645281425,2.3518294831487,0.0779659677770686,0.0819536521955813,0.078892570393265,0.07896149150246,0.0786889070535601,0.078892570393265,0.078614981490412,0.0786889070535601
"VCT",4.49729099315391,2.61309845813105,2.46863678994965,2.42956282800827,0.120916772004524,0.191415526983867,0.151950273272678,0.153690275968352,0.14483432369214,0.151950273272678,0.146437932751044,0.14483432369214
"VEN",1.95523464033643,1.86122630858884,1.87171757650912,1.8694426386878,0.201110191621942,0.209143582267001,0.198084944252183,0.198478429966896,0.199095824974752,0.198084944252183,0.199374148829415,0.199095824974752
"VNM",3.10199411277968,2.76067018022841,2.76692891525498,2.76551838473472,0.0647483176169264,0.0721758809377102,0.0643236550954618,0.064344289356385,0.0644453984400824,0.0643236550954618,0.0644807585967962,0.0644453984400823
"VUT",3.1890200354865,2.47849142398995,2.49661131013884,2.49258016134586,0.0292127189253528,0.0372751922970505,0.028549190821947,0.0286128987940064,0.0287569202067309,0.028549190821947,0.0288160556096154,0.0287569202067309
"WSM",4.01056438604903,2.47659344698375,2.47748835151388,2.47781543477876,0.0669880740928698,0.118377639695279,0.0764189169363754,0.0764289339234904,0.0764674186099324,0.0764189169363754,0.076454439674388,0.0764674186099324
"YEM",2.93031551539733,2.91998696339943,2.92046963169099,2.92035214187451,0.135390217869027,0.135804082225894,0.135331651251619,0.135334443053052,0.135348398265414,0.135331651251619,0.13535378564371,0.135348398265414
"ZAF",3.80931917409095,2.98775487772476,2.8294848572323,2.87183892436679,0.0412202094349921,0.0519658123105936,0.0468793804566119,0.0479863440574746,0.0459274566907805,0.0468793804566119,0.045560181435834,0.0459274566907805
"ZAR",3.89526514104042,2.98775498629684,3.02774791186347,3.01871505546581,0.0281888810484207,0.0364390631704457,0.0270151199586597,0.0271491467198851,0.0273931187438548,0.0270151199586597,0.0275025599849069,0.0273931187438548
"ZMB",3.37507765738376,2.9877549319392,3.0210704995103,3.01343284401041,0.041380078389746,0.0464950387612089,0.0399568218687197,0.0401288507791361,0.040420985633235,0.0399568218687197,0.0405581673157372,0.040420985633235
"ZWE",4.39763223769367,2.98775493770283,3.02038340095571,3.01360854654218,0.0387452790713858,0.0560046512196784,0.0374013429127641,0.0375580970806484,0.0378387787431023,0.0374013429127641,0.0379526921513309,0.0378387787431023
