iso,Lambda,LambdaNM,LambdaPESC,LambdaSC,Hr,Hn,HrNM,HrPESC,HnSC,Niih,Niil,Mh,Ml,L,N,LIC,LMIC,UMIC,HIC,mH,mL,HnNM,HnPE,HnGE
"ISL",1.90362450386162,1.721637659575,1.77299002726444,1.7481858229316,0.302641927553509,0.325528965452599,0.287448707730459,0.283075439054639,0.293497770046589,54840,125635,11147.0000000001,11084.9999999999,202163,202707,0,0,0,1,0.168927212935883,0.0810781158572254,0.287448707730459,0.298985773029727,0.293497770046589
"ISR",1.34065159443849,1.28198693665171,1.3856108753772,1.33402372643759,0.343449060962782,0.323000531652984,0.279610921011593,0.293152316191317,0.318289640087542,1313064,2878083,101896.999999998,87633.0000000285,5375985,4380677,0,0,0,1,0.0720139989724086,0.0295486823418117,0.279610921011593,0.353766520938274,0.318289640087543
"ITA",1.45750401346314,1.401717335981,1.41996350699887,1.42440204928779,0.110100141430927,0.111342200795258,0.101656413106296,0.106369394043603,0.105686504665455,4775186,39629114,398263.000000023,1661841.0000006,48184652,46464404,0,0,0,1,0.076982106134616,0.0402470952779029,0.101656413106296,0.104908100338427,0.105686504665455
"JAM",4.20725541017583,2.73297799320776,2.99822636805603,3.03865380216185,0.154460539997849,0.21949400174542,0.0906837412114946,0.106057342286574,0.1188926716287,224003,1226225,281529.000000003,571413.000000083,1450228,2303170,0,1,0,0,0.556896497155477,0.317868781145082,0.0906837412114946,0.115165268386529,0.1188926716287
"JOR",2.04515154101126,1.95568395118103,1.9632693086812,1.96160138560308,0.217229554258109,0.224931949708882,0.215086423135847,0.215301240578092,0.215765347506688,624843,2251575,40447.0000000122,40873.9999999956,2876418,2957739,0,0,1,0,0.0607960438305283,0.0178298404893612,0.215086423135847,0.215955973779743,0.215765347506688
"JPN",1.40796911244553,1.39808119944699,1.404418786792,1.40239723537477,0.331655943870863,0.332949326263159,0.327177369122192,0.328781486573728,0.329706816174089,31851163,64263846,334213.000000333,218269.000000929,96665088,96667491,0,0,0,1,0.0103840017280001,0.00338495410705634,0.327177369122192,0.3308862161073,0.329706816174089
"KAZ",1.86387481248365,1.9208930578206,1.91336614793066,1.91470794034301,0.232566519911179,0.227231855967403,0.23503966289162,0.234740170144775,0.234215188120023,2325948,7675268,132952.000000022,686938.000000063,10001216,10821106,0,0,1,0,0.0540697059660912,0.0821479403879865,0.23503966289162,0.234035623880372,0.234215188120023
"KEN",3.77247280475559,2.98293625403732,3.17084263238884,3.13527399196916,0.0295182335053084,0.0370418395947257,0.0228836787894957,0.0248347968238512,0.0257033557110545,437448,14382138,120169.000000009,113952.000001208,14819586,15053707,0,1,0,0,0.215504548821161,0.00786087834727902,0.0228836787894957,0.0263579986839426,0.0257033557110545
"KGZ",1.92745701667257,1.90020767451645,1.91728318692448,1.91533877950653,0.109958671144165,0.111359904096924,0.103334444014441,0.107473567014505,0.10776041839501,491063,3974824,7962.00000001344,7342.00000084737,4465887,4481191,0,1,0,0,0.0159551124693421,0.00184372022684322,0.103334444014441,0.108334711848636,0.10776041839501
"KHM",3.85874578586536,2.87116608116398,3.09446274982261,3.05524279476437,0.0196561848286401,0.0262398098071511,0.0141813969757989,0.0157981221700983,0.0165113756560662,130992,6533170,50591.0000000003,205380.999998408,6664162,6920134,0,1,0,0,0.278610883177392,0.0304785108843738,0.0141813969757989,0.0170058812650408,0.0165113756560662
"KWT",1.99531119559972,1.84564349393135,1.85907082954087,1.85613988662378,0.16403567051169,0.175009732195667,0.160750912264108,0.16114161210294,0.161825880177249,286403,1459577,26942.9999999968,17526.0000000436,1745980,1790449,0,0,0,1,0.0859848218901689,0.0118651170568631,0.160750912264108,0.162123879083974,0.161825880177249
"LAO",3.64156936355015,2.80131180492302,3.01159851231421,2.98278458891479,0.0487729955853479,0.062488351413836,0.0350379204029824,0.0392338090946903,0.0410945362260736,124798,2433954,50888.0000000026,201859.999999906,2558752,2811500,0,1,0,0,0.289653131154461,0.0765835525571628,0.0350379204029824,0.0420551227018233,0.0410945362260736
"LBN",2.67111989820062,2.21673215316105,2.19955491694332,2.20200694616697,0.170323777308052,0.198313166446219,0.173987915590357,0.173986337335301,0.173031675771474,435445,2121127,147490.999999995,235409.000000001,2556572,2939472,0,0,1,0,0.253014053000664,0.0998962035801708,0.173987915590357,0.172871200001285,0.173031675771474
"LBR",7.68447209073432,2.93324097025277,3.45213103325061,3.36906646826271,0.00967544653953449,0.024956504452203,0.00434450532923879,0.0059227030187341,0.00653364706867467,14286,1462235,24127.9999999999,38589.000000075,1476521,1539238,1,0,0,0,0.628104336960482,0.025711875609715,0.00434450532923879,0.00696313319528464,0.00653364706867468
"LBY",2.33898950570174,2.18428198178995,2.26235820008525,2.2520447979309,0.0989480847996869,0.105218941931634,0.0810591451121079,0.0901208424741076,0.0914333971375327,325097,2960434,30348.9999999907,62275.9999997442,3285531,3378156,0,1,0,0,0.0853828710971306,0.020602704195819,0.0810591451121079,0.09304245265027,0.0914333971375327
"LCA",3.30955413394016,2.69556172858376,2.63526967898385,2.63538715307568,0.14779543870328,0.175550290823474,0.158236700989414,0.159104748885328,0.156105805130592,15054,86803,8880.00000000001,25599.9999999992,101857,136337,0,0,1,0,0.371020305841063,0.227751928329308,0.158236700989414,0.156101549974432,0.156105805130591
"LKA",3.30045153763546,2.84796300472998,2.77251291698553,2.79154056393517,0.0778089720684845,0.0890702530960938,0.0829185859039039,0.0837346222606373,0.0820116709959767,979220,11605704,185087.999999978,301782.000000683,12584924,13071794,0,0,1,0,0.158968245515772,0.0253438887100672,0.0829185859039039,0.0816975040274907,0.0820116709959767
"LSO",3.01884801822475,2.98775490277362,2.99840783847326,2.99642600230343,0.043357774588011,0.0437892339371828,0.0427163065956516,0.0429375344052462,0.0430156322686478,104906,2314637,1144.99999999536,1162.99999946701,2419543,2421851,0,1,0,0,0.0107966921575031,0.000502202262486834,0.0427163065956516,0.043084033601259,0.0430156322686478
"LTU",1.67342842796604,1.80562155129643,1.76554293965656,1.7708774701889,0.405320036593881,0.387133668765988,0.429221023626019,0.422594058487452,0.418767992879142,785965,1153157,46702.999999992,165029.000000002,1939122,2150854,0,0,1,0,0.0560883809633515,0.125194016625879,0.429221023626019,0.41712662455466,0.418767992879142
"LUX",1.28988077177408,1.20870915381636,1.2989169279881,1.27443829760856,0.249934648496044,0.232387189882343,0.178550894544368,0.210464744973865,0.222673352134772,73872,260398,10504.9999999999,18313.0000000007,459056,363088,0,0,0,1,0.124500752574753,0.0657060539411817,0.178550894544368,0.237964119054609,0.222673352134772
"LVA",1.71807267877305,1.6062661528429,1.63420068532679,1.61484928920895,0.275208814448612,0.29877867417107,0.269816521540658,0.264769329142635,0.272182001277609,403821,1013721,51224.000000005,54250.9999999918,1639853,1523017,0,0,0,1,0.112569086573866,0.0507981482660517,0.269816521540658,0.277424008829922,0.272182001277609
"MAR",3.42080396459012,2.64040069718769,2.85525705897873,2.83091029942621,0.0546820179244648,0.0697172024800846,0.037315870270948,0.0429468573125084,0.0452590744158262,891644,15414338,398530.000000012,1801307.99999829,16305982,18505820,0,1,0,0,0.30889631941119,0.104632030653877,0.037315870270948,0.0462798222050584,0.0452590744158262
"MDA",2.2052795201363,1.79637374078376,2.01326364135405,1.99334251256347,0.121594831733206,0.145252901179316,0.0531846245933188,0.0881797847773459,0.0932418809771944,281837,2036000,88156.9999999982,141246.000000099,2317837,2547240,0,1,0,0,0.238266025935551,0.0648736982408508,0.0531846245933188,0.0977853197065167,0.0932418809771944
"MDG",3.72131320971248,2.98775495424567,3.2313169091671,3.18937399336209,0.0184789507442733,0.0229119803321351,0.0126286428689352,0.01478009457966,0.0153820952075458,142839,7586983,36693.0000000011,69211.0000005694,7729822,7835726,1,0,0,0,0.204381391618213,0.0090398702019005,0.0126286428689352,0.0159657320380468,0.0153820952075459
"MDV",2.27963937620259,2.15111977452596,2.14491018359634,2.1465336743198,0.0421769996762297,0.0445845353288424,0.0425029154458177,0.0425135417093471,0.0424240287001468,5341,121292,331.000000000004,255.000000000303,126633,127219,0,0,1,0,0.0583568406205931,0.00209795387792626,0.0425029154458177,0.0423960217516042,0.0424240287001468
"MEX",2.77729673891726,2.90582078142829,2.92896965661949,2.92900132682413,0.122079412339307,0.116278535580151,0.119172246620954,0.119294383933373,0.119667123484199,7349918,53389002,825502.000000033,8744512.99999789,61009083,70308935,0,0,1,0,0.100973650283414,0.14073745868068,0.119172246620954,0.119666452706952,0.119667123484199
"MKD",1.89257165992026,1.96722188148664,1.96280170099413,1.96330511503704,0.109966770125058,0.106237176532561,0.110753771862546,0.110717188549387,0.11052533178939,175557,1420898,26121.0000000023,275799.00000018,1596455,1898375,0,0,1,0,0.129518341118031,0.162550532004347,0.110753771862546,0.110495904730291,0.11052533178939
"MLI",4.08836708805623,2.98775494055357,3.2085913422012,3.16573087235669,0.00605779073939362,0.00827086846043376,0.00449549508986826,0.00493088846159566,0.00513946768774886,29446,4831402,11381.0000000001,64012.0000013612,4860848,4936241,0,1,0,0,0.278761603840599,0.0130759114553664,0.00449549508986826,0.00529342005375946,0.00513946768774886
"MLT",2.22448013605545,2.06313091822177,2.06605451503184,2.06601106006301,0.17876710525821,0.190090179367753,0.177949359566404,0.17797894787331,0.178182700491352,47539,218388,19598.0000000001,67660.0000000011,265927,353185,0,0,0,1,0.291910570922145,0.236533728604993,0.177949359566404,0.178186216107837,0.178182700491352
"MMR",2.94978056986992,2.91512063539316,2.92826988897147,2.92595695931761,0.10405209140559,0.105159142905097,0.102116566736727,0.102854956401083,0.103067940162453,2817021,24256159,40650.0000003755,60896.999992172,27073180,27174727,0,1,0,0,0.0142248705328134,0.00250429163761321,0.102116566736727,0.103270992496676,0.103067940162453
"MNG",2.98679675643047,2.86893848855467,2.9125651981604,2.90501649105443,0.0980666199357183,0.101685618215428,0.0919823142582455,0.094278538258685,0.0949534810643137,159209,1464269,7632.99999999742,9652.00000017266,1623478,1640763,0,1,0,0,0.0457498711355499,0.00654851922197503,0.0919823142582455,0.0955751696740067,0.0949534810643137
"MOZ",4.96075335426934,2.98775491833454,3.26825145014654,3.21218692245288,0.0050949412707657,0.00843107813941393,0.00351288625301616,0.00393524504779354,0.00414647622900426,44179,8626971,29676.9999999998,59143.9999995243,8671150,8759971,0,1,0,0,0.401822465337952,0.00680902797159884,0.00351288625301616,0.00430310411062269,0.00414647622900426
"MRT",3.04382545509313,2.91910234161765,2.96193923410428,2.95442922049852,0.0603233724747828,0.0627390766306872,0.0566887585149337,0.0579682586574496,0.0584043443273531,88396,1376973,5091.99999999841,19647.0000000402,1465369,1490108,0,1,0,0,0.0544668834502654,0.014067534476121,0.0566887585149337,0.0587689315873222,0.0584043443273532
"MUS",6.11888928049011,2.35232989252973,2.00443062773965,2.02738573896003,0.0257563141090238,0.0715891330828604,0.049195840255103,0.0499527826890866,0.0433651754554365,19425,734759,40927.0190500008,78476.0000000112,754184,875943,0,0,0,1,0.652660251483076,0.0964985520790562,0.049195840255103,0.0428817873651899,0.0433651754554365
"MWI",3.46374734005942,3.00481237208988,3.17139221380449,3.14237261317568,0.0107473640684727,0.0123685419366853,0.00826454408740024,0.00922081921817568,0.00946932227226994,67396,6203537,10445.9999999985,12168.0000047067,6270933,6293547,1,0,0,0,0.134194907633392,0.00195762186344215,0.00826454408740024,0.0097270278187174,0.00946932227226994
"MYS",2.60379011367921,2.4475713716616,2.43572393925324,2.43876986140434,0.159353480710307,0.167817524306083,0.161138891761603,0.161252632060883,0.160737150196653,2200092,11606271,156618.999999982,80313.0000005942,13806363,14043295,0,0,1,0,0.0664565998970521,0.00687223914195921,0.161138891761603,0.160597444000833,0.160737150196653
"NAM",3.12457846825706,2.98775486718988,2.96118224257905,2.96882528664392,0.0588746561760379,0.061405250666421,0.0600816749618206,0.0603147843500639,0.0598889510704079,73631,1177009,3675.99999999928,4648.0000000061,1250640,1258964,0,0,1,0,0.0475506745831461,0.00393345954029477,0.0600816749618206,0.0598104382181105,0.0598889510704078
"NER",3.31636207682875,2.98775497251484,3.11342695157316,3.09177369053398,0.00686480676667134,0.00761408114318685,0.00560427837411867,0.00610577599999277,0.00622932813442549,38194,5525546,4244.99999999851,5767.00000057638,5563740,5573752,1,0,0,0,0.100025919555091,0.0010426095938842,0.00560427837411867,0.00636096560991001,0.00622932813442549
"NGA",3.13901848229654,2.98775490348259,3.03921846451912,3.029900851002,0.0880314005181922,0.0920778639455789,0.0820770619783565,0.0841621922556079,0.0848709000873372,5064447,52465559,273825.999999816,171807.000010691,57530006,57975639,0,1,0,0,0.051294866335951,0.00326397411319348,0.0820770619783565,0.0854879413589975,0.0848709000873372
"NIC",2.80245113313389,2.30359673014139,2.49671625033128,2.47410104562727,0.0821876095167634,0.0982372749887177,0.0531435823857453,0.0650143817427935,0.0680520615435154,211066,2357034,66042.0000000016,186661.000000241,2568100,2820803,0,1,0,0,0.238325851292642,0.0733818323345532,0.0531435823857453,0.0700828115059631,0.0680520615435154
"NLD",1.35172787594082,1.29078433970427,1.33816879525867,1.31984964335344,0.244217906815138,0.249557909959001,0.216058395446579,0.224535335716396,0.232420928535442,2777124,8745340,247726.000000025,350644.00000006,12788751,12120834,0,0,0,1,0.0818969535679539,0.0385493202274828,0.216058395446579,0.242368654812124,0.232420928535442
"NOR",1.10870261069774,1.07917615308747,1.11061073492226,1.10491214713731,0.287170060437115,0.282507690508032,0.211401189831761,0.270121022121153,0.273592002183202,847034,2210093,46535.0000000026,59327.999999989,3402214,3162990,0,0,0,1,0.052077679507685,0.0261423508463123,0.211401189831761,0.286972830488292,0.273592002183202
"NPL",3.20621749717793,2.87428342644834,2.97801852562253,2.95895860494638,0.0354169670890846,0.0393461345950852,0.0303965052505212,0.0320859901737895,0.0326897042651538,92102,2508403,11112.0000000004,11613.9999998918,2600505,2623231,0,1,0,0,0.107659813591184,0.00460869906825701,0.0303965052505212,0.0332055459433545,0.0326897042651538
"NZL",1.20964835489926,1.1605362740547,1.23803906460793,1.21426974200316,0.350841029297042,0.31584703712447,0.252091932287465,0.303020570853585,0.321580836901056,815274,1840689,165443.999999998,283634.000000003,3318731,3105041,0,0,0,1,0.168696811927585,0.133517360589704,0.252091932287465,0.350395382222293,0.321580836901056
"OMN",2.07547548867043,2.0697981373663,2.06999715236091,2.06994710003166,0.155487107448725,0.155847132947567,0.155449652219162,0.155450999255931,0.155460109195013,849631,4614687,2902.99999993505,3100.99999873181,5464318,5470322,0,0,1,0,0.00340514278601798,0.000671533643106138,0.155449652219162,0.155463622462424,0.155460109195013
"PAK",2.42035578537368,2.16068885821456,2.28270539120217,2.26497261486124,0.0427943403125584,0.0476919951739102,0.0311998572972609,0.0367325924939184,0.0376050885998571,3194104,71444364,412079.00000003,563462.999999255,74638468,75614010,0,1,0,0,0.114270129940724,0.00782502435463377,0.0311998572972609,0.0387265915926788,0.0376050885998571
"PAN",2.37837641187808,2.14153244384856,2.13940494869209,2.13983636318057,0.170548656613778,0.185904071527633,0.170987852931254,0.170979739267923,0.170869127722897,335299,1630703,55847.9999999964,82175.9999999601,1966002,2104026,0,0,1,0,0.14278008012332,0.0479753677871934,0.170987852931254,0.170838898789426,0.170869127722897
"PER",1.91884950488435,1.84133477912652,1.85055782307599,1.84872349936708,0.197297680871304,0.203909725216009,0.194567614446383,0.194934895583075,0.195491884694495,2901306,11803915,245988.000000047,483533.000000576,14705221,15434742,0,0,1,0,0.0781585705053444,0.0393517840320119,0.194567614446383,0.195720200420612,0.195491884694495
"PHL",2.44427825983311,2.24452676934538,2.35250896807697,2.34080507858031,0.276377286050872,0.293748375118561,0.216469019057395,0.248688424848141,0.253032479369856,11388809,29818662,1494126.99999975,1155448.00000288,41207471,43857046,0,1,0,0,0.115977212026805,0.0373036707108897,0.216469019057395,0.257570979495378,0.253032479369856
"PNG",2.89154638831653,2.82736955027547,2.85344328061454,2.84911530047324,0.14417519595465,0.146966789780319,0.138692407792765,0.140938000638711,0.141495117665043,449916,2670704,13178.9999999985,17219.0000006514,3120620,3151018,0,1,0,0,0.0284585236290577,0.00640606148340238,0.138692407792765,0.142053088567703,0.141495117665043
"POL",1.55591937778566,1.412601513762,1.45378486377752,1.44997366179316,0.176837888231878,0.191394067252438,0.156464169158912,0.16397920366698,0.166238162261837,4744550,22078568,941028.00000002,1941988.99999998,27304816,29706135,0,0,1,0,0.165511404469347,0.0808469595438598,0.156464169158912,0.167206675270151,0.166238162261837
"PRT",1.8915809166905,1.916128070616,1.97716441806887,1.96117803760935,0.126105928129676,0.114381961333209,0.116025475256484,0.115022448179792,0.118934682241751,943702,7213137,143499.000000006,1204666.00000004,8847546,9505004,0,0,0,1,0.131989392945745,0.143109312489262,0.116025475256484,0.119935170592273,0.118934682241751
"PRY",2.09171967631479,2.04564983622932,2.07206180626635,2.06894093809599,0.109687789753363,0.111881678115449,0.101229273193719,0.106068721238419,0.106568581149657,326386,2649205,15206.9999999937,62365.000000121,2975591,3053163,0,1,0,0,0.0445178911745666,0.0229995906431038,0.101229273193719,0.107291271195616,0.106568581149657
"QAT",1.99224639660315,1.97820847033141,1.97920827930157,1.97896561991975,0.16838151374719,0.169374014450349,0.168162696506247,0.168178838932405,0.16822846860267,504715,2492734,4520.00000000076,4602.00000010595,2997449,3006571,0,0,0,1,0.00887605918682094,0.00184276364898674,0.168162696506247,0.16824953729782,0.16822846860267
"ROM",2.6037568494205,2.33629621059598,2.31932982996545,2.32200731314294,0.126946394903567,0.139452645278246,0.129498127979859,0.129609236485977,0.128901785304035,2023776,13918197,514467.000000026,1745029.00000099,15941973,18201469,0,0,1,0,0.202686267626869,0.111409297165283,0.129498127979859,0.128789223949153,0.128901785304035
"RWA",4.46969271137079,3.01354365806959,3.26408612199966,3.21368612235362,0.00660304984764414,0.00976250566806803,0.00475267738252735,0.00525331147870186,0.00550094928879666,25150,3783696,12289.9999999999,13944.9999999333,3808846,3835081,0,1,0,0,0.328258547008546,0.00367201639121058,0.00475267738252735,0.00568758152179716,0.00550094928879666
"SAU",2.08474507382667,2.06159114317529,2.06303872723303,2.06268627241356,0.218173414017125,0.220084461987919,0.217805779135214,0.217830124090014,0.217914708333729,3192155,11439119,41076.9999999524,18518.000001553,14631274,14690869,0,0,1,0,0.0127046249696751,0.00161621458260137,0.217805779135214,0.217949741351284,0.217914708333729
"SDN",3.14684331489739,2.98775491486311,3.03918297740545,3.02964816653111,0.0475393532566682,0.049944247074178,0.0442721004392079,0.0453657780635891,0.0457700593282615,601918,12059550,34513.0000000034,46848.0000005732,12661468,12742829,0,1,0,0,0.0542289737614972,0.0038696893989916,0.0442721004392079,0.0461106499065728,0.0457700593282615
"SEN",3.89996843535781,2.98775492032474,3.18870492106718,3.1538168061816,0.0279251855604561,0.0361430727020761,0.0211892884968064,0.0230985791456575,0.0240224691813822,128873,4486065,45528.9999999989,164856.000001136,4614938,4825323,0,1,0,0,0.261057786034557,0.0354458826544541,0.0211892884968064,0.0246139009408366,0.0240224691813822
"SGP",2.44067975825332,2.39100673202812,2.39564675508061,2.3946382621147,0.458366552288098,0.463475626318031,0.456792198436942,0.456947111889915,0.457290209711818,1566112,1850612,68586.0000000129,41731.9999999202,3416724,3527042,0,0,0,1,0.0419563735931731,0.0220530728027886,0.456792198436942,0.457428241915163,0.457290209711818
"SLB",3.03230809003112,2.96318882807319,2.98943747470982,2.984909317223,0.142664101947584,0.145507663565655,0.137664254458865,0.139582331257408,0.140130845535715,29667,178283,863.99999999976,1009.99999999632,207950,209824,0,1,0,0,0.0282991058268566,0.00563323721504083,0.137664254458865,0.140644884504483,0.140130845535715
"SLE",4.24778833530605,2.9877549546381,3.33814217721214,3.27886321492669,0.0252860750384169,0.0355707101782167,0.0148090963974525,0.0183694880070266,0.0195022276894673,54532,2102070,24322.9999999991,35927.0000003543,2156602,2216852,1,0,0,0,0.308452222433569,0.0168040460301648,0.0148090963974525,0.0204796403213014,0.0195022276894673
"SLV",2.42537888450749,2.22816578166343,2.30912697297579,2.30984497992405,0.0869804853144959,0.0939557310116551,0.0690693459981843,0.0765011544609151,0.0791512347663237,250449,2628921,121541.000000001,958293.999999836,2879370,3959205,0,1,0,0,0.3267319013952,0.26714150113663,0.0690693459981843,0.0790610851298769,0.0791512347663236
"SOM",4.1581308448603,2.98775493801413,3.31592582530974,3.26693556589775,0.0270332986032146,0.0372286593103294,0.0161636175878364,0.0198228325671581,0.0210720711079932,81782,2943450,38212.0000000001,159718.000000449,3025232,3223162,1,0,0,0,0.318449255796124,0.0514693371420591,0.0161636175878364,0.021952348069304,0.0210720711079932
"SRB",2.3776839243858,2.35232992377327,2.36492219883761,2.36342171864888,0.12803288545267,0.129234516116231,0.124453039358113,0.126232737871319,0.126539874522612,1034465,7045217,76045.0000000431,437256.000000136,8079682,8592983,0,1,0,0,0.0684775463526156,0.0584373642243862,0.124453039358113,0.12682277639698,0.126539874522612
"STP",8.70749210017775,2.98775493138772,3.19256747070437,3.18152310887838,0.00856090961512871,0.032615533510767,0.00828350723411371,0.00903449949449865,0.00957474513786543,579,67054,1920.28542729337,12909.9999999997,67633,82660,0,1,0,0,0.712272042764603,0.161447651443146,0.00828350723411371,0.00964784518615439,0.00957474513786544
"SUR",3.8693019423117,2.3721855468114,2.26604145699281,2.23851959931699,0.0567164922593018,0.109246244240172,0.0852171625405658,0.0858326655450556,0.0815088689634823,15940,265107,31253.3842416272,152252.999999996,281047,468547,0,0,1,0,0.610572689191146,0.364800172512929,0.0852171625405658,0.0823081727620354,0.0815088689634822
"SVK",1.30249175057646,1.16381794601463,1.23347987648814,1.22914678029784,0.124630296774859,0.135262137779432,0.0819811714504454,0.105805054116386,0.108579466811062,441571,3159357,101509.999999999,312587.999999953,3724271,4015026,0,0,0,1,0.186915027408433,0.0900325321973572,0.0819811714504454,0.110244029695274,0.108579466811062
"SVN",1.33878768234941,1.31951122340935,1.32630572655484,1.31861048897328,0.152194545193091,0.159657849200667,0.152773279017395,0.150220429690858,0.15244665995893,216233,1154746,13237.0000000013,53044.9999999954,1564675,1437261,0,0,0,1,0.0576851004488662,0.0439190224136423,0.152773279017395,0.155222767158622,0.15244665995893
"SWE",1.21675873035987,1.179515174788,1.21427251299579,1.20168226847797,0.312885464697757,0.320094095379472,0.273465893568419,0.294784865923817,0.301566850337704,1928429,4225477,103673.000000003,90873.0000000144,7093062,6348452,0,0,0,1,0.0510176162417056,0.0210532046752498,0.273465893568419,0.317070497753985,0.301566850337704
"SWZ",2.74095351059627,2.65515821927926,2.69028972377294,2.68441773602624,0.0743451534654896,0.0765635171063398,0.0699789108492394,0.0717882227391927,0.0722187625590207,56578,704440,1996.00000000125,2023.99999991973,761018,765038,0,1,0,0,0.0340765527367305,0.00286497259580067,0.0699789108492394,0.0726690571980145,0.0722187625590207
"SYR",2.29534018324925,2.16672297745006,2.16203860382159,2.16321056002949,0.0866507353396782,0.0913246061279539,0.0871395657635109,0.0871497711077264,0.0870182953192428,846057,8917934,60582.0000000068,103080.0000005,9763991,9927653,0,0,1,0,0.0668204213584533,0.0114266533674041,0.0871395657635109,0.0869777444493816,0.0870182953192429
"TCD",2.22402615050407,2.04358910268328,2.1507019392178,2.13776127082242,0.01021040057046,0.0111019110504672,0.00692714360876821,0.00883329091706774,0.00898828618804907,41138,3987891,3685.00000000064,4699.00000237096,4029029,4037413,1,0,0,0,0.0822122571001638,0.00117693026390663,0.00692714360876821,0.00929197762566441,0.00898828618804906
"TGO",3.24133580506163,2.98775494866892,3.09154240551594,3.07491504514502,0.0587962569067075,0.0634697647031667,0.049767655006092,0.0535485492530003,0.054411156001907,143049,2289912,13679.9999999997,22707.9999994724,2432961,2469349,1,0,0,0,0.08728442087935,0.00981916614033969,0.049767655006092,0.0553058206689585,0.0544111560019069
"THA",2.17264663554188,2.15061566879782,2.1504329276349,2.15047940926318,0.117493832567239,0.118554748964865,0.117519076231126,0.117519209209889,0.117512604660457,5187264,38961981,88363.9999997665,261899.000001088,44149245,44499508,0,0,1,0,0.0167494751335323,0.00667702940150459,0.117519076231126,0.117510396853823,0.117512604660457
"TJK",2.34916451333214,2.33629623446669,2.34280448045926,2.3418502525114,0.0939092903722038,0.0943777241569845,0.0925425831603663,0.0932342289426836,0.093333612717915,739643,7136500,4720.99999989866,6209.00000125764,7876143,7887073,0,1,0,0,0.00634232714088626,0.00086927802900239,0.0925425831603663,0.0934696762728148,0.093333612717915
"TKM",2.36001586326744,2.33629620741094,2.33479412393356,2.33519776014683,0.103675910191878,0.104618377973248,0.103837389744742,0.103847235528438,0.103800838129576,290294,2509720,3394.99999999816,3832.00000005566,2800014,2807241,0,0,1,0,0.0115598473214801,0.00152453579637726,0.103837389744742,0.103787398206079,0.103800838129576
"TON",4.53134259503129,2.48323361815055,2.35673473276673,2.28703046383865,0.0695206381908344,0.130089708747204,0.0997061548876626,0.100736469350446,0.0939392014696646,2902,38841,7634.90532552603,33499.0000000003,41743,83158,0,0,1,0,0.705759412601777,0.463077135747861,0.0997061548876626,0.0960979731474934,0.0939392014696647
"TTO",4.8217153057844,2.26576923785596,2.075362143991,2.06283201876889,0.0588057318149347,0.142226470457476,0.100244955126341,0.100650809802848,0.092453728625526,48979,783916,98876.0682072228,180779.000000002,832895,1124650,0,0,0,1,0.618149280780362,0.187394979760444,0.100244955126341,0.0929789245192997,0.0924537286255261
"TUN",2.83750997792614,2.57681493030954,2.54643821911138,2.5528531494473,0.0960828004590916,0.104784871380128,0.0990156336980606,0.0993223519984078,0.0984262253172719,586009,5512991,106446.000000005,402902.999999932,6099000,6608349,0,0,1,0,0.15372262457489,0.0681051756505327,0.0990156336980606,0.098266549464824,0.098426225317272
"TUR",2.38984816958764,2.37170212097905,2.36702155889697,2.37979514281528,0.0889418834898593,0.0884251235577436,0.0879383463403028,0.0894268556435539,0.0881563629705826,3646461,37878992,237506.00000003,2160836.00000029,42075565,43923795,0,0,1,0,0.0611503650777749,0.0539671648939223,0.0879383463403028,0.0878115769852309,0.0881563629705826
"TZA",3.80293565327443,2.98775495743202,3.24968532326737,3.2029214455598,0.00916506475383563,0.0116365676155222,0.00610413775729707,0.00721368070302836,0.00752599465841101,144740,15647838,39928.9999999935,37207.0000149372,15792578,15869714,1,0,0,0,0.216219289647929,0.00237213218163781,0.00610413775729707,0.00784113053645317,0.00752599465841101
"UGA",3.52592900585912,2.98775493028626,3.12986493019425,3.10264066917384,0.0244908536005656,0.0287753660905803,0.0201742897977138,0.0214853533066146,0.0220431507918305,256314,10209389,47472.0000000018,43979.9999970342,10465703,10557155,0,1,0,0,0.156267899113197,0.00428932188015805,0.0201742897977138,0.0224843082602097,0.0220431507918305
"UKR",1.92443975489053,1.77945725475094,1.79612264331272,1.79273863573535,0.164407527776242,0.175452519440193,0.159988975962255,0.16063261692142,0.161509607564078,5817369,29566467,642428.000000073,791657.000000719,35383836,36817921,0,0,1,0,0.0994501839609005,0.0260772701238297,0.159988975962255,0.161893459447457,0.161509607564078
"URY",1.89430865046179,1.73050139694779,1.74798265231871,1.74476546569742,0.112029393579667,0.121347131498998,0.108503043940229,0.109008419959329,0.109717347415671,233194,1848349,36935.9999999999,107613.999999955,2081543,2226093,0,0,1,0,0.136734165031651,0.055018423150108,0.108503043940229,0.109988488235372,0.109717347415671
"USA",1.42409772893049,1.41078995057046,1.46564637217012,1.41593889594305,0.31426651569956,0.316290772068855,0.309255777341547,0.29108462807211,0.311993388631347,41770565,91144970,548750.00000046,334480.999999339,165156507,133798766,0,0,0,1,0.0129668923043877,0.0036563511951918,0.309255777341547,0.337432876991409,0.311993388631347
