"HumCap","TecExt","DiaExt","FisExt","MktExt","RemEff","NatEff","HumCap2","TecExt2","DiaExt2","FisExt2","MktExt2","RemEff2","NatEff2","NIR6_NMb","NIR7_NMb","ynomig_b","ywd"
"0.0287943379","0.00552020163","0.00674048522","-0.000952145598","-0.00225061717","0.00893841709","0.306727243","0.0287943379","0.00586237119","0.00651686209","-0.000952145598","-0.00225061717","0.00893841709","0.306727243","0.0467906791","0.353517922","2166.5039","2236.72441"
"0.0252503466","0.0117350376","0.00892315995","-0.00134846875","-0.00307024146","0.000810479882","0.112275206","0.0252503466","0.0129871909","0.00860490426","-0.00134846875","-0.00307024146","0.000810479882","0.112275206","0.0423003139","0.15457552","5280.90576","5332.58078"
"-0.00452306713","-0.0016304688","0.0437529881","-0.015175616","-0.0284327227","0.152740638","0.548346138","-0.00452306713","-0.0016114941","0.0440238907","-0.015175616","-0.0284327227","0.152740638","0.548346138","0.146731752","0.69507789","5931.10959","6794.52399"
"3.90652513e-05","1.21692807e-05","0.000420547727","-2.10553598e-05","-0.000132253725","0","0.0117875354","3.90652513e-05","1.21699429e-05","0.000420526181","-2.10553598e-05","-0.000132253725","0","0.0117875354","0.000318473174","0.0121060085","4354.0916","4355.38819"
"0.00255239285","0.00122020853","0.0067973489","-0.00144167629","-0.00234795659","0.00164116893","0.0202373752","0.00255239285","0.00122796258","0.00677180159","-0.00144167629","-0.00234795659","0.00164116893","0.0202373752","0.00842148632","0.0286588615","16960.6552","17065.0702"
"-0.00124073523","-0.000345834842","0.0153618758","-0.00252272881","-0.00611491191","0.057882642","0.0319535503","-0.00124073523","-0.000345457537","0.0153862872","-0.00252272881","-0.00611491191","0.057882642","0.0319535503","0.063020307","0.0949738574","16721.3639","17777.1982"
"0.0183407878","0.0211989889","0.0062715628","-0.000352566921","-0.0020679176","0.00400614341","0.00976253665","0.0183407878","0.0226992579","0.00603301859","-0.000352566921","-0.0020679176","0.00400614341","0.00976253665","0.0473969984","0.0571595351","26257.1466","26760.2166"
"0.00516561598","0.00706562452","0.012357924","-0.00288574103","-0.00461127733","0.0174360906","0.000379331278","0.00516561598","0.00725278657","0.0122085977","-0.00288574103","-0.00461127733","0.0174360906","0.000379331278","0.0345282367","0.034907568","22101.2006","22634.0063"
"-0.000823520644","-0.000228206702","0.0037952306","-0.000416940051","-0.00125807842","0.0238162748","-0.00497864891","-0.000823520644","-0.00022792775","0.00379922635","-0.000416940051","-0.00125807842","0.0238162748","-0.00497864891","0.0248847596","0.0199061107","11173.3962","11455.7661"
"0.0162088576","0.0193478047","0.00217969615","-0.000596348198","-0.000679143882","0.00902832738","0.191067844","0.0162088576","0.0209815692","0.00210485455","-0.000596348198","-0.000679143882","0.00902832738","0.191067844","0.0454891938","0.236557038","1121.48807","1122.20621"
"0.00666022134","0.00801176733","0.0118914449","-0.00317880949","-0.00439225108","0.0521793666","-0.0399839498","0.00666022134","0.00822203084","0.0117194966","-0.00317880949","-0.00439225108","0.0521793666","-0.0399839498","0.0711717397","0.0311877898","25318.6567","26847.7992"
"0.010763096","0.0097290073","0.00200867899","-0.000275193166","-0.000633776202","0.0145311649","0.0516127536","0.010763096","0.010256723","0.00196834349","-0.000275193166","-0.000633776202","0.0145311649","0.0516127536","0.0361229778","0.0877357314","3208.08145","3247.20653"
"0.00382931725","0.00516153883","0.000988801342","-0.000132485898","-0.000310829973","0.00994962314","0.0199515069","0.00382931725","0.00526654431","0.000979990389","-0.000132485898","-0.000310829973","0.00994962314","0.0199515069","0.0194859647","0.0394374716","2864.13996","2887.05665"
"0.0100135291","0.00221414035","0.00197313447","-0.000147005339","-0.000627461888","0.0702191112","0.0274145032","0.0100135291","0.00226596575","0.00194929909","-0.000147005339","-0.000627461888","0.0702191112","0.0274145032","0.0836454478","0.111059951","2255.74889","2431.89747"
"-0.00105465787","-0.00119899673","0.0220847964","-0.00519640584","-0.00982115103","0.0271146613","0.0328793776","-0.00105465787","-0.00119360377","0.0221346804","-0.00519640584","-0.00982115103","0.0271146613","0.0328793776","0.0319282463","0.0648076239","11812.6822","12205.4524"
"0.000482563428","0.000149365993","0.002449252","-0.000246241617","-0.000793913606","0","0.0549799928","0.000482563428","0.000149449495","0.00244770522","-0.000246241617","-0.000793913606","0","0.0549799928","0.0020410262","0.057021019","5365.57006","5375.22659"
"-0.0103945546","-0.00356454455","0.0251300172","-0.0037540571","-0.0119559015","0","0.165914227","-0.0103945546","-0.00348962775","0.0254857757","-0.0037540571","-0.0119559015","0","0.165914227","-0.00453904048","0.161375186","20062.4489","20107.7118"
