THEIL_Obs,THEIL_NMc,THEIL_NM,THEIL_NSc,THEIL_NS
0.360347063322084,0.349780958536969,0.365872904947988,0.361264076839391,0.370714901389743
0.299522196280193,0.284934626016343,0.300311118109387,0.298307519938628,0.298185146175328
0.0608340215361114,0.0648463325206265,0.0657349807828004,0.0629565569007635,0.0695196059571666
