"HumCap_p","TecExt_p","DiaExt_p","FisExt_p","MktExt_p","RemEff_p","NatEff_p","HumCap2_p","TecExt2_p","DiaExt2_p","FisExt2_p","MktExt2_p","RemEff2_p","NatEff2_p","NIR6_NMp","NIR7_NMp","ynomig_p","ywdp"
"0.00666022134","0.0160919463","0.00597561348","-0.00303432237","-0.0102485859","0.0484371878","-0.0366562564","0.00666022134","0.0165581212","0.00584267985","-0.00303432237","-0.0102485859","0.0484371878","-0.0366562564","0.0638820607","0.0272258044","27433.7666","28601.5077"
"-0.00127199239","-0.00222693427","0.000980246074","-0.000264592046","-0.00147881114","0.0141684807","0.0418207876","-0.00127199239","-0.00220435623","0.000983687926","-0.000264592046","-0.00147881114","0.0141684807","0.0418207876","0.00990639697","0.0517271845","3292.98035","3343.28667"
"-0.000290597779","-0.000767962229","0.000489356643","-0.000125721935","-0.000725269936","0.00960183065","0.0167357692","-0.000290597779","-0.000765988278","0.000489875206","-0.000125721935","-0.000725269936","0.00960183065","0.0167357692","0.00818163542","0.0249174046","2969.11296","2998.44175"
"0.000629493664","0.000282194134","0.000975063178","-0.000143400993","-0.00146407774","0.0688558027","0.0222678852","0.000629493664","0.000282740921","0.000974175034","-0.000143400993","-0.00146407774","0.0688558027","0.0222678852","0.0691350749","0.0914029601","2302.33488","2459.69661"
"-0.00105465787","-0.00239626459","0.0109687822","-0.00490221479","-0.0229160191","0.0256693223","0.0353375888","-0.00105465787","-0.00238366199","0.0110067657","-0.00490221479","-0.0229160191","0.0256693223","0.0353375888","0.00536894821","0.040706537","12639.6142","12748.305"
"0.000482563428","0.000298755325","0.00122406025","-0.000235200075","-0.00185246508","0","0.0557510433","0.000482563428","0.000298964831","0.00122310462","-0.000235200075","-0.00185246508","0","0.0557510433","-8.2286148e-05","0.0556687571","5565.96639","5562.85284"
"-0.0103945546","-0.00711155018","0.0124410408","-0.00363061819","-0.0278971034","0","0.168707664","-0.0103945546","-0.00691760711","0.0126627157","-0.00363061819","-0.0278971034","0","0.168707664","-0.0365927855","0.132114878","21273.9792","20797.5637"
"-0.00426762321","-0.00277868824","0.01699087","-0.0128608278","-0.0440434921","0.0866168145","0.311892305","-0.00426762321","-0.00274150175","0.0171114425","-0.0128608278","-0.0440434921","0.0866168145","0.311892305","0.0396570531","0.351549358","8829.21615","9213.25271"
"0.00496944105","0.00565571079","0.00413370718","-0.00178930296","-0.00678102376","0.00657821187","0.0362145632","0.00496944105","0.00573669871","0.00409024767","-0.00178930296","-0.00678102376","0.00657821187","0.0362145632","0.0127667442","0.0489813074","10753.494","10793.7146"
"-0.0302369139","-0.0180648154","0.0189377456","-0.0256366745","-0.0566126982","0.0589853081","0.916363254","-0.0302369139","-0.016638392","0.0198988968","-0.0256366745","-0.0566126982","0.0589853081","0.916363254","-0.0526280483","0.863735206","10051.5962","9891.86894"
"-0.00234912475","-0.00267356391","0.0062591373","-0.00466734028","-0.0111964524","0.0401135546","0.109304232","-0.00234912475","-0.00265361383","0.0062907337","-0.00466734028","-0.0111964524","0.0401135546","0.109304232","0.0254862106","0.134790442","6574.86308","6769.3343"
"-0.00340225736","-0.00106284918","0.00114029355","-0.000480771048","-0.00173060218","0.00269631919","0.0104729814","-0.00340225736","-0.0010567844","0.00114540792","-0.000480771048","-0.00173060218","0.00269631919","0.0104729814","-0.00283986703","0.00763311436","10884.3249","10879.1285"
"-0.029279245","-0.0202871771","0.0215919019","-0.031544537","-0.0716656966","0.0340081489","0.292097021","-0.029279245","-0.0188195553","0.0227179494","-0.031544537","-0.0716656966","0.0340081489","0.292097021","-0.0971766049","0.194920416","20264.4123","19124.6784"
"0.00218162656","0.0017636618","0.00379602583","-0.000783745327","-0.00620700023","0","-0.00311320624","0.00218162656","0.00177387131","0.00378110827","-0.000783745327","-0.00620700023","0","-0.00311320624","0.000750568636","-0.0023626376","40612.7624","40515.0634"
"5.20522065e-05","2.53949934e-05","0.00218269512","-0.000759514085","-0.00340617524","0.00372342118","0.054067449","5.20522065e-05","2.54006338e-05","0.00218252609","-0.000759514085","-0.00340617524","0.00372342118","0.054067449","0.00181787418","0.0558853232","6646.71234","6658.28151"
"-0.00211722026","-0.00110039644","0.000577443857","-0.00042925101","-0.000860050742","0.00304627987","0.0511589087","-0.00211722026","-0.0010889322","0.000579307847","-0.00042925101","-0.000860050742","0.00304627987","0.0511589087","-0.000883194727","0.050275714","2898.02434","2904.60292"
"0.00148800199","0.00413010186","0.00126388661","-0.000108910451","-0.00190553585","0","0.183663016","0.00148800199","0.00418388542","0.00125682563","-0.000108910451","-0.00190553585","0","0.183663016","0.00486754417","0.188530561","1311.65212","1306.24914"
"0.00352828498","0.0119071153","0.00562018001","-0.00186056517","-0.0096120449","0.00158666068","0.0397133907","0.00352828498","0.0120423945","0.00553474894","-0.00186056517","-0.0096120449","0.00158666068","0.0397133907","0.0111696309","0.0508830216","26713.8474","26688.7336"
"0.0254094196","0.0290227391","0.00873330206","-0.00349495112","-0.0157386365","0.0134823981","-0.000670214154","0.0254094196","0.030808497","0.00828246937","-0.00349495112","-0.0157386365","0.0134823981","-0.000670214154","0.0574142714","0.0567440572","25809.1505","26158.4888"
"0.00595666048","0.0042375155","0.00328084381","-0.00103539642","-0.00524181886","0.00030636818","0.0134258008","0.00595666048","0.00429587423","0.00324773582","-0.00103539642","-0.00524181886","0.00030636818","0.0134258008","0.0075041727","0.0209299735","21626.2704","21624.0629"
"0.00144550876","0.00479249597","0.000544569366","-7.41512296e-05","-0.000802519183","0.00600766177","0.00540027982","0.00144550876","0.00484032759","0.000541193399","-7.41512296e-05","-0.000802519183","0.00600766177","0.00540027982","0.0119135655","0.0173138453","10624.106","10667.5823"
"-0.00109208837","-0.000621690151","0.00222373959","-0.000775445001","-0.00348137194","0.0157898615","0.150782205","-0.00109208837","-0.000618040758","0.00222755713","-0.000775445001","-0.00348137194","0.0157898615","0.150782205","0.0120430056","0.162825211","2641.64633","2678.10872"
"-0.00374276066","-0.00262306222","0.00253989312","-0.000594377101","-0.00403644542","0.00764841915","0.156839559","-0.00374276066","-0.00256285046","0.00255616521","-0.000594377101","-0.00403644542","0.00764841915","0.156839559","-0.000808333124","0.156031225","3330.24514","3352.70243"
"-0.000243128191","-0.000116246758","0.00200675971","-0.000947666353","-0.0031158361","0.00518125846","0.22713138","-0.000243128191","-0.000116120588","0.00200748115","-0.000947666353","-0.0031158361","0.00518125846","0.22713138","0.00276514076","0.22989652","1953.04289","1959.06224"
"-0.0026787532","-0.00105379596","0.00488486002","-0.00201522697","-0.00834337637","0.015880547","0.0653046885","-0.0026787532","-0.00105182632","0.00490316131","-0.00201522697","-0.00834337637","0.015880547","0.0653046885","0.00667425457","0.0719789431","11663.4947","11760.5039"
"0.00577502345","0.00324131929","0.0109041474","-0.00537630539","-0.0223475044","0.291374017","0.616429303","0.00577502345","0.00334234751","0.0108067104","-0.00537630539","-0.0223475044","0.291374017","0.616429303","0.283570697","0.9","1328.84615","1684.81678"
"-0.00645929765","-0.00731920998","0.0239890487","-0.0356075497","-0.0814558263","0.131508242","0.875344593","-0.00645929765","-0.00703360312","0.0243241999","-0.0356075497","-0.0814558263","0.131508242","0.875344593","0.0246554069","0.9","5903.62259","6131.84967"
"0.000901499116","0.000614441902","0.00431418331","-0.00246447029","-0.00719127122","0.0165552519","0.0693676363","0.000901499116","0.000615528898","0.00430765317","-0.00246447029","-0.00719127122","0.0165552519","0.0693676363","0.0127296348","0.082097271","13000.3251","13150.9616"
"0.0181582041","0.0121300362","0.0135112266","-0.0237758168","-0.0293438176","0","0.909320167","0.0181582041","0.0127934113","0.0131140258","-0.0237758168","-0.0293438176","0","0.909320167","-0.0093201675","0.9","4505.18481","4349.78294"
"0.00665208425","0.00552957388","0.0150634876","-0.0139117232","-0.0354093721","0.0480529528","0.0342983307","0.00665208425","0.00556515442","0.0148821978","-0.0139117232","-0.0354093721","0.0480529528","0.0342983307","0.0259770032","0.0602753339","21057.0926","21433.7105"
"0.0117319414","0.059753653","0.00497648336","-0.00145926011","-0.00783773445","0.0100457074","0.0226592717","0.0117319414","0.0667377103","0.00464447062","-0.00145926011","-0.00783773445","0.0100457074","0.0226592717","0.0772107906","0.0998700624","14660.4138","14441.2779"
"0.00606037126","0.016473841","0.00625116736","-0.002451922","-0.0108182064","0.0084577009","0.0224341055","0.00606037126","0.0170151492","0.00611340656","-0.002451922","-0.0108182064","0.0084577009","0.0224341055","0.0239729521","0.0464070575","23497.5887","23532.7656"
"-0.000314027189","-0.000428512189","0.00240076574","-0.000906382424","-0.00377557018","0.0337288767","0.15794572","-0.000314027189","-0.000427619002","0.00240254972","-0.000906382424","-0.00377557018","0.0337288767","0.15794572","0.0307051504","0.18865087","2486.50379","2565.11984"
"0.0157005749","0.0268474861","0.00571250527","-0.00401377432","-0.00949883183","0.00910717359","0.00452258062","0.0157005749","0.0284170784","0.00547936875","-0.00401377432","-0.00949883183","0.00910717359","0.00452258062","0.0438551336","0.0483777143","30954.9608","31084.0625"
"0.00360552388","0.00348612115","0.0143821623","-0.00385110376","-0.0332732449","0.0946559541","0.55690813","0.00360552388","0.00352231119","0.0142808873","-0.00385110376","-0.0332732449","0.0946559541","0.55690813","0.0790054128","0.635913543","8469.86984","9067.26335"
"0.00474238753","0.00226234477","0.0084947977","-0.00368293729","-0.0161115103","0.00148932713","0.234192734","0.00474238753","0.00228648074","0.00843570782","-0.00368293729","-0.0161115103","0.00148932713","0.234192734","-0.0028055905","0.231387144","6178.08123","6131.83495"
"0.00159684015","0.00115403358","0.0102722968","-0.00497536094","-0.0207853357","0.0492176465","0.293283247","0.00159684015","0.0011574594","0.0102441165","-0.00497536094","-0.0207853357","0.0492176465","0.293283247","0.0364801204","0.329763367","7483.73435","7736.91279"
"0.00515159562","0.00300858549","0.00156882437","-0.000428925465","-0.00238142909","0.042567942","0.00206652816","0.00515159562","0.00304166006","0.0015561261","-0.000428925465","-0.00238142909","0.042567942","0.00206652816","0.0494865929","0.0515531211","7880.28756","8224.74707"
"0.00353747821","0.00360476427","0.00505450844","-0.00117112615","-0.00857173819","0","0.897546113","0.00353747821","0.00369301111","0.00501866393","-0.00117112615","-0.00857173819","0","0.897546113","0.00245388659","0.9","1267.24165","1257.94552"
"0.00615779168","0.0104151778","0.00270735557","-0.000647922761","-0.00421970549","0.0110108137","0.000548207858","0.00615779168","0.0106664906","0.00266321814","-0.000647922761","-0.00421970549","0.0110108137","0.000548207858","0.0254235105","0.0259717183","20714.0006","20913.8286"
"0.00806988134","0.00896168335","0.00727214885","-0.00363769836","-0.0130893125","0.0170034428","0.00407596593","0.00806988134","0.00906997911","0.00715036691","-0.00363769836","-0.0130893125","0.0170034428","0.00407596593","0.0245801455","0.0286561114","23149.2759","23449.9541"
"0.0022974929","0.00193430879","0.00127819002","-0.000413918321","-0.00193072094","0.00629176584","0.126444321","0.0022974929","0.00196413392","0.00127280377","-0.000413918321","-0.00193072094","0.00629176584","0.126444321","0.00945711828","0.135901439","2355.62373","2364.87104"
"-0.0105861717","-0.0124729879","0.00729247054","-0.00473088096","-0.0138064114","0.00743608975","-0.0179213085","-0.0105861717","-0.0123425098","0.0074645979","-0.00473088096","-0.0138064114","0.00743608975","-0.0179213085","-0.0268678917","-0.0447892002","30568.3963","30178.4063"
"0.00569122074","0.00272669918","0.0211957985","-0.0190934583","-0.0622890171","0.0735385639","0.878230193","0.00569122074","0.00275503206","0.0210188633","-0.0190934583","-0.0622890171","0.0735385639","0.878230193","0.021769807","0.9","5922.98821","6011.84519"
"0.00857976312","0.0136306084","0.00391974779","-0.0012528946","-0.00630551354","0.0160933679","-0.00544902177","0.00857976312","0.0140253979","0.00383458033","-0.0012528946","-0.00630551354","0.0160933679","-0.00544902177","0.0346650791","0.0292160574","27203.6074","27608.701"
"-0.00503530328","-0.00240280295","0.0212599697","-0.0600649801","-0.0644132503","0.0501293765","0.96052699","-0.00503530328","-0.00238439355","0.0214192887","-0.0600649801","-0.0644132503","0.0501293765","0.96052699","-0.0605269903","0.9","9818.87385","9291.21237"
"0.00582234262","0.00598895797","0.00312867021","-0.000788545066","-0.00496616337","0.0040387303","0.0698744132","0.00582234262","0.00616221799","0.00309214792","-0.000788545066","-0.00496616337","0.0040387303","0.0698744132","0.0132239927","0.0830984059","7966.08249","7961.91862"
"0.0332631665","0.0397478159","0.00868543512","-0.0041785878","-0.0152858695","0.00394987788","0.0287711513","0.0332631665","0.0427228074","0.00809445128","-0.0041785878","-0.0152858695","0.00394987788","0.0287711513","0.066181838","0.0949529893","25405.87","25629.5099"
"-0.00804227067","-0.0083969178","0.00645584459","-0.00200292534","-0.0117868744","0.0626640261","0.0442483791","-0.00804227067","-0.00838727122","0.00656374727","-0.00200292534","-0.0117868744","0.0626640261","0.0442483791","0.0388908825","0.0831392616","7308.83775","7650.8255"
"0.00431944674","0.00353253357","0.0037787246","-0.00164458666","-0.00614852472","0.0245375838","0.213756642","0.00431944674","0.00360432213","0.00374928528","-0.00164458666","-0.00614852472","0.0245375838","0.213756642","0.0283751774","0.242131819","3944.3518","4022.15134"
"0.00266912098","0.00224899955","0.00184330058","-0.000362479008","-0.00283160805","0.00955126492","0.216900666","0.00266912098","0.00228931472","0.00183427938","-0.000362479008","-0.00283160805","0.00955126492","0.216900666","0.013118599","0.230019265","1612.01413","1622.7671"
"-0.00401631464","-0.00243468007","0.00696953675","-0.00170846376","-0.0127841373","0.0518240445","0.694182598","-0.00401631464","-0.00238328339","0.00701478912","-0.00170846376","-0.0127841373","0.0518240445","0.694182598","0.0378499854","0.732032584","2495.45835","2605.60885"
"-0.000309284211","-0.000699352315","0.00649722803","-0.00114159574","-0.0116563604","0.0540166132","0.564677475","-0.000309284211","-0.000697497813","0.00650378799","-0.00114159574","-0.0116563604","0.0540166132","0.564677475","0.0467072485","0.611384724","1480.98933","1551.72474"
"-0.0107415086","-0.00869211852","0.00646563163","-0.00140869114","-0.0118524106","0","-0.0305182218","-0.0107415086","-0.00824091083","0.00659377255","-0.00140869114","-0.0118524106","0","-0.0305182218","-0.0262290972","-0.0567473191","36239.5573","36053.5055"
"0.00229475629","0.00513807942","0.00784566256","-0.0027158497","-0.0145584209","0.00968843131","0.0440063197","0.00229475629","0.00519793964","0.00778777729","-0.0027158497","-0.0145584209","0.00968843131","0.0440063197","0.00769265903","0.0516989787","17067.1843","17066.9553"
"-0.0585558806","-0.0344429619","0.0255627055","-0.0343561791","-0.109222275","0.0537443785","1.05727021","-0.0585558806","-0.0300448331","0.0281837628","-0.0343561791","-0.109222275","0.0537443785","1.05727021","-0.157270213","0.9","11273.3201","10314.6334"
"-0.00596857633","-0.00227447469","0.0113966154","-0.00365721071","-0.0243220881","0.0737563541","0.232428705","-0.00596857633","-0.00221694661","0.0114913391","-0.00365721071","-0.0243220881","0.0737563541","0.232428705","0.0489306196","0.281359325","11399.4262","12019.5886"
"-0.0545612071","-0.0252045833","0.0263592965","-0.0428825079","-0.112983175","0.196496355","0.912775822","-0.0545612071","-0.0221830052","0.0286441172","-0.0428825079","-0.112983175","0.196496355","0.912775822","-0.0127758223","0.9","5738.91705","5938.06184"
"-0.0103102206","-0.00335474043","0.0123647171","-0.00915592484","-0.0274980505","0.156911245","0.690926204","-0.0103102206","-0.00322310203","0.0125360214","-0.00915592484","-0.0274980505","0.156911245","0.690926204","0.118957025","0.809883229","5595.44342","6298.02048"
"-0.000296784489","-0.000166034888","0.0132205777","-0.00735357721","-0.0297112281","0.0671938865","0.128555546","-0.000296784489","-0.000165943828","0.0132266993","-0.00735357721","-0.0297112281","0.0671938865","0.128555546","0.0428868395","0.171442386","10106.3997","10529.3637"
"-0.00690810063","-0.00499950735","0.0129273629","-0.0047390407","-0.0292435805","0.229715588","0.703247278","-0.00690810063","-0.00478646251","0.0130831519","-0.0047390407","-0.0292435805","0.229715588","0.703247278","0.196752722","0.9","1556.56467","1875.84386"
"0.0132948198","0.0270030659","0.00599069113","-0.00237102675","-0.0100736518","0.0234462941","0.0783440773","0.0132948198","0.0287860311","0.0057586305","-0.00237102675","-0.0100736518","0.0234462941","0.0783440773","0.0572901924","0.13563427","10240.0176","10368.8937"
"-0.000869817576","-0.000458333679","0.000378257103","-7.34008083e-05","-0.000558841226","0.00673576186","0.000968373126","-0.000869817576","-0.00045690794","0.000378760154","-7.34008083e-05","-0.000558841226","0.00673576186","0.000968373126","0.00515362567","0.0061219988","8310.19819","8362.30674"
"0.0014447065","0.000680386132","0.00082905269","-0.000195788469","-0.00123768152","0.0162227521","0.0224767756","0.0014447065","0.000683208341","0.000827294612","-0.000195788469","-0.00123768152","0.0162227521","0.0224767756","0.0177434274","0.040220203","5854.71567","5949.25716"
"-0.00717434154","-0.00897406265","0.0169820793","-0.0159920403","-0.0446647217","0.00582158484","-0.0338630582","-0.00717434154","-0.0089099757","0.0172608139","-0.0159920403","-0.0446647217","0.00582158484","-0.0338630582","-0.054001502","-0.0878645602","34417.0597","32960.1566"
"-0.00441651653","-0.00211275999","0.0026306154","-0.000748408867","-0.00419341648","0.00248359764","0.0417062108","-0.00441651653","-0.00209517086","0.0026479043","-0.000748408867","-0.00419341648","0.00248359764","0.0417062108","-0.00635688882","0.035349322","11233.7102","11208.44"
"0.00689773278","0.00348659686","0.0051798408","-0.00161456646","-0.00878661284","0.00618717248","0.498981675","0.00689773278","0.00352342937","0.00512660445","-0.00161456646","-0.00878661284","0.00618717248","0.498981675","0.0113501636","0.510331838","2337.13012","2348.93579"
"0.0136678671","0.0115445775","0.0122171518","-0.00993242743","-0.0255909597","0.0251598302","0.045622089","0.0136678671","0.0117029324","0.0119167026","-0.00993242743","-0.0255909597","0.0251598302","0.045622089","0.0270660393","0.0726881283","26339.7707","26642.63"
"0.0297421495","0.0482821325","0.00621911256","-0.00174451924","-0.0100951672","0.0390891223","0.0246313545","0.0297421495","0.0519641589","0.00576899117","-0.00174451924","-0.0100951672","0.0390891223","0.0246313545","0.11149283","0.136124185","22733.26","23827.8315"
"0.00519529183","0.0107764835","0.00598304844","-0.00204174884","-0.0103453589","0.00738051753","0.00977306667","0.00519529183","0.0110651476","0.0058889908","-0.00204174884","-0.0103453589","0.00738051753","0.00977306667","0.0169482336","0.0267213003","22880.7939","22855.0136"
"-0.000493516513","-0.000205923473","0.0250642052","-0.0432348833","-0.0864112506","0.227249781","0.778031587","-0.000493516513","-0.000205820662","0.0250817484","-0.0432348833","-0.0864112506","0.227249781","0.778031587","0.121968413","0.9","6821.31563","7582.68231"
"0.00256913494","0.00172403302","0.00391070458","-0.00160761871","-0.00641533955","0.0958209779","-0.0192316853","0.00256913494","0.00172945202","0.00389398704","-0.00160761871","-0.00641533955","0.0958209779","-0.0192316853","0.0960018922","0.0767702069","13240.5196","14469.8996"
"0.0023152884","0.00333980396","0.0008946951","-0.000222927952","-0.00133356587","0.000707741545","0.0063107279","0.0023152884","0.00335531885","0.000889663968","-0.000222927952","-0.00133356587","0.000707741545","0.0063107279","0.00570103518","0.0120117631","28343.9465","28390.0079"
"-0.00278608145","-0.00194543578","0.00902183429","-0.00280041973","-0.0176791232","0.00116680909","0.0173991649","-0.00278608145","-0.00193925857","0.00906472419","-0.00280041973","-0.0176791232","0.00116680909","0.0173991649","-0.0150224168","0.00237674806","17651.3458","17438.6065"
"-0.00365448268","-0.0026034066","0.00230104657","-0.000985516586","-0.00362888911","0.0194583715","0.161609169","-0.00365448268","-0.00254471572","0.00231553695","-0.000985516586","-0.00362888911","0.0194583715","0.161609169","0.0108871231","0.172496292","2874.57926","2927.24326"
"0.00240351332","0.00203514529","0.000539832547","-0.000233063278","-0.000796871487","0.102841484","-0.0619288731","0.00240351332","0.00205000307","0.000537447003","-0.000233063278","-0.000796871487","0.102841484","-0.0619288731","0.10679004","0.0448611672","3142.86534","3466.24276"
"-0.00294297522","-0.00357432307","0.00501553896","-0.000652219699","-0.00863087333","0.0137129033","0.230519293","-0.00294297522","-0.00349948738","0.00504844116","-0.000652219699","-0.00863087333","0.0137129033","0.230519293","0.00292805099","0.233447344","5194.58227","5257.41429"
"0.00378556619","0.0029356757","0.00357959713","-0.0011354625","-0.00579525024","7.3321977e-05","0.0303954168","0.00378556619","0.00295910288","0.00355569842","-0.0011354625","-0.00579525024","7.3321977e-05","0.0303954168","0.00344344826","0.0338388651","20517.4872","20488.304"
"-0.00264684742","-0.0014758721","0.0102713676","-0.00200769753","-0.0209761812","0.00827726169","0.908557969","-0.00264684742","-0.00145827704","0.0103138888","-0.00200769753","-0.0209761812","0.00827726169","0.908557969","-0.00855796896","0.9","3956.96665","3939.16715"
"-0.00563167349","-0.00314270422","0.013316288","-0.00289268848","-0.0303943475","0.335467994","0.103650288","-0.00563167349","-0.00311877009","0.0134341644","-0.00289268848","-0.0303943475","0.335467994","0.103650288","0.306722869","0.410373157","8458.36462","11018.4916"
"-0.00697546163","-0.0181005715","0.00534600319","-0.000933195633","-0.00950728001","0.0993161774","0.830854328","-0.00697546163","-0.0170016795","0.00548350782","-0.000933195633","-0.00950728001","0.0993161774","0.830854328","0.0691456719","0.9","1992.63423","2208.22816"
"0.00706228854","0.00456352635","0.00392963164","-0.000736531889","-0.00639772112","0","0.147752923","0.00706228854","0.00465508059","0.00388447149","-0.000736531889","-0.00639772112","0","0.147752923","0.00842119351","0.156174117","5413.85591","5408.78048"
"-0.0214348787","-0.00925874528","0.0197557","-0.013839898","-0.0590106379","0.0259262004","0.588139173","-0.0214348787","-0.00903614892","0.0203812752","-0.013839898","-0.0590106379","0.0259262004","0.588139173","-0.0578622595","0.530276914","11639.4569","11179.3534"
"-0.0134999365","-0.00586822918","0.00498014853","-0.000744870096","-0.00869069693","0.0447733396","0.0457605563","-0.0134999365","-0.00564642207","0.00507850995","-0.000744870096","-0.00869069693","0.0447733396","0.0457605563","0.0209497554","0.0667103117","7710.8441","7975.93447"
"-1.15950897e-05","-5.98899852e-06","0.000151765292","-0.000154497164","-0.000222364354","0.188473264","-0.154859863","-1.15950897e-05","-5.98865711e-06","0.000151767961","-0.000154497164","-0.000222364354","0.188473264","-0.154859863","0.188230583","0.0333707202","1288.74157","1531.29039"
"-0.0196422405","-0.0178525767","0.0106120773","-0.00688623289","-0.022969543","0.0494084871","-0.0264603349","-0.0196422405","-0.0177297164","0.0110254755","-0.00688623289","-0.022969543","0.0494084871","-0.0264603349","-0.00733002872","-0.0337903636","16957.2867","17156.9685"
"0.0300588885","0.0602090662","0.0102400681","-0.00269313657","-0.0185194774","0.0690015494","-0.0918532641","0.0300588885","0.0680452997","0.00939224897","-0.00269313657","-0.0185194774","0.0690015494","-0.0918532641","0.148296958","0.0564436941","54894.6198","58027.0467"
"0.00418413522","0.00411972788","0.00852544085","-0.00380260277","-0.0161592637","0.0554280829","0.0231557059","0.00418413522","0.00414601862","0.00845522978","-0.00380260277","-0.0161592637","0.0554280829","0.0231557059","0.0522955204","0.0754512263","17370.3218","18169.2301"
"0.00063383678","0.000375301964","0.0126247224","-0.00814304503","-0.0277369786","0.0655239539","0.282082665","0.00063383678","0.000376300938","0.0126119951","-0.00814304503","-0.0277369786","0.0655239539","0.282082665","0.0432777914","0.325360456","6415.97828","6679.49559"
"0.0305557543","0.026813305","0.0109201188","-0.00886810517","-0.0210138686","0.198499947","0.387296619","0.0305557543","0.0292922928","0.0103276322","-0.00886810517","-0.0210138686","0.198499947","0.387296619","0.236907151","0.624203771","3902.47928","4610.69578"
"0.00261239743","0.00305978691","0.00204188675","-0.0003774702","-0.00315362397","0.0233308855","0.174757406","0.00261239743","0.0031191943","0.00203037011","-0.0003774702","-0.00315362397","0.0233308855","0.174757406","0.0275138624","0.202271268","1912.42821","1949.18812"
"-0.000595498708","-0.000742791894","0.000719821836","-0.000238423301","-0.00107478705","0.00154987341","-0.000119099524","-0.000595498708","-0.000740514459","0.000720786458","-0.000238423301","-0.00107478705","0.00154987341","-0.000119099524","-0.000381805708","-0.000500905232","20487.1269","20512.214"
"0.00735435774","0.00282138259","0.0139820574","-0.00898114548","-0.0317598823","0.0280313311","0.2976486","0.00735435774","0.00285107827","0.0138412128","-0.00898114548","-0.0317598823","0.0280313311","0.2976486","0.0114481011","0.309096701","14099.5676","14177.2261"
"-0.00108310195","-0.000850310915","0.0153159601","-0.00746969831","-0.0371096332","0.0519443978","0.550151985","-0.00108310195","-0.000847645027","0.0153456295","-0.00746969831","-0.0371096332","0.0519443978","0.550151985","0.0207476135","0.570899598","5012.50171","5120.09446"
"-0.00158524167","-0.00719646111","0.00225677306","-0.000603866188","-0.00356378467","0.0369761234","0.0719940226","-0.00158524167","-0.00708320836","0.00227676695","-0.000603866188","-0.00356378467","0.0369761234","0.0719940226","0.0262835428","0.0982775654","3315.57575","3449.01141"
