AVG_NIR6_NM,AVG_NIR7_NM,AVG_NIR6_NS,AVG_NIR7_NS
0.0353849841484348,0.0951230780283592,0.0115120121888156,0.0876369327035264
0.0671763445109581,0.291583539894328,0.00721367771752476,0.258636949793611
0.0649029060395821,0.162545484816533,0.0170776293735839,0.146957448870364
0.0150000011279701,0.0534671001089232,0.00455394731810762,0.0521317539648566
0.0243009444054565,0.0346140581924614,0.0180617911246714,0.0374102466370804
