THEIL_Obs,THEIL_NMc,THEIL_NM,THEIL_NSc,THEIL_NS
0.364961207393169,0.352822854212914,0.368062883748532,0.364276862779749,0.37268200112546
0.304451451549061,0.288523807636536,0.303897979261928,0.301863982565507,0.301757312632466
0.0605184770055524,0.0642990465763774,0.0632204669453224,0.0624128802142417,0.0668778154283111
