iso,mH,mL,mi,ywd,ypwdSC,w,wH,wL,wHd,wLd,wHdd,wLdd,wHGEd,wLGEd,wHSCd,wLSCd,wHGE4d,wLGE4d,wHSC4d,wLSC4d,ywdPESC,ywdSC,ypnd,LhNM,LlNM,LNM,LhNS,LlNS,LNS,LhPESC,LlPESC,LPESC,LhSC,LlSC,LSC,Lh,Ll,L,wHGE,wLGE,wHGE4,wLGE4,rpc,Nh,N,thetH,thetHNew,TFP,TFPNew,LiT,LiTNew,lic,lmic,umic,hic
"CIV",0.114503638124379,0.0105211774753635,0.0149201654491806,2553.27466908646,2502.44425594592,2825.17154754176,11798.7702390042,2470.42969562707,10663.2466987124,2232.67347042767,10704.8132197598,2274.23999147513,11031.4558124402,2220.8140474545,10879.5005286675,2207.49435428917,11022.2012448842,2218.97035959552,11112.3161363485,2254.74935397552,2516.17641074671,2502.44425594592,2973.38839821706,266915.573851733,7812418.42614827,8079334,262801.755484741,7692010.05151421,7954811.80699895,276490.587984719,7710572.44069404,7987063.02867876,284852.628326798,7794481.3716732,8079334,302660,7656129,7958789,12196.3145604001,2455.31933077825,12196.224270179,2455.32263050155,41.5665210474549,341797,8079334,0.487072218946506,0.483428265775595,7898.59747480569,7863.52555105715,0.357680152274282,0.355019609577009,0,1,0,0
"CMR",0.216861999277961,0.00952018958252196,0.017299051820073,3230.5904553731,3141.43619086743,3502.24990886226,15029.9262999973,3146.97002557033,13864.0981407024,2902.86861089689,13889.4668519994,2928.23732219384,14762.1644365918,2879.13722759967,14450.1475250306,2858.57303783282,14753.6935873223,2877.10810031467,14643.9413721349,2896.60628531212,3160.37700453738,3141.43619086743,3764.25788540369,166157.118053703,6995564.8819463,7161722,162956.632448031,6860817.69223549,7023774.32468352,177798.618796011,6887772.05792055,7065570.67671656,186525.59085848,6975196.40914152,7161722,210419,6827412,7037831,15993.57580652,3119.30541789983,15995.418897224,3119.25613777653,25.3687112969538,268687,7161722,0.456064386408979,0.449609982872331,9271.72128381672,9224.50230727168,0.377734597671227,0.375096770237987,0,1,0,0
"COG",0.0608243279646868,0.0107806724371442,0.0133535833048765,1894.12143130028,1867.18914506315,2123.37727499983,8559.48773327254,1792.18787595001,7635.34080703801,1598.68974050017,7645.4285951203,1608.77752858246,7766.40416256179,1594.02624531892,7705.95011753429,1587.93868797906,7758.1802010447,1592.49044082494,7771.61560678417,1601.59255372706,1877.30837737672,1867.18914506315,2327.68959596017,200706.291519973,4203579.70848003,4404286,198000.11317872,4146901.68271175,4344901.79589047,203397.613330623,4152485.19135478,4355882.8046854,207514.159482345,4196771.84051766,4404286,212666,4132807,4345473,8697.87534510256,1785.20732225613,8697.20573624341,1785.2404349915,10.0877880822873,226439,4404286,0.520016438080848,0.518147668771802,6244.465132801,6219.46913437273,0.340041497524925,0.337974367528785,0,1,0,0
"COL",0.0536979945516938,0.0320626529735017,0.0357573272878713,11170.1149867834,11005.8228311614,12458.1651583534,35718.505900363,7775.03578443604,32025.5682110326,6971.17453771058,32209.2582916973,7154.86461837537,32035.0402908136,6997.76055438844,31810.902489461,6943.92234822825,31970.2007721047,6982.48942685429,32576.5280833785,7110.14663618111,11211.2147698342,11005.8228311614,12121.8406528325,4022037.23268466,19806253.7673153,23828291,3877939.297983,19096653.1105003,22974592.4084833,3877853.8307868,19073041.1961772,22950895.026964,4016849.35569016,19811441.6443098,23828291,3850659,19125596,22976255,35653.4760533711,7788.17463902671,35656.4089566848,7787.58007540827,183.690080664787,4069165,23828291,0.673346316666561,0.673534875852587,37853.9605245772,37485.4647756829,0.329111273581658,0.329886753332662,0,0,1,0
"COM",0.288349917081269,0.0858865230613955,0.09577501864626,1266.71224620265,1181.97098688266,1414.1035712352,5897.72530600521,1234.86729824629,5283.00827592882,1106.15768246553,5661.73590005034,1484.88530658706,5809.71296946995,1094.44226527636,5439.24887439351,1046.54190842321,5786.9732745413,1087.84228363246,7046.32109196689,1353.44666528618,1218.2116710932,1181.97098688266,3497.1002746446,7438.45877229652,288870.541227703,296309,6706.40875277417,260441.57605925,267147.984812024,8023.5101453384,261837.863713031,269861.373858369,9287.86052502475,287021.139474975,296309,10299,257631,267930,6449.74762021061,1215.01293317218,6461.4673182419,1214.63449537875,378.72762412153,14472,296309,0.488467660390148,0.477485015280075,3962.68859309834,3878.40994692286,0.356854579413101,0.349952965123413,1,0,0,0
"CPV",0.626247074762901,0.334839192031826,0.349096398247628,5126.56650649902,4673.83066200898,6237.94309953346,22214.9667877755,5776.12354759578,18257.0605181884,4747.02655090256,18974.9585661266,5464.92459884082,21942.1463118784,4859.020445379,20555.7320674456,4700.52974497429,21351.0949081226,4662.79450917505,24018.295754277,5431.51833238619,4877.43566949195,4673.83066200898,12394.5910324851,4974.47988411942,326919.520115881,331894,3187.24806297845,209463.829689121,212651.0777521,3880.2418394493,210291.707304568,214171.949144018,6815.87798041361,325078.122019586,331894,6069,209962,216031,25696.5171235194,5690.41425134513,26025.4563096878,5683.61272814265,717.898047938251,16238,331894,0.395360858185819,0.380129416278212,14218.8229870724,13551.544056222,0.438710229757058,0.437907055988318,0,1,0,0
"CRI",0.0560368914510647,0.02606047439873,0.0308197337898762,12343.9834711375,12154.8567293982,14383.7220900573,30468.569360838,11441.4474138446,26147.8575729276,9818.94928712602,26361.5445497923,10032.6362639907,26248.4298910497,9838.646223921,26047.5396699382,9766.93057906392,26179.2880600849,9813.35018269107,26680.3599935766,10004.7222944824,12330.5352164681,12154.8567293982,13432.2706228659,406053.897275284,2231412.10272472,2637466,393488.057747717,2162358.29831392,2555846.35606163,393710.152087466,2162869.09863582,2556579.25072329,406583.052670638,2230882.94732936,2637466,395277,2160903,2556180,30506.1980605095,11434.576909934,30504.900721202,11434.8133676638,213.686976864702,418742,2637466,0.532480644215472,0.532350958918282,35199.4033982527,34898.0980286068,0.408635394393397,0.408354756453641,0,0,1,0
"CUB",0.310627120560427,0.100247826537235,0.125759218093533,3888.84501867826,3592.6031921298,5476.12001120568,13749.0234417223,4601.41446733899,9763.81474723386,3267.67632805139,9763.81474723386,3267.67632805139,11217.4270653779,3249.14734669685,10678.7413095648,3183.79347253927,10946.9168362912,3152.39520910322,10860.9433446939,3223.07580878193,3632.3733249956,3592.6031921298,9359.46462604537,440677.771159666,8384520.22884033,8825198,382351.23802738,7274775.12951402,7657126.3675414,533147.614113934,7252802.04407828,7785949.65819221,647649.942727077,8177548.05727292,8825198,737751,6977597,7715348,15372.9758526572,4452.80931281127,15443.4326371617,4447.2616158095,0,1070177,8825198,0.492794824079824,0.47533997376096,13592.2939888774,13242.6866730813,0.402884164783869,0.38144483739367,0,1,0,0
"CYP",0.176621142058285,0.14064936270759,0.151754451974451,19387.2702019446,18443.5763796865,23186.3655429403,37702.0142290688,16975.2468465084,31524.5239993671,14193.8458077218,32501.7756091569,15171.0974175116,32170.3653975939,14332.1571400096,31480.6437354399,14054.5960394219,31673.5969651482,14130.4511459391,33617.471598382,15025.2694520476,19244.1024937647,18443.5763796865,21159.3040879643,264188.950193034,639455.049806966,903644,224009.675625978,542203.29116713,766212.966793108,225512.148139505,541908.451188543,767420.599328048,266795.090664938,636848.909335062,903644,229698,536814,766512,37907.6726422756,16888.173771311,37880.5623753836,16899.5468564886,977.251609789792,278970,903644,0.592307853101975,0.591460820743069,52364.8304333197,50840.338381202,0.442785078287712,0.440196797900348,0,0,0,1
"CZE",0.0714022225840336,0.0270012114786144,0.0335902905019854,13527.1731162848,13193.135563704,15476.7903957465,17127.8070142811,15197.7027259864,14970.2105320347,13283.2422283597,15116.3394400237,13429.3711363487,15596.0303654723,13206.2787966023,15268.6279300599,13050.5342206968,15575.1439749597,13185.5842773874,15544.0310438841,13283.5045326023,13406.9717632208,13193.135563704,13911.7013791732,834934.725149241,7732511.27485076,8567446,854181.990997913,7853462.17173909,8707644.16273701,1150801.90753115,7564283.49275575,8715085.4002869,1142971.34802427,7424474.65197573,8567446,1259264,7449520,8708784,17816.59438332,15086.5897999922,17820.0341717041,15086.060377656,146.128907989038,1271403,8567446,0.31664109377754,0.307177992428295,27336.8167025775,27084.6447829273,0.566151888280658,0.568776174811463,0,0,0,1
"DEU",0.0658968862504287,0.0388953576783204,0.0463637417271677,22189.4452792729,21620.3847078821,25305.6310107696,30166.2512861059,23585.8146809125,26451.5191069123,20681.4105527126,26648.1277309982,20878.0191767985,26817.7657323539,20629.4511832107,26468.04244555,20426.7745334051,26893.4986339105,20528.6530723283,27012.5176156473,20718.6517918449,22031.1132482145,21620.3847078821,22812.516357862,15434288.4233939,48707277.5766061,64141566,15578624.0475306,51650300.9794402,67228925.0269708,16859200.6832661,50428072.3958026,67287273.0790688,16363888.0961628,47777677.9038372,64141566,17568486,49652825,67221311,30506.83466852,23467.2516282464,30670.3822931559,23411.6671193527,196.60862408596,17740990,64141566,0.43207358615185,0.428160380711946,50342.8086515911,49732.8753747042,0.502666253404791,0.500318467666244,0,0,0,1
"DJI",0.240269527440383,0.00954019968451035,0.0161810150580274,2347.2256975884,2282.18423992443,2733.66938735546,10218.2492134655,2563.53506721263,8773.75195740523,2201.14232330469,8857.30348228583,2284.69384818528,9608.1919011537,2186.23032219514,9298.69856766739,2157.53634309704,9600.50220176595,2183.8386377062,9730.88813762185,2257.28455331871,2293.92931291783,2282.18423992443,2799.35073387945,5945.7966378611,385933.203362139,391879,5838.04213739765,378939.011990723,384777.05412812,6792.58705720679,379904.890436156,386697.477493363,7193.06132657007,384685.93867343,391879,8569,376969,385538,11179.3167050441,2543.72117183206,11182.3535364746,2543.66440423834,83.5515248805978,11279,391879,0.375376888392554,0.366301929037596,6024.69248454963,5995.84723282188,0.453744219205541,0.45426549270666,0,1,0,0
"DNK",0.0818758472154694,0.0285169028299706,0.0407092792539506,28406.8578470709,27575.8395121804,35792.6715194277,47606.3291139633,32341.2634637786,37782.7685487851,25667.647448768,38062.0281109942,25946.9070109771,39064.9892401876,25465.3973409936,38312.5300144171,25181.9071194776,39002.0085258088,25325.4265931204,39065.8847061735,25597.119070422,27957.4318952234,27575.8395121804,28553.1622657375,719703.226030703,2986650.7739693,3706354,731009.190543176,3086371.48724233,3817380.6777855,794620.004792624,3033934.83571246,3828554.84050509,785666.08095385,2920687.91904615,3706354,862794,2953275,3816069,49009.4455318399,31947.916234063,49144.9487782333,31911.60762611,279.259562209134,846892,3706354,0.443093832193725,0.437921870531239,72919.1331262297,72126.551688665,0.49085432018874,0.485862654843393,0,0,0,1
"DOM",0.184339268945468,0.135453651745718,0.142599621029907,8081.95745795046,7640.86629482158,8650.45793175408,16144.7199224125,7439.96430075299,15083.7031533896,6951.0164018754,15859.6098319234,7726.92308040919,15252.1572303193,6961.78357623484,14870.2672503076,6800.45915665522,15184.1706732031,6935.09561503741,16539.8332993219,7567.77648289564,8045.92894742188,7640.86629482158,13243.9846364583,790873.856560413,5044415.14343959,5835289,677808.849855446,4323254.83793169,5001063.68778714,681080.573209854,4324602.72543667,5005683.29864652,798198.975758025,5037090.02424198,5835289,695748,4307431,5003179,16259.5325873253,7421.59585784227,16251.9721844226,7422.79466278701,775.906678533788,852987,5835289,0.465846341753061,0.465105165210871,19308.2306887925,18768.3457416803,0.448019193015716,0.446966063321991,0,0,1,0
"DZA",0.133687013736631,0.0609358034089756,0.0690493300069499,5851.86959458759,5565.11886287654,6604.38368538964,19428.1529543488,5119.40877389739,17214.4779843819,4536.09511096532,17223.5332739595,4545.15040054293,17791.5196650935,4497.36445364767,17442.7761248236,4445.99833807017,17720.9425236289,4479.61261721503,17647.9858851529,4498.37565806756,5707.13858510312,5565.11886287654,7193.71235335952,1816125.04914926,18783567.9508507,20599693,1689633.60559415,17475309.6751699,19164943.2807641,1825999.15640225,17469573.2777409,19295572.4341431,1983811.95506345,18615881.0449365,20599693,1990238,17187060,19177298,20000.7072488705,5055.80588516921,20000.428508636,5055.83558986939,9.05528957760956,2297366,20599693,0.563587072552769,0.559145661116557,18673.5239729846,18362.4173073865,0.35367634384085,0.344563431892765,0,1,0,0
"ECU",0.0936961828750759,0.0881148766704229,0.0890800103491918,7121.94743531808,6856.97494114724,7947.40166836508,15830.2215238469,6309.37593862444,14186.0208262849,5654.05470361583,14546.8526080828,6014.8864854137,14308.1628166135,5673.75531601664,14058.8687767225,5580.58391847633,14218.6752443802,5647.48907162646,14966.714698036,5948.71789527405,7101.98311520418,6856.97494114724,9562.6793304276,1384044.10709603,6883298.89290397,8267343,1260746.64724269,6270100.75524576,7530847.40248845,1283538.56279463,6252303.95903728,7535842.52183191,1410405.36014265,6856937.63985735,8267343,1295661,6235227,7530888,15883.3706535152,6298.38783893388,15866.2979702697,6301.90526573017,360.831781797873,1429610,8267343,0.533521415340301,0.532702664455296,19058.5697586207,18674.0125500927,0.416998849809823,0.415189021718131,0,1,0,0
"EGY",0.0422766838199761,0.00540363494080232,0.0102061246600083,7671.47032632286,7538.09612903229,8339.18301095921,20414.2365880777,6598.00902030461,18779.6826156906,6069.71094717051,19114.3332924589,6404.36162393879,19117.2311841531,6026.1412164772,18877.6555592577,5980.47198149987,19107.4238165312,6023.57282855905,19811.7735928655,6276.83816808959,7567.6640601982,7538.09612903229,7968.69748005919,4205929.01968357,33143604.9803164,37349534,4162329.77222374,32800033.7434994,36962363.5157231,4442142.15717961,32658453.6181515,37100595.7753311,4504913.49269547,32844620.5073045,37349534,4658892,32309448,36968340,20771.8629596269,6547.7149027619,20770.6060226889,6547.88731711333,334.650676768283,4864549,37349534,0.540206393065677,0.537031146633525,21581.2222143381,21514.2124620192,0.386409209271699,0.379871028447736,0,1,0,0
"ERI",0.304087986357745,0.0282441545608581,0.0367360208059216,1150.04426763912,1097.69550172098,1374.37311460917,5869.57212631471,1272.12251595774,4911.52490223307,1064.48328453215,4911.52490223307,1064.48328453215,5549.40160765867,1053.31354229831,5331.75162381297,1039.21072186006,5547.18440174137,1051.70315468251,5371.79221033564,1046.06859295023,1112.98995644663,1097.69550172098,2330.25218523096,26774.0379010382,2049525.96209896,2076300,25704.1726730463,1967628.84337433,1993333.01604738,32442.6318392554,1976504.60184265,2008947.2336819,35601.9445351931,2040698.05546481,2076300,44482,1955543,2000025,6623.11424585126,1257.1113825527,6629.97484631743,1256.99182798914,0,63919.0000000001,2076300,0.410336537993214,0.396987393073313,3311.1338558239,3278.14744847122,0.415076277327723,0.414984019921448,1,0,0,0
"ESP",0.0295808709600037,0.0154563189076755,0.0180844521112682,19601.4753541101,19304.4434765427,22447.3099469967,31491.5059239459,20317.1056959891,27499.0624128048,17741.3350422446,27726.1820355931,17968.4546650329,27880.2790761533,17666.9265921316,27610.654082748,17559.0527506847,27995.3329076155,17627.4198206638,28140.2359150135,17805.0624648482,19434.9418659925,19304.4434765427,19725.8579541041,6679486.03221292,30652913.9677871,37332400,7156411.3800275,33767149.4910875,40923560.871115,7447755.36260104,33546439.7506501,40994195.1132512,6912044.45023595,30420355.5497641,37332400,7794790,33094603,40889393,31909.8242261968,20220.3328249403,32059.6095430418,20186.514608227,227.119622788238,6946381,37332400,0.429302377571479,0.426717738081454,45697.5579606525,45455.1217505564,0.491214650164125,0.48887159727676,0,0,0,1
"EST",0.0658577096982538,0.0516760729973935,0.0560970534735675,21783.3136328476,21117.9607458346,25638.6463516505,37149.7139534206,20344.8646042156,31563.43979002,17285.5680605353,31951.9715635394,17674.0998340546,31934.1094621774,17239.7466341553,31482.473354799,17044.7042926961,31930.7058524149,17120.0727152815,32436.8966367231,17465.3276257202,21527.707431608,21117.9607458346,22149.8503357213,316092.98606626,726796.01393374,1042889,308496.74151637,728287.160838231,1036783.9023546,315589.480434222,723707.228500613,1039296.70893484,322110.934848407,720778.065151593,1042889,326387,709714,1036101,37441.1512886646,20212.7434513918,37582.1429856753,20150.1659150516,388.531773519354,325110,1042889,0.55323237017544,0.551199586097963,55402.8490591803,54618.9652312521,0.462767651610547,0.458084549386348,0,0,0,1
"ETH",0.0918479045373491,0.00594344711527134,0.00827451831554431,2289.21693062138,2255.38382756919,2500.94156111027,10919.8885841122,2286.4091997452,9995.4330064998,2092.84644302587,10010.2254792628,2107.63891578892,10397.9124950389,2084.03335695751,10261.4426204987,2074.73377768043,10393.1083313511,2083.13190939106,10353.4181717112,2093.37946486452,2261.4699291208,2255.38382756919,2581.48738930612,635814.975553332,29999926.0244467,30635741,630417.867959944,29745272.021682,30375689.8896419,683032.023195796,29785228.5154879,30468260.5386837,699012.413892449,29936728.5861075,30635741,754965,29627280,30382245,11354.711620052,2275.80274272475,11354.4116598842,2275.80974689906,14.7924727630477,831320,30635741,0.432591286500527,0.428074174311088,6331.17463170955,6315.08866380883,0.395020151329321,0.393918533204663,1,0,0,0
"FIN",0.0458361768497284,0.067522071247861,0.0591703344244907,27997.5303525105,27542.6248503737,33749.5077126805,47374.6613379088,25212.7053740463,39300.5293600077,20915.6675702723,39524.7431111601,21139.8813214247,39195.3947118039,21217.6177774064,38994.169898236,21036.9878228213,39101.0828886882,21041.6532487205,39731.3356091915,21333.4275132447,28168.2016038925,27542.6248503737,28149.9914064685,1596694.50670604,2375532.49329395,3972227,1526447.44350448,2342326.15333019,3868773.59683467,1511591.13741118,2353075.31463757,3864666.45204875,1562234.02517882,2409992.97482118,3972227,1490185,2378411,3868596,47007.6328623428,25446.6116243363,47134.6210201354,25364.7796491708,224.213751152383,1529796,3972227,0.597960392870195,0.598905528210575,71641.9000679714,70584.2017331743,0.47108616159901,0.473739539904676,0,0,0,1
"FJI",0.523774832581464,0.206504486838493,0.266952930227287,5369.86229188914,4576.03612919595,6200.6039160878,17076.0943610266,4664.32601940802,14788.2813420974,4039.41111989289,15198.3091594948,4449.43893729027,17132.8836260684,3882.19793193105,16061.919663434,3778.11599133274,16889.1713335609,3776.0784612695,17983.208308556,4184.97993450988,4698.62155396431,4576.03612919595,12193.6896352167,33982.029316804,527970.970683196,561953,23927.4208318643,371754.832084092,395682.252915957,31798.4665549245,375350.472412548,407148.938967472,49787.9853481091,512165.014651891,561953,50988,360950,411938,19388.6272579254,4393.33449561128,19571.5018637001,4375.79352963033,410.027817397376,107067,561953,0.579119909226286,0.55985055049876,17355.7038814087,16648.4842723734,0.357266058378067,0.318441367051295,0,1,0,0
"FRA",0.0545241886826049,0.0186860867688852,0.0270236294673371,25501.3303468098,24971.9645334739,29864.967762165,41032.7421427891,26575.6156752435,35037.3561676623,22692.5928700588,35472.410588968,23127.6472913645,35609.9449231018,22566.1400394157,35159.7047203803,22377.9667562093,36076.8697279466,22399.0414435409,36307.9313066265,22733.6200268007,25095.8302943044,24971.9645334739,25609.3179343556,9167897.15035826,34289366.8496417,43457264,9550379.64542989,38951508.1889222,48501887.8343521,10216029.014532,38429950.3920256,48645979.4065576,9558572.39083259,33898691.6091674,43457264,11008785,37379631,48388416,41654.3237202807,26396.4829024266,42250.1859230165,26231.8674714137,435.054421305671,10110100,43457264,0.455916110141245,0.451370681835023,61710.2827919453,61239.72503212,0.483954479075295,0.478793268669732,0,0,0,1
"FSM",0.325528610679727,0.267450801105552,0.276056786801676,8302.10469456031,8183.86531709086,11437.3766614645,30659.5193122463,8358.64932305386,22254.9756600015,6067.33378108604,22717.4032219254,6529.7613430099,23634.9710536102,6498.74486155304,23233.6219521797,6377.50196375055,22158.47410316,6087.46700949638,24928.8032499217,6838.06144504558,8356.42048595806,8183.86531709086,19305.308299128,7946.38557410987,48545.6144258901,56492,5747.77902048453,35114.0102039308,40861.7892244153,5746.14153375769,35060.7022104883,40806.843744246,7914.31832269528,48577.6816773047,56492,5646,35251,40897,30495.5170020597,8385.14182936844,30512.1755131923,8382.43016914387,462.427561923857,8371,56492,0.594806897621619,0.595331227920214,32070.2015614247,30739.2721293639,0.35663563384715,0.35809404105537,0,0,1,0
"GAB",0.198304750640645,0.0111393513224536,0.0212835572935611,7646.17405961932,7358.26571876439,8446.57392910399,24737.7788422505,7689.70580283876,22393.6195271401,6961.02698316251,22425.6333997683,6993.04085579069,24603.0587186766,6875.25247218245,23822.5709419952,6800.45657234814,24593.2334262232,6868.53629656779,24059.3231622845,6864.8659714674,7411.66319727059,7358.26571876439,8156.11580169856,20789.9108042862,728004.089195714,748794,20301.4415296429,710899.27173239,731200.713262033,25578.2384791662,711193.209902452,736771.448381618,27097.1052430347,721696.894756965,748794,32536,700321,732857,27156.1345196115,7588.70200350929,27169.9734053916,7588.18270365082,32.0138726281806,40584,748794,0.409472427492735,0.39775898130295,19183.8782810408,19065.7875152291,0.440295429597865,0.435730753860517,0,1,0,0
"GBR",0.112966488786046,0.0492238156536599,0.0655108693988672,24114.436730403,22856.543425107,28073.3343885596,39546.2874291067,23808.7273230691,33969.4755504408,20451.2239521336,34068.3147906979,20550.0631923907,35605.2296016332,20024.0987854844,34602.5184546882,19727.4692612476,35805.1790538886,19821.7260470305,35305.9764717251,19876.3684555858,23184.2669531786,22856.543425107,24322.2555024064,11094916.8205774,39153630.1794226,50248547,11274510.0466405,41996139.9022687,53270649.9489092,12433167.3446107,41244432.7626809,53677600.1072916,12306659.6086947,37941887.3913053,50248547,14385964,38696611,53082575,41270.317010869,23210.0990214087,41686.0376567203,23077.3659077113,98.8392402570913,12839135,50248547,0.503149572652648,0.495015005284496,59630.0045395292,58676.2558741675,0.470792088736964,0.457116959982849,0,0,0,1
"GEO",0.0380179546979688,0.0622136353498167,0.0505151759527848,6910.03656254513,6789.29384926945,7679.90670928478,10706.7598831687,4773.41143921837,9633.46366820349,4294.90211556774,10086.1293540792,4747.56780144342,9620.28541283818,4336.61688805956,9510.54907835927,4277.69909955177,9597.65293080418,4329.55937260464,10239.9512972421,4608.45105471409,6965.53824732397,6789.29384926945,7709.77309305066,1555226.50287756,1552255.49712244,3107482,1476424.69557742,1473604.22778126,2950028.92335868,1462824.57725806,1482122.6651346,2944947.24239265,1539364.47718647,1568117.52281353,3107482,1445328,1505179,2950507,10669.5046199963,4809.58224592372,10667.0658643351,4811.97802463705,452.665685875682,1502448,3107482,0.68729993254166,0.688212345479125,15478.8020331369,15277.5873872349,0.496156401047298,0.500179848252458,0,0,1,0
"GHA",0.187944889928206,0.0164913523281527,0.0263508202317959,3854.08546061105,3707.52723148861,4214.97812749322,13201.7306378898,3762.24928727715,12071.3789176065,3440.11993388748,12167.5723328259,3536.31334910687,13067.7549378807,3401.01914735921,12678.1900431875,3360.06032127934,13048.5382719257,3394.71560882451,13118.6230580674,3475.72030157127,3740.12527515393,3707.52723148861,4730.45312590906,327208.482773643,9637718.51722636,9964927,317951.997073776,9365074.59651188,9683026.59358566,379095.176354406,9378944.76703353,9758039.94338793,401807.24426936,9563119.75573064,9964927,465336,9237007,9702343,14267.3394688119,3713.22349906053,14272.0516404924,3713.02558679462,96.193415219396,573035,9964927,0.440588058120165,0.430885643073198,10216.2378291171,10140.0593383625,0.412576351294426,0.406753358601165,0,1,0,0
"GIN",0.114651421251889,0.00921388962929308,0.012135463085381,1555.40874494646,1525.55670759539,1690.00011590461,7379.45728873454,1545.11273817959,6791.75835068668,1422.06017755584,6807.11165014286,1437.41347701202,7125.81034159227,1414.59804393373,7008.05527128366,1406.12426752137,7123.40370651697,1414.03988486542,7103.94403901175,1425.29894210199,1532.55621650234,1525.55670759539,1895.18870105402,76440.7578846281,3755304.24211537,3831745,75487.3395106693,3708465.66851528,3783953.00802595,83158.8060174719,3714811.97441886,3797970.78043633,85753.6432007346,3745991.35679927,3831745,94001,3691244,3785245,7739.47043105326,1536.42030983447,7739.86498590659,1536.41127815521,15.3532994561779,106174,3831745,0.43251348714901,0.427024152642967,4277.61094569571,4261.96135036317,0.395080370178392,0.393813485477672,1,0,0,0
"GMB",0.264726045456941,0.0437466541292774,0.054789159960243,2412.0764078767,2292.65441685939,2606.99444565818,10465.9705006289,2289.14528610092,9683.45773507273,2117.9919842185,9811.15004361234,2245.68429275811,10408.2100716703,2095.39421649553,10065.2550571788,2060.22810839986,10393.5150199393,2091.33235553471,10763.3827844364,2202.19637108947,2341.39589302086,2292.65441685939,4193.72481029121,21847.8956221277,737116.104377872,758964,20583.0032232183,694440.481349338,715023.484572556,22906.233199499,697869.37034802,720775.603547519,25144.1097130827,733819.890286917,758964,27886,689495,717381,11229.4349329849,2260.72426008532,11234.498092169,2260.55086400242,127.692308539605,37926,758964,0.479020635049151,0.471269839157886,7117.8169551872,7018.99798802219,0.366263204304278,0.361228418654969,0,1,0,0
"GNB",0.424562329550452,0.0432261490469498,0.0499558304576789,1437.44673335311,1366.98727756219,1534.44797561518,7044.20412891395,1474.91733343724,6598.8996532257,1381.6793639193,6677.9759390941,1460.75564978771,7707.59842765694,1373.18553146891,7271.85873231097,1338.07573237334,7712.15109350927,1371.31647581415,7809.7897346524,1434.81603748898,1394.7844453597,1366.98727756219,2300.5327572866,3594.52585475748,640514.474145243,644109,3399.3928125829,605743.396416014,609142.789228597,4393.43566837097,607750.441813733,612143.877482104,4999.56481277639,639109.435187224,644109,6541,605391,611932,8218.03916004079,1464.12563881374,8233.4252627887,1464.00551264472,79.0762858684073,11367,644109,0.331748153840614,0.317389102978054,3140.76651271453,3100.30788165649,0.488558436102584,0.496198552824536,1,0,0,0
"GNQ",0.25374842623326,0.0386818652283345,0.0507960453998898,34943.0442878579,34501.3460530671,38014.6693375289,125023.540077633,33983.031289285,114921.50725206,31237.1668114143,114921.50725206,31237.1668114143,111036.736686502,31478.5487615406,111322.994447531,31295.1728416726,110890.922873773,31428.7063114784,112277.518967946,31556.6779355028,35563.4061767771,34501.3460530671,34280.7165341891,15191.3878814068,295029.612118593,310221,14370.4753753531,279086.796351196,293457.271726549,14457.0889361996,277867.572654741,292324.661590941,14886.3356032228,295334.664396777,310221,13040,281423,294463,120621.421611345,34195.7753369445,120649.134839166,34194.3788303609,0,17474,310221,0.441943555801094,0.44454682667929,93227.8383337686,92010.4460123758,0.407760922241178,0.409672181753679,0,0,0,1
"GRC",0.0701017457549035,0.0606434111406373,0.0623932322797005,15920.9364975312,15448.4950742094,18362.0081461355,24265.6680486612,17028.5432415928,21039.7554013838,14764.7443262856,21202.7368909609,14927.7258158627,21221.43493147,14779.4799257852,20958.6683177691,14618.6799109086,21162.2557366365,14737.6531439608,21388.9455216028,14918.3028758738,15879.8823331743,15448.4950742094,16806.3258390574,1699451.67582231,7815362.32417769,9514814,1761013.53684819,8151443.58806525,9912457.12491343,1796980.80112776,8119497.22912554,9916478.0302533,1731502.07924111,7783311.92075889,9514814,1825929,8083969,9909898,24405.7222969598,16997.1485871252,24406.4903625249,16996.9777277383,162.981489577138,1760270,9514814,0.403783670667866,0.402712495535554,36239.5130057734,35681.588408167,0.506684737822227,0.506061153039255,0,0,0,1
"GRD",0.70960939853399,0.40695028790055,0.468095465103305,9327.99603786117,9182.94894726213,10959.8990728361,29372.6466645104,8677.29770390445,24999.1290875226,7385.2686109104,25545.347457797,7931.48698118472,23814.7722463709,7954.26272309903,24231.5915059022,7897.19790198576,22854.2267807191,7624.78526378899,25887.4028996544,8429.18593797376,10013.3066809182,9182.94894726213,23762.4009104287,14447.9496939094,84143.0503060906,98591,7077.99649381289,41221.3654990985,48299.3619929114,7038.60955422717,40786.5160753336,47825.1256295608,13486.2026138273,85104.7973861727,98591,5784,46657,52441,26982.4985765629,9012.30044878271,27003.2595277224,9009.01427542274,546.218370274319,19918,98591,0.543760240981219,0.551829683779671,29364.4606259987,27776.6934391512,0.373236859768247,0.390972815558815,0,0,1,0
