iso,mH,mL,mi,ywd,ypwdSC,w,wH,wL,wHd,wLd,wHdd,wLdd,wHGEd,wLGEd,wHSCd,wLSCd,wHGE4d,wLGE4d,wHSC4d,wLSC4d,ywdPESC,ywdSC,ypnd,LhNM,LlNM,LNM,LhNS,LlNS,LNS,LhPESC,LlPESC,LPESC,LhSC,LlSC,LSC,Lh,Ll,L,wHGE,wLGE,wHGE4,wLGE4,rpc,Nh,N,thetH,thetHNew,TFP,TFPNew,LiT,LiTNew,lic,lmic,umic,hic
"GTM",0.153989048747185,0.10145916215729,0.104237520488687,10898.0744224497,10515.3522963228,11785.0867547473,53242.0674490125,9605.28165100398,49234.7681047568,8882.33378842669,50055.5842571247,9703.1499407946,48867.3239529876,8945.89881393429,48082.7981556309,8776.57586959692,48720.4415926126,8910.24294171081,52432.4523626189,9562.99377399991,10991.9744373837,10515.3522963228,14306.991115534,310838.868027089,5714477.13197291,6025316,278387.174224664,5117883.58720553,5396270.76143019,279589.54823605,5104537.05876418,5384126.60700023,309458.118983782,5715857.88101622,6025316,269611,5127641,5397252,52643.6404651806,9637.21036273054,52683.6147561597,9635.04827091021,820.816152367909,318685,6025316,0.559670597182309,0.560506778267194,38359.8559010203,37493.2104989764,0.307224479287834,0.308375310555279,0,0,1,0
"GUY",0.769715713926667,0.408480700175361,0.4842136077223,4541.99332777974,3903.19038113585,5692.94015531433,18490.7041044535,4371.32565642156,14752.4218377701,3487.57081988382,15765.6233894376,4500.77237155135,17551.6729877846,3477.87124139859,16502.7180468384,3387.53200288342,16747.6370353933,3240.46920025925,21108.0246476419,4251.11664474222,3888.45538250175,3903.19038113585,23082.1143164348,33907.7634904499,649307.23650955,683215,15093.3811849669,289026.482963294,304119.864148261,17662.1517368553,291874.456644597,309536.608381453,46214.7727150029,637000.227284997,683215,32985,319408,352393,20975.3009704032,4156.26453816772,21345.2621809309,4130.05515480117,1013.20155166753,143236,683215,0.576151269527559,0.55942013988691,16935.0486446052,16005.017563615,0.336163200637032,0.307064381074107,0,1,0,0
"HND",0.247600308436801,0.109225647811553,0.117848787933382,5177.41121389669,4885.49824328597,6049.00164821162,29273.6585202062,4745.28503876903,25055.6664898756,4061.54492950461,25910.1576407192,4916.03608034825,26037.7082436473,4061.58124725626,25098.3655038907,3945.26710214289,25780.5950947008,4021.94039374048,29565.7397204514,4647.93411581809,5059.23182040488,4885.49824328597,9799.68565527773,170327.288357291,3450719.71164271,3621047,150004.0065053,3038983.28368451,3188987.29018981,155086.881963337,3053986.00612735,3209072.88809068,178926.291871039,3442120.70812896,3621047,169782,3024529,3194311,30125.6930170436,4699.25957667476,30123.075952346,4699.3956311488,854.491150843638,225654,3621047,0.593761883044843,0.590655731950395,21357.9773474891,20832.3928540422,0.283219780122239,0.278471471848933,0,1,0,0
"HRV",0.141041274718205,0.125114921337762,0.127333834716219,9324.14692352098,8919.64465471397,10806.5190678641,26405.9024708885,8327.31250243461,22783.7023874696,7185.02274073348,23443.1962854755,7844.51663873939,22956.2886458544,7243.54218915562,22504.4072293858,7100.15453659526,22777.0475047011,7186.44825271822,24470.2554512407,7719.91951904673,9327.77912694914,8919.64465471397,11255.9417191963,556863.909471603,3498586.0905284,4055450,485936.624788194,3052974.14223786,3538910.76702605,485904.816870759,3052678.51820938,3538583.33508014,556686.629363658,3498763.37063634,4055450,485328,3053726,3539054,26395.981531312,8328.89012661718,26397.2923942609,8328.68157139655,659.493898005907,565019,4055450,0.558333253493899,0.558370230498904,28384.2468475344,27648.0257055755,0.380722417117887,0.3808099658346,0,0,1,0
"HTI",0.563847021573434,0.0980520313732347,0.125329630685623,1499.38901635588,1364.67468926879,1605.45694974682,6877.05571999058,1446.88767861505,6422.70838408177,1351.29596191177,6770.11610762601,1698.70368545601,7654.38106202576,1328.13208113993,7048.95454816712,1271.14799200612,7654.82640124066,1319.14811718644,9039.227806043,1621.1543251792,1416.95724202935,1364.67468926879,6960.50227650936,65976.5222675565,4793249.47773244,4859226,56004.7755514544,4068793.74565819,4124798.52120965,75143.8007185884,4106442.74653979,4181586.54725838,97419.5780604889,4761806.42193951,4859226,124113,4126108,4250221,8155.95707891624,1415.16187411268,8206.07150255753,1414.14360100205,347.407723544241,284563,4859226,0.451856386113561,0.432575783380014,4213.19279859081,4105.07548509583,0.381054707556653,0.376951668526855,1,0,0,0
"HUN",0.115111081936474,0.0315107625076995,0.043172793407707,9556.91010641227,9246.23553614541,11080.0057002469,15755.1085286535,10351.5848946117,13589.3572619511,8928.62052358823,13827.053259419,9166.31652105609,14214.4078357851,8863.81913563119,13868.6872420671,8739.08643320996,14152.8548251119,8844.614567052,14337.0370493373,9049.91051292439,9418.59639062961,9246.23553614541,10444.8747537901,960831.724321593,7666430.27567841,8627262,963464.82889156,7605939.7469201,8569404.57581166,1040012.34555838,7551426.89368929,8591439.23924767,1061794.07658237,7565467.92341763,8627262,1155821,7418232,8574053,16438.2528571388,10250.5642102538,16409.1567503549,10254.6566484745,237.695997467854,1203481,8627262,0.375301662530868,0.370460712344619,21441.1030678172,21196.2771051119,0.51676472358728,0.514537433221529,0,0,1,0
"IDN",0.016792277414181,0.00136576518154105,0.00239503382729737,8128.69228562648,8124.28479802369,8646.71695129514,29056.8042001046,7210.12614533322,27316.0115540698,6778.1676104461,27371.9558061727,6834.11186254899,27269.5565571718,6782.10952637393,27251.4982277798,6774.52368843526,27267.7338786434,6781.57585892513,27470.1338266565,6828.8101712216,8138.93877519226,8124.28479802369,8196.18787932864,8205511.15083851,115926764.849161,124132276,8185735.13222608,115647370.937298,123833106.069525,8188887.21163378,115601378.505295,123790265.716929,8197569.41822424,115934706.581776,124132276,8143123,115691852,123834975,29005.1741775491,7213.76850009522,29005.4417825718,7213.74957836918,55.9442521028977,8282200,124132276,0.516715771303827,0.51685570857702,24048.5386208731,24030.3317092173,0.35955269829952,0.359746642489035,0,0,1,0
"IND",0.041222157616727,0.00200514827354101,0.00530434938849402,5706.90403803205,5639.41261219214,6132.84293411017,20032.3565676207,4906.28446715357,18641.0670899792,4565.53264744505,18735.929281547,4660.39483901287,18914.2266583027,4543.15848431211,18776.0286953614,4527.55062770122,18909.4285679958,4542.28906194747,19142.9210754866,4616.25122807315,5647.11035152424,5639.41261219214,5915.45327663449,45309879.6904209,556605787.309579,601915667,45063959.3907389,553584798.003437,598648757.394176,46629161.9397713,553827246.992005,600456408.931776,47091372.6728251,554824294.327175,601915667,48549857,550173039,598722896,20321.7392204141,4881.24011745811,20320.803458349,4881.3195463276,94.8621915678182,50637233,601915667,0.548103525430202,0.546104167924314,17661.9698490707,17632.7827685442,0.347234367769734,0.343759080338789,0,1,0,0
"IRL",0.178045602651526,0.200121285074635,0.191420235951382,31073.518075714,29677.5842695114,36796.5645878285,50310.6197582292,27628.0240874783,42485.7040315885,23330.9798209394,42677.4993789225,23522.7751682735,42994.8919221618,23882.9047232389,42454.0255178339,23528.248023648,42844.6082960204,23088.0520277319,43631.3884468955,23600.7829830484,30648.7735401285,29677.5842695114,30929.3486750158,1506562.71282062,2113420.28717938,3619983,1320565.23785659,2146215.9344131,3466781.17226969,1357020.02181008,2117977.0319095,3474997.05371958,1483271.51428101,2136711.48571899,3619983,1397472,2059985,3457457,50054.0157265233,27804.1235869666,50739.5433930193,27342.465348906,191.795347334068,1426803,3619983,0.599986649903057,0.597639687915378,77238.9467203848,74640.0140098677,0.476399098514858,0.469826838646412,0,0,0,1
"IRN",0.0775157318643351,0.00936522963152809,0.0179717848984773,10882.2078757258,10822.9752418156,11804.4528671133,33253.3110893269,8917.48917145823,30655.3338730661,8220.79362642011,30683.1173814613,8248.57713481536,30514.1134627505,8249.6228291276,30458.3696324754,8221.19332624893,30491.2368936412,8242.86376319514,30654.4790465453,8273.66520092014,10949.7976192045,10822.9752418156,11406.6708444664,5337472.5168484,38849290.4831516,44186763,5238610.88761181,38129716.913503,43368327.8011148,5238577.29758473,38058103.1751156,43296680.4727003,5317362.49920562,38869400.5007944,44186763,5147679,38244969,43392648,33074.2991776033,8941.78013351198,33075.8292588524,8941.57083185699,27.783508395247,5580235,44186763,0.577716622217655,0.578217355811204,33295.8039092441,33120.1735901504,0.354532748309345,0.355752921165577,0,0,1,0
"IRQ",0.0810939923554972,0.0297611511507009,0.0376569121625161,2220.89413065008,2139.85792129863,2502.17895491306,6300.65767642238,1848.24257495501,5592.36325816194,1640.47063007841,5606.69753556422,1654.80490748069,5720.99074243649,1623.5144079693,5635.79027919659,1609.96843926575,5709.80818798779,1620.8767684317,5712.70303171929,1632.37166799093,2172.94938293024,2139.85792129863,3320.53940740589,1659144.64239585,11296750.3576041,12955895,1596052.40145974,10867169.188383,12463221.5898427,1720560.71117389,10818135.7153456,12538696.4265194,1797793.2701756,11158101.7298244,12955895,1831206,10636810,12468016,6434.40224396763,1825.96777727042,6433.04563108398,1826.18642700146,14.3342774022747,1992811,12955895,0.585828237271746,0.58196840839503,6789.73229539415,6720.64746044584,0.36852394852304,0.358332879641742,0,1,0,0
"ISL",0.168927212935883,0.0810781158572254,0.109675541545186,24128.6035164721,22994.9335831864,30271.1089301913,48545.3828143551,22340.2630052527,38694.7269485292,17807.0565485573,39340.8950441977,18453.2246442258,39557.8529506482,17810.6186973316,38737.4557277954,17517.6395760142,39419.0472654044,17494.8597692755,40557.4527574187,18130.9935317436,23540.4166470224,22994.9335831864,25835.4940551174,58267.8651979182,144439.134802082,202707,55886.6112093817,145988.150604964,201874.761814346,57437.7357278463,145468.372692106,202906.108419953,59494.0524728339,143212.947527166,202707,61183,140980,202163,49097.56840198,22105.8021239116,49467.2405647497,21954.4229728971,646.168095668517,65987,202707,0.588735689176554,0.585694484157975,67976.7137725899,66385.1035043052,0.445315862597604,0.436242382439874,0,0,0,1
"ISR",0.0720139989724086,0.0295486823418117,0.0432650021903068,21544.19424414,20683.8569385747,25435.7032418458,31641.8161933303,22189.2168861248,26800.8093908322,18794.4006963234,27680.5514288029,19674.1427342942,27744.5843670429,18381.1697698781,27001.2787006333,18093.2416821724,28363.7615530937,18051.5532340613,28788.5760709734,18680.8614501778,20698.6408332517,20683.8569385747,22450.4766930708,1224885.1306243,3155791.8693757,4380677,1341188.07715043,4063973.1560986,5405161.23324903,1592043.93758586,3838729.9286075,5430773.86619336,1394324.10566978,2986352.89433022,4380677,1846377,3529608,5375985,32701.7764356857,21665.3778801951,33487.9728214777,21312.7558189392,879.742037970716,1414961,4380677,0.507722475860626,0.496207068186714,52443.130991453,51843.2392049151,0.485014963084322,0.467876724637489,0,0,0,1
"ITA",0.076982106134616,0.0402470952779029,0.044337252232927,21512.7175798183,20944.3409221961,24492.7745758591,37142.8232243001,22927.6736039516,32623.6239045391,20138.0437923197,32790.7668511272,20305.1867389078,33324.3410752852,20104.1836347224,32838.8287989536,19902.3440739354,33043.6390016153,20087.1492675378,33220.6114296177,20256.6976070226,21416.220522607,20944.3409221961,21823.3606802101,4723404.64776182,41740999.3522382,46464404,5007485.38863506,43172448.6827907,48179934.0714258,5129648.58216363,43095206.2107564,48224854.79292,4910660.45012358,41553743.5498764,46464404,5305137,42879515,48184652,37860.6363121912,22840.8772803084,37620.582999501,22869.4625978038,167.14294658813,5173449,46464404,0.362985523836099,0.361494094170444,47067.8274387925,46518.3222298467,0.520371895382461,0.519777098159149,0,0,0,1
"JAM",0.556896497155477,0.317868781145082,0.370333931060271,5872.00168575236,5039.8210508488,7109.02059634651,19994.9883504798,4755.05176123934,16515.7216397652,3927.63976126144,17942.5685021442,5354.48662364049,18902.3755959939,3863.41875683094,17724.7343370762,3734.14234913557,18094.5089157822,3648.34413935055,22585.7213076225,4706.73753298588,5061.3489680433,5039.8210508488,19785.9730899019,208860.072246078,2094309.92775392,2303170,127386.881534448,1277350.94503303,1404737.82656748,153047.583015006,1290016.89244074,1443064.47545575,273830.034515074,2029339.96548493,2303170,224003,1226225,1450228,21844.2819385349,4464.70911247393,22024.4485104797,4440.7266325726,1426.84686237905,505532,2303170,0.642505635313039,0.628486213761058,21042.4452042975,20025.3079299762,0.337841944095672,0.295423892837527,0,1,0,0
"JOR",0.0607960438305283,0.0178298404893612,0.0274943123784782,12604.747104023,12402.4476531004,14395.2104585408,27817.542698098,10670.328834095,24357.6217086047,9343.16291226808,25618.2538622112,10603.7950658746,24460.3792998712,9342.1710853412,24071.5772382477,9201.61501159895,24417.2016766721,9326.50336730839,26674.102784208,10197.1779264891,12567.5450519041,12402.4476531004,13560.4984735568,636169.502079396,2321569.4979206,2957739,618462.678764772,2256952.09520327,2875414.77396804,619568.119175649,2258112.09071113,2877680.20988678,638177.583169085,2319561.41683092,2957739,624843,2251575,2876418,27887.3548530132,10651.03843896,27885.9241667649,10651.4320963452,1260.63215360652,665290,2957739,0.578655752160392,0.578347325252809,34873.6873621882,34603.6701753679,0.412781427700381,0.41189077323501,0,0,1,0
"JPN",0.0103840017280001,0.00338495410705634,0.00571528229693333,27017.265290306,26881.2391948841,30227.9018536786,40533.6784712801,25113.8095153079,36228.4206741021,22446.3628805488,36248.4541466736,22466.3963531203,36325.7011949943,22407.7486799713,36235.1374780422,22371.5764940126,36337.2967217171,22392.6363618935,36318.6507093597,22405.3171772927,26948.7954376005,26881.2391948841,27152.3455097605,31627415.3850232,65040075.6149768,96667491,31517602.6684176,65150443.8205716,96668046.4889891,31799396.119252,64919541.5880907,96718937.7073427,31871930.6851474,64795560.3148526,96667491,32059551,64605537,96665088,40633.0043236663,25064.7370606674,40655.4820480897,25053.6915993608,20.0334725715012,32185376,96667491,0.532046759052882,0.531413114512118,63681.3572695715,63568.1982841284,0.474674271242681,0.473513334739627,0,0,0,1
"KAZ",0.0540697059660912,0.0821479403879865,0.0757676710680114,16940.0050410036,16428.5327737348,18352.4267113237,34330.1120226758,13510.476541692,31688.0312271467,12470.6963456451,31708.2691883883,12490.9343068867,31698.2640204379,12532.3308678005,31400.3621758353,12403.1171524293,31601.7313459935,12496.9781556857,31770.9222270026,12551.748192858,16996.4789855273,16428.5327737348,17313.4155506687,2543389.10635449,8277716.89364551,10821106,2350307.6791432,7649313.87505783,9999621.55420103,2345457.17330788,7646259.07986402,9991716.25317191,2534467.37745671,8286638.62254329,10821106,2325948,7675268,10001216,34240.9582112569,13537.6188821357,34236.6129002462,13538.9481941561,20.237961241609,2458900,10821106,0.583126102233813,0.583461669082609,43921.7032042659,43136.1245983184,0.417844149302963,0.418842220161321,0,0,1,0
"KEN",0.215504548821161,0.00786087834727902,0.0155523818818327,2765.87249069693,2693.58047804508,3115.27268274983,13359.5435121816,2803.68230684094,11861.1748156811,2489.22921196744,11916.9072001426,2544.96159642892,12638.2537775621,2470.14286397329,12358.5041091053,2450.08607993279,12623.9597113831,2467.28961531715,12703.1557309707,2518.36504938557,2706.07231094964,2693.58047804508,3275.0548919027,344484.195579184,14709222.8044208,15053707,338457.872442728,14451903.2209858,14790361.0934286,369479.222548056,14508001.9651865,14877481.1877346,386930.785790991,14666776.214209,15053707,437448,14382138,14819586,14220.0601522087,2779.30643967691,14220.3621810355,2779.29847191137,55.7323844614838,557617,15053707,0.453857937842788,0.447386832525406,8209.89615010559,8172.00716510768,0.379453360406972,0.376911820314507,0,1,0,0
"KGZ",0.0159551124693421,0.00184372022684322,0.00341516351364198,2990.17291958393,2972.3775905452,3458.00203520467,7425.53426793738,2967.83988442698,6420.94228267702,2566.32424207044,6743.90186121546,2889.28382060888,6478.43630126051,2560.13101138258,6384.79702950859,2528.85102483561,6476.5975073208,2559.52587297575,7090.96764831701,2808.65339892014,2976.49082959128,2972.3775905452,3106.25546447811,463061.380507517,4018129.61949248,4481191,461470.692007658,4004326.7137627,4465797.40577035,480501.038230339,3990375.39751213,4470876.43574247,482895.017067955,3998295.98293205,4481191,491063,3974824,4465887,7490.16870024339,2959.94469626092,7489.89634812337,2959.97759120571,322.95957853844,499025,4481191,0.467921273123609,0.466190101529302,8007.81574080224,7999.21512184187,0.431828372072188,0.429467238766181,0,1,0,0
"KHM",0.278610883177392,0.0304785108843738,0.0369894571403398,5104.70316237746,4918.83139653876,5329.87259974662,22495.4630909248,4985.69740920055,21545.1043960879,4775.06823195231,21615.7276602588,4845.69149612321,23394.9879035548,4744.60820540842,22684.3731425854,4682.90128278368,23387.8001949923,4741.09447526687,23206.6208506081,4789.05131182388,4998.00563638585,4918.83139653876,6330.76218757204,98137.1673797229,6821996.83262028,6920134,94295.0265172881,6554910.73778099,6649205.76429828,105536.699029468,6574795.17162927,6680331.87065873,114260.932064316,6805873.06793568,6920134,130992,6533170,6664162,24410.5155507367,4950.56175526711,24420.2921287876,4950.39769157032,70.6232641708921,181583,6920134,0.389832750101139,0.381964482420662,12280.4881845416,12157.426229245,0.434011459451241,0.434444530040959,0,1,0,0
"KWT",0.0859848218901689,0.0118651170568631,0.0248367867501618,19551.1202043362,19230.9846459405,22095.5293465457,43125.4965052594,17968.9600157346,38159.3829603282,15899.7456772612,38160.8786750145,15901.2413919475,38416.6084700631,15877.7677529648,38159.5918035662,15797.11668883,38366.452583554,15858.6802489244,38341.6923315566,15873.8167515751,19467.4578785663,19230.9846459405,20093.0510218849,287816.31011236,1502632.68988764,1790449,280421.602857885,1464026.36890334,1744447.97176123,281423.972815098,1465014.88392986,1746438.85674496,289740.985337476,1500708.01466252,1790449,286403,1459577,1745980,43363.9825483284,17922.5410874706,43360.9219374302,17923.1320593616,1.49571468634284,313346,1790449,0.515299608318136,0.514696414763095,51997.5018806285,51629.6899127153,0.424934440067347,0.423736352952806,0,0,0,1
"LAO",0.289653131154461,0.0765835525571628,0.0898979192601487,3787.71103276996,3536.23252691007,4076.58689914129,15259.8451333799,3503.17907749945,14178.499121959,3254.93614386305,14210.579055944,3287.01607784806,15298.0452923319,3210.73653677767,14793.350180195,3160.99611751507,15279.6801246374,3203.03338745937,15126.489945304,3229.076752706,3651.8188601978,3536.23252691007,7272.11400200152,98509.1132129849,2712990.88678702,2811500,89291.3062580525,2459127.8131163,2548419.11937435,100952.303064682,2472142.31594198,2573094.61900666,115537.288599606,2695962.71140039,2811500,124798,2433954,2558752,16430.0655303962,3448.32367090301,16446.4598999814,3447.6219224126,32.0799339850052,175686,2811500,0.496566564229526,0.487941800126804,11298.6883891334,11069.1783410486,0.360801781475979,0.353242978872774,0,1,0,0
"LBN",0.253014053000664,0.0998962035801708,0.130261489138184,8005.23196226321,7653.1546860299,8626.65362873071,19767.0304966522,6339.65176356559,18343.110914274,5882.97445469371,21096.9212614871,8636.78480190682,18292.7978129106,5922.96486223674,17526.3457656107,5664.00185658034,18235.2360940253,5904.34671492404,23124.4560342697,7473.16702551775,8068.13615781908,7653.1546860299,11537.3320208823,511432.606216218,2428039.39378378,2939472,442360.302479922,2100116.86312639,2542477.16560632,441604.956505977,2096553.86256802,2538158.81907399,508621.766043327,2430850.23395667,2939472,435445,2121127,2556572,19652.8205720378,6363.3221600399,19652.7809980095,6363.33044038503,2753.81034721311,582936,2939472,0.58553184251324,0.586155665168212,22501.6698224651,21909.0560239318,0.383378375773609,0.385168815749547,0,0,1,0
"LBR",0.628104336960482,0.025711875609715,0.040745485753389,1937.71057123987,1841.05647774638,2112.60351607411,9492.41792236743,2040.50291076217,8706.58332945465,1871.57885080925,8902.62036552998,2067.61588688459,10539.4520566825,1858.80109389482,9796.96358520396,1797.61000600499,10551.6576496962,1855.71739889237,11417.0218845229,2090.15178444074,1878.94331104867,1841.05647774638,3858.99167317413,6687.22769396686,1532550.77230603,1539238,6262.14393922432,1435131.86174401,1441394.00568323,8581.66907834636,1440363.01904829,1448944.68812664,10056.8378466927,1529181.16215331,1539238,14286,1462235,1476521,11479.3981437962,2024.57563374116,11510.6255314946,2024.37084106348,196.037036075337,38414,1539238,0.314983299017182,0.297855990561015,4159.4093716071,4114.16554549287,0.5079094956354,0.518759566581922,1,0,0,0
"LBY",0.0853828710971306,0.020602704195819,0.0274188048153297,5271.03661758711,5104.04362923422,5646.90836888766,14329.1742627059,4693.47431317742,13375.390090381,4381.06541709936,13375.390090381,4381.06541709936,13832.8546873931,4337.40873785983,13615.6477267084,4306.73144170185,13822.0528914679,4334.05654342204,13684.7110427405,4328.60449140064,5164.76559193268,5104.04362923422,5991.55800795207,273830.437415338,3104325.56258466,3378156,266204.922045029,3017877.60407564,3284082.52612067,297575.700512318,3004387.44522519,3301963.1457375,308876.279140539,3069279.72085946,3378156,325097,2960434,3285531,14807.9147720133,4643.14708518913,14807.8247609202,4643.15614350811,0,355446,3378156,0.502910151598851,0.497433328793077,14225.1932872958,14115.3191896183,0.396965317436551,0.388616520801918,0,1,0,0
"LCA",0.371020305841063,0.227751928329308,0.252902733667304,10523.9066442698,10058.7809992185,11855.3815759561,33443.4172347032,8111.42930694719,29687.3954320613,7200.43671567969,29972.3471425021,7485.38842612051,29559.9410536588,7404.52566780861,29266.9954743031,7284.00829865314,29163.2508941493,7292.52426955462,30574.3807154828,7598.86233100469,10827.5048746325,10058.7809992185,17492.3870241255,21573.5171027938,114763.482897206,136337,16019.5389178741,85218.2827613443,101237.821679218,16010.9367072165,84620.4826525912,100631.419359808,21282.9971540895,115054.002845911,136337,15054,86803,101857,32824.5312827891,8222.27906260032,32857.2414723609,8216.23870869211,284.951710440818,23934,136337,0.631947831903021,0.633820285765757,34914.3798109136,33533.5375856762,0.339555840320276,0.345848133581572,0,0,1,0
"LKA",0.158968245515772,0.0253438887100672,0.0372458439905541,7473.68716799725,7430.43027252894,7881.07960510413,27693.8881293832,6209.39313411141,26262.3227673625,5888.41429255498,26604.588481482,6230.68000667451,25744.5470603316,5939.71130408189,25634.8703377413,5880.68930643418,25730.5460128577,5934.36526213462,27076.7735060804,6209.69363521147,7622.07705989884,7430.43027252894,8236.16987464514,1083894.67370714,11987899.3262929,13071794,1041683.07278845,11521038.0763117,12562721.1491001,1046446.93596255,11450736.5194698,12497183.4554324,1072039.66885518,11999754.3311448,13071794,979220,11605704,12584924,27126.82283575,6258.62618067189,27133.7946413009,6258.00355222804,342.265714119529,1164308,13071794,0.564366053739954,0.566065603731418,23773.3324716026,23533.6933165509,0.331509249471783,0.33472756289708,0,0,1,0
"LSO",0.0107966921575031,0.000502202262486834,0.000952990088763664,1126.55168032643,1124.49332886365,1609.88218587946,6607.09025314079,1383.39435668464,4623.46169926588,968.061669820766,4866.30102998094,1210.90100053583,4640.05706696521,967.52255338878,4534.62081832355,946.320721787541,4639.18325705841,967.353856137478,5452.69404981079,1137.92425169883,1124.62458062811,1124.49332886365,1168.22913228348,103452.529844986,2318398.47015501,2421851,103353.476747741,2316178.6641318,2419532.14087954,103938.511744315,2316752.68964929,2420691.2013936,104177.452025457,2317673.54797454,2421851,104906,2314637,2419543,6629.62292592935,1382.37733043555,6629.54678250569,1382.38075306538,242.839330715062,106051,2421851,0.50415777303191,0.503768407180518,4625.51860557704,4624.11491408407,0.348043608329325,0.347670382341271,0,1,0,0
"LTU",0.0560883809633515,0.125194016625879,0.0984408983594393,15450.2379947783,15144.2208484056,18115.8792002534,27407.3379082515,11783.036973712,23374.5151866475,10049.2349023047,24193.5365225491,10868.2562382062,23298.1606937839,10298.3255888007,23072.4512203606,10142.0979181831,23109.1179404725,10233.2111154029,24638.2721509841,10846.0393854091,15780.8485461903,15144.2208484056,16251.2387661268,923191.755550117,1227662.24444988,2150854,831171.414357744,1105293.41053851,1936464.82489625,814712.292372838,1113171.63313443,1927883.92550727,900708.812556073,1250145.18744393,2150854,785965,1153157,1939122,27117.1341944351,11986.4001557859,27098.5474922156,11999.8157490448,819.021335901567,832668,2150854,0.657568347038333,0.659778716185553,38867.8543272014,38024.7500939169,0.466088996005502,0.475121624795859,0,0,1,0
"LUX",0.124500752574753,0.0657060539411817,0.0793691887366165,51786.472572241,49039.3134421532,59287.5019166069,72119.6483252979,55011.1866182459,62995.101314457,48051.1948535016,66714.0422899015,51770.1358289461,66625.8871572394,47118.0769017634,64055.3465842467,45990.2959470489,67268.214226209,46750.9845901203,70239.3612712439,49732.5149201773,50285.9525857675,49039.3134421532,49675.4507713635,64829.6871983254,298258.312801675,363088,80158.7223464406,379939.059779642,460097.782126083,97216.0839966486,364695.406256604,461911.490253253,80850.0220799101,282237.97792009,363088,114734,344322,459056,76063.755117042,53792.5724663654,77014.8401143433,53524.8281051203,3718.9409754445,84377,363088,0.430787008417596,0.419614782285349,118161.939479809,115973.210447309,0.501747873956807,0.493585234167718,0,0,0,1
"LVA",0.112569086573866,0.0507981482660517,0.0692539873159635,16365.2279662334,15830.9772741843,18951.7906223833,29451.2453268238,14965.0665296595,25431.7047537288,12922.6166628538,26379.1976018208,13870.1095109459,25644.5307111921,12931.9296135994,25199.3930496198,12726.8210958342,25726.5721767138,12811.7628207617,27126.4394574307,13563.4247878639,16171.479618091,15830.9772741843,17643.7848620223,410935.149187289,1112081.85081271,1523017,427978.073850272,1211891.39888191,1639869.47273219,435187.249851321,1208459.50961484,1643646.75946616,414537.81503982,1108479.18496018,1523017,451302,1188551,1639853,29580.0619558205,14916.5248327837,29794.211997762,14837.4363644267,947.492848092028,455045,1523017,0.548061371387471,0.546264699304489,41933.4920659225,41233.2707049041,0.451948781002778,0.447729638831353,0,0,0,1
"MAR",0.30889631941119,0.104632030653877,0.118872765432621,5975.77647149519,5545.2237266764,6872.79877640303,23631.3085110646,5903.40102128369,20547.0030456749,5132.90234044225,20956.0573792296,5541.95667399691,22487.6883146381,5085.52843337738,21530.5293574219,4966.95962526298,22330.0256992668,5037.64363174642,23499.6878293302,5410.72637017588,5732.0592625762,5545.2237266764,8082.38670767467,690560.778377515,17815259.2216225,18505820,605822.551785808,15629161.3139802,16234983.865766,704545.171863952,15700500.8769595,16405046.0488235,837556.284505884,17668263.7154941,18505820,891644,15414338,16305982,25639.2831650222,5798.25288054437,25690.7409211868,5795.81945580624,409.054333554665,1290174,18505820,0.490513791771586,0.480514521896662,18466.4748276102,18009.3427334279,0.372177085261944,0.363034341843861,0,1,0,0
"MDA",0.238266025935551,0.0648736982408508,0.0900594368807406,3655.82835841779,3364.30497310626,4370.89001902742,8706.57820822748,3770.71450223977,7282.21377793966,3153.83936653083,8040.91251301033,3912.53810160151,8244.01089860269,3077.26128283481,7681.47067608665,2953.79437083508,8198.24825808828,3042.63174357178,9464.46152860634,3622.71192430533,3439.38984140413,3364.30497310626,5689.47241259942,135474.003149085,2411765.99685091,2547240,122630.680322592,2183123.68497146,2305754.36529405,206411.191018631,2134388.2511644,2340799.44218303,237509.448900349,2309730.55109965,2547240,281837,2036000,2317837,9763.84641170625,3644.57384928758,9807.99482501656,3640.06010258854,758.698735070672,369994,2547240,0.462099740644114,0.439772716833135,9875.72069402085,9674.85214455996,0.442589473158523,0.418021059120058,0,1,0,0
"MDG",0.204381391618213,0.0090398702019005,0.0135155312986404,1841.2754663346,1793.86818749428,1997.26683655003,8916.76428117248,1866.99448777945,8220.34342610499,1721.17770305957,8264.82180164503,1765.65607859961,8961.38045933964,1709.21109617303,8703.68260358277,1691.32405371389,8959.56418394186,1708.44757201425,8977.03651119873,1744.10231376256,1801.72276608716,1793.86818749428,2190.59844923769,98954.58527283,7736771.41472717,7835726,97511.5088730318,7623944.38191972,7721455.89079275,114688.043592377,7644940.48748672,7759628.5310791,120529.883352242,7715196.11664776,7835726,142839,7586983,7729822,9716.70890916325,1853.27548151538,9718.9015730536,1853.24123520299,44.4783755400399,179532,7835726,0.39588701986457,0.386679103977024,4693.67769171971,4674.67577683437,0.425522792089769,0.426265109976805,1,0,0,0
