o_iso,d_iso,dumsa,cijha,cijla,migH,migL
"BIH","CHL",0,1,1,0,0
"BIH","CHN",0,1,1,0,0
"BIH","CIV",0,1,1,0,0
"BIH","CMR",0,1,1,0,0
"BIH","COG",0,1,1,0,0
"BIH","COL",0,1,1,0,0
"BIH","COM",0,1,1,0,0
"BIH","CPV",0,1,1,0,0
"BIH","CRI",0,1,1,0,0
"BIH","CUB",0,1,1,0,0
"BIH","CYP",0,1,1,0,0
"BIH","CZE",0,0.999722580837079,0.999990875417906,596,1223
"BIH","DEU",0,0.996326078726578,0.996602906313141,5404,104873
"BIH","DJI",0,1,1,0,0
"BIH","DNK",0,0.99884275909867,0.999917770632377,3313,9669
"BIH","DOM",0,1,1,0,0
"BIH","DZA",0,1,1,0,0
"BIH","ECU",0,1,1,0,0
"BIH","EGY",0,1,1,0,0
"BIH","ERI",0,1,1,0,0
"BIH","ESP",0,0.999582607333046,0.999989485158797,1215,1655
"BIH","EST",0,0.999999962650217,1,2,0
"BIH","ETH",0,1,1,0,0
"BIH","FIN",0,0.999998107905763,0.999999313432117,37,285
"BIH","FJI",0,1,1,0,0
"BIH","FRA",0,0.999518542656743,0.999921196420326,1616,8180
"BIH","FSM",0,1,1,0,0
"BIH","GAB",0,1,1,0,0
"BIH","GBR",0,0.998346640557819,0.999977975543401,3735,3103
"BIH","GEO",0,1,1,0,0
"BIH","GHA",0,1,1,0,0
"BIH","GIN",0,1,1,0,0
"BIH","GMB",0,1,1,0,0
"BIH","GNB",0,1,1,0,0
"BIH","GNQ",0,1,1,0,0
"BIH","GRC",0,0.999975528636595,0.999999059018656,139,270
"BIH","GRD",0,1,1,0,0
"BIH","GTM",0,1,1,0,0
"BIH","GUY",0,1,1,0,0
"BIH","HND",0,1,1,0,0
"BIH","HRV",0,1,1,0,0
"BIH","HTI",0,1,1,0,0
"BIH","HUN",0,0.999972315695146,0.999997964899173,112,327
"BIH","IDN",0,1,1,0,0
"BIH","IND",0,1,1,0,0
"BIH","IRL",0,0.99997681205457,0.999997974335111,223,648
"BIH","IRN",0,1,1,0,0
"BIH","IRQ",0,1,1,0,0
"BIH","ISL",0,0.999999539342083,0.999999836277085,14,96
"BIH","ISR",0,1,1,0,0
"BIH","ITA",0,0.999362231546608,0.999650513342315,1835,20926
"BIH","JAM",0,1,1,0,0
"BIH","JOR",0,1,1,0,0
"BIH","JPN",0,0.999999873260128,0.999999995815942,5,8
"BIH","KAZ",0,1,1,0,0
"BIH","KEN",0,1,1,0,0
"BIH","KGZ",0,1,1,0,0
"BIH","KHM",0,1,1,0,0
"BIH","KWT",0,1,1,0,0
"BIH","LAO",0,1,1,0,0
"BIH","LBN",0,1,1,0,0
"BIH","LBR",0,1,1,0,0
"BIH","LBY",0,1,1,0,0
"BIH","LCA",0,1,1,0,0
"BIH","LKA",0,1,1,0,0
"BIH","LSO",0,1,1,0,0
"BIH","LTU",0,1,1,0,0
"BIH","LUX",0,0.999990732313933,0.99999716746773,151,1327
"BIH","LVA",0,0.999999982497623,0.999999998270563,1,3
"BIH","MAR",0,1,1,0,0
"BIH","MDA",0,1,1,0,0
"BIH","MDG",0,1,1,0,0
"BIH","MDV",0,1,1,0,0
"BIH","MEX",0,1,1,0,0
"BIH","MKD",0,1,1,0,0
"BIH","MLI",0,1,1,0,0
"BIH","MLT",0,1,1,0,0
"BIH","MMR",0,1,1,0,0
"BIH","MNG",0,1,1,0,0
"BIH","MOZ",0,1,1,0,0
"BIH","MRT",0,1,1,0,0
"BIH","MUS",0,1,1,0,0
"BIH","MWI",0,1,1,0,0
"BIH","MYS",0,1,1,0,0
"BIH","NAM",0,1,1,0,0
"BIH","NER",0,1,1,0,0
"BIH","NGA",0,1,1,0,0
"BIH","NIC",0,1,1,0,0
"BIH","NLD",0,0.999207660205629,0.999908516590532,2317,9646
"BIH","NOR",0,0.998694219170068,0.999958319289793,3423,6930
"BIH","NPL",0,1,1,0,0
"BIH","NZL",0,1,1,0,0
"BIH","OMN",0,1,1,0,0
"BIH","PAK",0,1,1,0,0
"BIH","PAN",0,1,1,0,0
"BIH","PER",0,1,1,0,0
"BIH","PHL",0,1,1,0,0
"BIH","PNG",0,1,1,0,0
"BIH","POL",0,0.999971793409086,0.999949958680951,138,3554
"BIH","PRT",0,0.999998520850453,0.999999864535418,26,62
"BIH","PRY",0,1,1,0,0
"BIH","QAT",0,1,1,0,0
"BIH","ROM",0,1,1,0,0
"BIH","RWA",0,1,1,0,0
"BIH","SAU",0,1,1,0,0
"BIH","SDN",0,1,1,0,0
"BIH","SEN",0,1,1,0,0
"BIH","SGP",0,1,1,0,0
"BIH","SLB",0,1,1,0,0
"BIH","SLE",0,1,1,0,0
"BIH","SLV",0,1,1,0,0
"BIH","SOM",0,1,1,0,0
"BIH","SRB",0,1,1,0,0
"BIH","STP",0,1,1,0,0
"BIH","SUR",0,1,1,0,0
"BIH","SVK",0,0.999991571442111,0.999999380692673,63,212
"BIH","SVN",0,0.997636795259213,0.997319183330506,4218,85036
"BIH","SWE",0,0.991357325292556,0.99949743902164,11500,32415
"BIH","SWZ",0,1,1,0,0
"BIH","SYR",0,1,1,0,0
"BIH","TCD",0,1,1,0,0
"BIH","TGO",0,1,1,0,0
"BIH","THA",0,1,1,0,0
"BIH","TJK",0,1,1,0,0
"BIH","TKM",0,1,1,0,0
"BIH","TON",0,1,1,0,0
"BIH","TTO",0,1,1,0,0
"BIH","TUN",0,1,1,0,0
"BIH","TUR",0,0.999787150228788,0.999849189909485,883,7124
"BIH","TZA",0,1,1,0,0
"BIH","UGA",0,1,1,0,0
"BIH","UKR",0,1,1,0,0
"BIH","URY",0,1,1,0,0
"BIH","USA",0,0.989848144733591,0.999085575980931,21709,69498
"BIH","UZB",0,1,1,0,0
"BIH","VCT",0,1,1,0,0
"BIH","VEN",0,1,1,0,0
"BIH","VNM",0,1,1,0,0
"BIH","VUT",0,1,1,0,0
"BIH","WSM",0,1,1,0,0
"BIH","YEM",0,1,1,0,0
"BIH","ZAF",0,1,1,0,0
"BIH","ZAR",0,1,1,0,0
"BIH","ZMB",0,1,1,0,0
"BIH","ZWE",0,1,1,0,0
"BLR","AFG",0,1,1,0,0
"BLR","AGO",0,1,1,0,0
"BLR","ALB",0,1,1,0,0
"BLR","ARE",0,1,1,0,0
"BLR","ARG",0,1,1,0,0
"BLR","ARM",0,1,1,0,0
"BLR","AUS",0,0.999989348237497,0.999999756738818,908,408
"BLR","AUT",0,1,1,0,0
"BLR","AZE",0,1,1,0,0
"BLR","BDI",0,1,1,0,0
"BLR","BEL",0,1,0.999999999954322,0,1
"BLR","BEN",0,1,1,0,0
"BLR","BFA",0,1,1,0,0
"BLR","BGD",0,1,1,0,0
"BLR","BGR",0,1,1,0,0
"BLR","BHR",0,1,1,0,0
"BLR","BHS",0,1,1,0,0
"BLR","BIH",0,1,1,0,0
"BLR","BLR",1,0,0,1774445,8490233
"BLR","BLZ",0,1,1,0,0
"BLR","BOL",0,1,1,0,0
"BLR","BRA",0,1,1,0,0
"BLR","BRB",0,1,1,0,0
"BLR","BRN",0,1,1,0,0
"BLR","BTN",0,1,1,0,0
"BLR","BWA",0,1,1,0,0
"BLR","CAF",0,1,1,0,0
"BLR","CAN",0,0.999783692619904,0.999998393358895,6985,1445
"BLR","CHE",0,1,1,0,0
"BLR","CHL",0,1,1,0,0
"BLR","CHN",0,1,1,0,0
"BLR","CIV",0,1,1,0,0
"BLR","CMR",0,1,1,0,0
"BLR","COG",0,1,1,0,0
"BLR","COL",0,1,1,0,0
"BLR","COM",0,1,1,0,0
"BLR","CPV",0,1,1,0,0
"BLR","CRI",0,1,1,0,0
"BLR","CUB",0,1,1,0,0
"BLR","CYP",0,1,1,0,0
"BLR","CZE",0,0.999971234030526,0.999997849086797,1089,1219
"BLR","DEU",0,1,1,0,0
"BLR","DJI",0,1,1,0,0
"BLR","DNK",0,0.999998953362196,0.999999974403203,219,93
"BLR","DOM",0,1,1,0,0
"BLR","DZA",0,1,1,0,0
"BLR","ECU",0,1,1,0,0
"BLR","EGY",0,1,1,0,0
"BLR","ERI",0,1,1,0,0
"BLR","ESP",0,0.999983921797707,0.99999889851432,1110,935
"BLR","EST",0,0.999911283924976,0.999979651459119,4119,7208
"BLR","ETH",0,1,1,0,0
"BLR","FIN",0,0.999999872496118,0.999999966152695,50,95
"BLR","FJI",0,1,1,0,0
"BLR","FRA",0,0.999978147728075,0.999999366615272,1656,766
"BLR","FSM",0,1,1,0,0
"BLR","GAB",0,1,1,0,0
"BLR","GBR",0,0.999960508788471,0.999998902694576,2442,1042
"BLR","GEO",0,1,1,0,0
"BLR","GHA",0,1,1,0,0
"BLR","GIN",0,1,1,0,0
"BLR","GMB",0,1,1,0,0
"BLR","GNB",0,1,1,0,0
"BLR","GNQ",0,1,1,0,0
"BLR","GRC",0,0.999992367759535,0.999999037215164,549,752
"BLR","GRD",0,1,1,0,0
"BLR","GTM",0,1,1,0,0
"BLR","GUY",0,1,1,0,0
"BLR","HND",0,1,1,0,0
"BLR","HRV",0,1,1,0,0
"BLR","HTI",0,1,1,0,0
"BLR","HUN",0,0.999997760452968,0.999999879379905,172,124
"BLR","IDN",0,1,1,0,0
"BLR","IND",0,1,1,0,0
"BLR","IRL",0,0.999995870423484,0.999999800998109,595,350
"BLR","IRN",0,1,1,0,0
"BLR","IRQ",0,1,1,0,0
"BLR","ISL",0,0.999999983800221,0.999999996167107,12,19
"BLR","ISR",0,0.997793120445457,0.999946872430545,34918,14995
"BLR","ITA",0,0.999951260798696,0.999993177496301,2708,3647
"BLR","JAM",0,1,1,0,0
"BLR","JOR",0,1,1,0,0
"BLR","JPN",0,0.999999692607241,0.999999990124283,83,40
"BLR","KAZ",0,1,1,0,0
"BLR","KEN",0,1,1,0,0
"BLR","KGZ",0,1,1,0,0
"BLR","KHM",0,1,1,0,0
"BLR","KWT",0,1,1,0,0
"BLR","LAO",0,1,1,0,0
"BLR","LBN",0,1,1,0,0
"BLR","LBR",0,1,1,0,0
"BLR","LBY",0,1,1,0,0
"BLR","LCA",0,1,1,0,0
"BLR","LKA",0,1,1,0,0
"BLR","LSO",0,1,1,0,0
"BLR","LTU",0,1,1,0,0
"BLR","LUX",0,0.999999916244001,0.999999995329643,50,41
"BLR","LVA",0,0.999401696442166,0.999240125940777,13318,73282
"BLR","MAR",0,1,1,0,0
"BLR","MDA",0,1,1,0,0
"BLR","MDG",0,1,1,0,0
"BLR","MDV",0,1,1,0,0
"BLR","MEX",0,0.999999979416475,1,14,0
"BLR","MKD",0,1,1,0,0
"BLR","MLI",0,1,1,0,0
"BLR","MLT",0,1,1,0,0
"BLR","MMR",0,1,1,0,0
"BLR","MNG",0,1,1,0,0
"BLR","MOZ",0,1,1,0,0
"BLR","MRT",0,1,1,0,0
"BLR","MUS",0,1,1,0,0
"BLR","MWI",0,1,1,0,0
"BLR","MYS",0,1,1,0,0
"BLR","NAM",0,1,1,0,0
"BLR","NER",0,1,1,0,0
"BLR","NGA",0,1,1,0,0
"BLR","NIC",0,1,1,0,0
"BLR","NLD",0,0.999985733542938,0.999999815622112,1243,343
"BLR","NOR",0,0.999998148283379,0.999999943794722,310,186
"BLR","NPL",0,1,1,0,0
"BLR","NZL",0,1,1,0,0
"BLR","OMN",0,1,1,0,0
"BLR","PAK",0,1,1,0,0
"BLR","PAN",0,1,1,0,0
"BLR","PER",0,1,1,0,0
"BLR","PHL",0,1,1,0,0
"BLR","PNG",0,1,1,0,0
"BLR","POL",0,0.998852307689008,0.999247515371199,16492,64957
"BLR","PRT",0,0.99999895512626,0.999999758107081,182,255
"BLR","PRY",0,1,1,0,0
"BLR","QAT",0,1,1,0,0
"BLR","ROM",0,1,1,0,0
"BLR","RWA",0,1,1,0,0
"BLR","SAU",0,1,1,0,0
"BLR","SDN",0,1,1,0,0
"BLR","SEN",0,1,1,0,0
"BLR","SGP",0,1,1,0,0
"BLR","SLB",0,1,1,0,0
"BLR","SLE",0,1,1,0,0
"BLR","SLV",0,1,1,0,0
"BLR","SOM",0,1,1,0,0
"BLR","SRB",0,1,1,0,0
"BLR","STP",0,1,1,0,0
"BLR","SUR",0,1,1,0,0
"BLR","SVK",0,0.999999517038902,0.999999979757557,76,53
"BLR","SVN",0,0.999999903002455,0.999999982810312,32,54
"BLR","SWE",0,0.999989813578777,0.999999822945598,915,340
"BLR","SWZ",0,1,1,0,0
"BLR","SYR",0,1,1,0,0
"BLR","TCD",0,1,1,0,0
"BLR","TGO",0,1,1,0,0
"BLR","THA",0,1,1,0,0
"BLR","TJK",0,1,1,0,0
"BLR","TKM",0,1,1,0,0
"BLR","TON",0,1,1,0,0
"BLR","TTO",0,1,1,0,0
"BLR","TUN",0,1,1,0,0
"BLR","TUR",0,1,1,0,0
"BLR","TZA",0,1,1,0,0
"BLR","UGA",0,1,1,0,0
"BLR","UKR",0,1,1,0,0
"BLR","URY",0,1,1,0,0
"BLR","USA",0,0.999318569513498,0.999975579479198,29256,15083
"BLR","UZB",0,1,1,0,0
"BLR","VCT",0,1,1,0,0
"BLR","VEN",0,1,1,0,0
"BLR","VNM",0,1,1,0,0
"BLR","VUT",0,1,1,0,0
"BLR","WSM",0,1,1,0,0
"BLR","YEM",0,1,1,0,0
"BLR","ZAF",0,1,1,0,0
"BLR","ZAR",0,1,1,0,0
"BLR","ZMB",0,1,1,0,0
"BLR","ZWE",0,1,1,0,0
"BLZ","AFG",0,1,1,0,0
"BLZ","AGO",0,1,1,0,0
"BLZ","ALB",0,1,1,0,0
"BLZ","ARE",0,1,1,0,0
"BLZ","ARG",0,1,1,0,0
"BLZ","ARM",0,1,1,0,0
"BLZ","AUS",0,0.999894275049541,0.999999210354407,25,15
"BLZ","AUT",0,1,1,0,0
"BLZ","AZE",0,1,1,0,0
"BLZ","BDI",0,1,1,0,0
"BLZ","BEL",0,0.999997210682258,0.999999955280793,2,2
"BLZ","BEN",0,1,1,0,0
"BLZ","BFA",0,1,1,0,0
"BLZ","BGD",0,1,1,0,0
"BLZ","BGR",0,1,1,0,0
"BLZ","BHR",0,1,1,0,0
"BLZ","BHS",0,1,1,0,0
"BLZ","BIH",0,1,1,0,0
"BLZ","BLR",0,1,1,0,0
"BLZ","BLZ",1,0,0,13253,123809
"BLZ","BOL",0,1,1,0,0
"BLZ","BRA",0,1,1,0,0
"BLZ","BRB",0,1,1,0,0
"BLZ","BRN",0,1,1,0,0
"BLZ","BTN",0,1,1,0,0
"BLZ","BWA",0,1,1,0,0
"BLZ","CAF",0,1,1,0,0
"BLZ","CAN",0,0.992421418959829,0.999728487785865,465,845
"BLZ","CHE",0,1,1,0,0
"BLZ","CHL",0,1,1,0,0
"BLZ","CHN",0,1,1,0,0
"BLZ","CIV",0,1,1,0,0
"BLZ","CMR",0,1,1,0,0
"BLZ","COG",0,1,1,0,0
"BLZ","COL",0,1,1,0,0
"BLZ","COM",0,1,1,0,0
"BLZ","CPV",0,1,1,0,0
"BLZ","CRI",0,1,1,0,0
"BLZ","CUB",0,1,1,0,0
"BLZ","CYP",0,1,1,0,0
"BLZ","CZE",0,1,1,0,0
"BLZ","DEU",0,1,1,0,0
"BLZ","DJI",0,1,1,0,0
"BLZ","DNK",0,0.999999202298127,0.999999814452408,1,6
"BLZ","DOM",0,1,1,0,0
"BLZ","DZA",0,1,1,0,0
"BLZ","ECU",0,1,1,0,0
"BLZ","EGY",0,1,1,0,0
"BLZ","ERI",0,1,1,0,0
"BLZ","ESP",0,0.999942264590923,0.99999890645618,15,15
"BLZ","EST",0,0.999998977767152,1,1,0
"BLZ","ETH",0,1,1,0,0
"BLZ","FIN",0,1,1,0,0
"BLZ","FJI",0,1,1,0,0
"BLZ","FRA",0,0.999993294047588,0.999999873476841,4,4
"BLZ","FSM",0,1,1,0,0
"BLZ","GAB",0,1,1,0,0
"BLZ","GBR",0,0.994131147532915,0.999760424593388,447,729
"BLZ","GEO",0,1,1,0,0
"BLZ","GHA",0,1,1,0,0
"BLZ","GIN",0,1,1,0,0
"BLZ","GMB",0,1,1,0,0
"BLZ","GNB",0,1,1,0,0
"BLZ","GNQ",0,1,1,0,0
"BLZ","GRC",0,0.999995787344888,0.999999926644444,2,2
"BLZ","GRD",0,1,1,0,0
"BLZ","GTM",0,1,1,0,0
"BLZ","GUY",0,1,1,0,0
"BLZ","HND",0,1,1,0,0
"BLZ","HRV",0,1,1,0,0
"BLZ","HTI",0,1,1,0,0
"BLZ","HUN",0,0.999997589628924,0.999999879328791,1,2
"BLZ","IDN",0,1,1,0,0
"BLZ","IND",0,1,1,0,0
"BLZ","IRL",0,0.999994530705098,0.999999983203537,4,1
"BLZ","IRN",0,1,1,0,0
"BLZ","IRQ",0,1,1,0,0
"BLZ","ISL",0,1,1,0,0
"BLZ","ISR",0,1,1,0,0
"BLZ","ITA",0,0.999980058448345,0.999995637514114,8,43
"BLZ","JAM",0,1,1,0,0
"BLZ","JOR",0,1,1,0,0
"BLZ","JPN",0,0.999997478075161,0.999999981521996,2,1
"BLZ","KAZ",0,1,1,0,0
"BLZ","KEN",0,1,1,0,0
"BLZ","KGZ",0,1,1,0,0
"BLZ","KHM",0,1,1,0,0
"BLZ","KWT",0,1,1,0,0
"BLZ","LAO",0,1,1,0,0
"BLZ","LBN",0,1,1,0,0
"BLZ","LBR",0,1,1,0,0
"BLZ","LBY",0,1,1,0,0
"BLZ","LCA",0,1,1,0,0
"BLZ","LKA",0,1,1,0,0
"BLZ","LSO",0,1,1,0,0
"BLZ","LTU",0,1,1,0,0
"BLZ","LUX",0,1,1,0,0
"BLZ","LVA",0,1,1,0,0
"BLZ","MAR",0,1,1,0,0
"BLZ","MDA",0,1,1,0,0
"BLZ","MDG",0,1,1,0,0
"BLZ","MDV",0,1,1,0,0
"BLZ","MEX",0,0.999965401637652,0.999445871589585,14,733
"BLZ","MKD",0,1,1,0,0
"BLZ","MLI",0,1,1,0,0
"BLZ","MLT",0,1,1,0,0
"BLZ","MMR",0,1,1,0,0
"BLZ","MNG",0,1,1,0,0
"BLZ","MOZ",0,1,1,0,0
"BLZ","MRT",0,1,1,0,0
"BLZ","MUS",0,1,1,0,0
"BLZ","MWI",0,1,1,0,0
"BLZ","MYS",0,1,1,0,0
"BLZ","NAM",0,1,1,0,0
"BLZ","NER",0,1,1,0,0
"BLZ","NGA",0,1,1,0,0
"BLZ","NIC",0,1,1,0,0
"BLZ","NLD",0,0.999978992108559,0.999993770117316,9,65
"BLZ","NOR",0,0.999997687588989,0.999999811356338,2,7
"BLZ","NPL",0,1,1,0,0
"BLZ","NZL",0,1,1,0,0
"BLZ","OMN",0,1,1,0,0
"BLZ","PAK",0,1,1,0,0
"BLZ","PAN",0,1,1,0,0
"BLZ","PER",0,1,1,0,0
"BLZ","PHL",0,1,1,0,0
"BLZ","PNG",0,1,1,0,0
"BLZ","POL",0,1,1,0,0
"BLZ","PRT",0,1,0.999999680124675,0,5
"BLZ","PRY",0,1,1,0,0
"BLZ","QAT",0,1,1,0,0
"BLZ","ROM",0,1,1,0,0
"BLZ","RWA",0,1,1,0,0
"BLZ","SAU",0,1,1,0,0
"BLZ","SDN",0,1,1,0,0
"BLZ","SEN",0,1,1,0,0
"BLZ","SGP",0,1,1,0,0
"BLZ","SLB",0,1,1,0,0
"BLZ","SLE",0,1,1,0,0
"BLZ","SLV",0,1,1,0,0
"BLZ","SOM",0,1,1,0,0
"BLZ","SRB",0,1,1,0,0
"BLZ","STP",0,1,1,0,0
"BLZ","SUR",0,1,1,0,0
"BLZ","SVK",0,0.99999833055784,1,1,0
"BLZ","SVN",0,1,1,0,0
"BLZ","SWE",0,1,0.999999844768303,0,5
"BLZ","SWZ",0,1,1,0,0
"BLZ","SYR",0,1,1,0,0
"BLZ","TCD",0,1,1,0,0
"BLZ","TGO",0,1,1,0,0
"BLZ","THA",0,1,1,0,0
"BLZ","TJK",0,1,1,0,0
"BLZ","TKM",0,1,1,0,0
"BLZ","TON",0,1,1,0,0
"BLZ","TTO",0,1,1,0,0
"BLZ","TUN",0,1,1,0,0
"BLZ","TUR",0,1,1,0,0
"BLZ","TZA",0,1,1,0,0
"BLZ","UGA",0,1,1,0,0
"BLZ","UKR",0,1,1,0,0
"BLZ","URY",0,1,1,0,0
"BLZ","USA",0,0.677347718572654,0.978095995898649,12052,28373
"BLZ","UZB",0,1,1,0,0
"BLZ","VCT",0,1,1,0,0
"BLZ","VEN",0,1,1,0,0
"BLZ","VNM",0,1,1,0,0
"BLZ","VUT",0,1,1,0,0
"BLZ","WSM",0,1,1,0,0
"BLZ","YEM",0,1,1,0,0
"BLZ","ZAF",0,1,1,0,0
"BLZ","ZAR",0,1,1,0,0
"BLZ","ZMB",0,1,1,0,0
"BLZ","ZWE",0,1,1,0,0
"BOL","AFG",0,1,1,0,0
"BOL","AGO",0,1,1,0,0
"BOL","ALB",0,1,1,0,0
"BOL","ARE",0,1,1,0,0
"BOL","ARG",0,1,1,0,0
"BOL","ARM",0,1,1,0,0
"BOL","AUS",0,0.999998006298213,0.999999664331993,122,289
"BOL","AUT",0,1,1,0,0
"BOL","AZE",0,1,1,0,0
"BOL","BDI",0,1,1,0,0
"BOL","BEL",0,0.999998171764286,0.999999740705818,117,240
"BOL","BEN",0,1,1,0,0
"BOL","BFA",0,1,1,0,0
"BOL","BGD",0,1,1,0,0
"BOL","BGR",0,1,1,0,0
"BOL","BHR",0,1,1,0,0
"BOL","BHS",0,1,1,0,0
"BOL","BIH",0,1,1,0,0
"BOL","BLR",0,1,1,0,0
"BOL","BLZ",0,1,1,0,0
"BOL","BOL",1,0,0,580665,3488327
"BOL","BRA",0,1,1,0,0
"BOL","BRB",0,1,1,0,0
"BOL","BRN",0,1,1,0,0
"BOL","BTN",0,1,1,0,0
"BOL","BWA",0,1,1,0,0
"BOL","CAF",0,1,1,0,0
"BOL","CAN",0,0.999976777692084,0.999995595586224,636,1655
"BOL","CHE",0,0.999993193299921,0.999997291420207,320,1106
"BOL","CHL",0,0.999974868777559,0.999944512752458,905,7797
"BOL","CHN",0,1,1,0,0
"BOL","CIV",0,1,1,0,0
"BOL","CMR",0,1,1,0,0
"BOL","COG",0,1,1,0,0
"BOL","COL",0,1,1,0,0
"BOL","COM",0,1,1,0,0
"BOL","CPV",0,1,1,0,0
"BOL","CRI",0,1,1,0,0
"BOL","CUB",0,1,1,0,0
"BOL","CYP",0,1,1,0,0
"BOL","CZE",0,0.999999830497148,0.999999976720724,13,29
"BOL","DEU",0,1,1,0,0
"BOL","DJI",0,1,1,0,0
"BOL","DNK",0,0.999999895128546,0.999999976179524,19,50
"BOL","DOM",0,1,1,0,0
"BOL","DZA",0,1,1,0,0
"BOL","ECU",0,1,1,0,0
"BOL","EGY",0,1,1,0,0
"BOL","ERI",0,1,1,0,0
"BOL","ESP",0,0.9991453265223,0.997572649072949,7779,115710
"BOL","EST",0,1,0.999999999858371,0,1
"BOL","ETH",0,1,1,0,0
"BOL","FIN",0,0.999999945339638,0.999999960353574,12,60
"BOL","FJI",0,1,1,0,0
"BOL","FRA",0,0.999991378395237,0.999997933529057,375,991
"BOL","FSM",0,1,1,0,0
"BOL","GAB",0,1,1,0,0
"BOL","GBR",0,0.999979153206939,0.999996589705933,678,1303
"BOL","GEO",0,1,1,0,0
"BOL","GHA",0,1,1,0,0
"BOL","GIN",0,1,1,0,0
"BOL","GMB",0,1,1,0,0
"BOL","GNB",0,1,1,0,0
"BOL","GNQ",0,1,1,0,0
"BOL","GRC",0,0.999999977786112,0.999999994798438,4,11
"BOL","GRD",0,1,1,0,0
"BOL","GTM",0,1,1,0,0
"BOL","GUY",0,1,1,0,0
"BOL","HND",0,1,1,0,0
"BOL","HRV",0,1,1,0,0
"BOL","HTI",0,1,1,0,0
"BOL","HUN",0,0.999999873327846,0.999999994570884,10,8
"BOL","IDN",0,1,1,0,0
"BOL","IND",0,1,1,0,0
"BOL","IRL",0,0.999999915344412,0.99999998526087,17,32
"BOL","IRN",0,1,1,0,0
"BOL","IRQ",0,1,1,0,0
"BOL","ISL",0,0.999999992638184,0.999999999652814,3,2
"BOL","ISR",0,1,1,0,0
"BOL","ITA",0,0.999980914706829,0.999955231346514,610,7695
"BOL","JAM",0,1,1,0,0
"BOL","JOR",0,1,1,0,0
"BOL","JPN",0,0.999997298846198,0.999996631394,165,1341
"BOL","KAZ",0,1,1,0,0
"BOL","KEN",0,1,1,0,0
"BOL","KGZ",0,1,1,0,0
"BOL","KHM",0,1,1,0,0
"BOL","KWT",0,1,1,0,0
"BOL","LAO",0,1,1,0,0
"BOL","LBN",0,1,1,0,0
"BOL","LBR",0,1,1,0,0
"BOL","LBY",0,1,1,0,0
"BOL","LCA",0,1,1,0,0
"BOL","LKA",0,1,1,0,0
"BOL","LSO",0,1,1,0,0
"BOL","LTU",0,1,1,0,0
"BOL","LUX",0,0.999999995044593,0.999999999155812,3,7
"BOL","LVA",0,1,1,0,0
"BOL","MAR",0,1,1,0,0
"BOL","MDA",0,1,1,0,0
"BOL","MDG",0,1,1,0,0
"BOL","MDV",0,1,1,0,0
"BOL","MEX",0,0.99996183788279,0.999991828072336,1179,1343
"BOL","MKD",0,1,1,0,0
"BOL","MLI",0,1,1,0,0
"BOL","MLT",0,1,1,0,0
"BOL","MMR",0,1,1,0,0
"BOL","MNG",0,1,1,0,0
"BOL","MOZ",0,1,1,0,0
"BOL","MRT",0,1,1,0,0
"BOL","MUS",0,1,1,0,0
"BOL","MWI",0,1,1,0,0
"BOL","MYS",0,1,1,0,0
"BOL","NAM",0,1,1,0,0
"BOL","NER",0,1,1,0,0
"BOL","NGA",0,1,1,0,0
"BOL","NIC",0,1,1,0,0
"BOL","NLD",0,0.999996118457743,0.999999514370178,217,382
"BOL","NOR",0,0.999999562866766,0.99999994918315,49,98
"BOL","NPL",0,1,1,0,0
"BOL","NZL",0,1,1,0,0
"BOL","OMN",0,1,1,0,0
"BOL","PAK",0,1,1,0,0
"BOL","PAN",0,1,1,0,0
"BOL","PER",0,1,1,0,0
"BOL","PHL",0,1,1,0,0
"BOL","PNG",0,1,1,0,0
"BOL","POL",0,0.999999904218347,0.999999987031637,10,17
"BOL","PRT",0,0.999999831849294,0.999999870696459,22,93
"BOL","PRY",0,1,1,0,0
"BOL","QAT",0,1,1,0,0
"BOL","ROM",0,1,1,0,0
"BOL","RWA",0,1,1,0,0
"BOL","SAU",0,1,1,0,0
"BOL","SDN",0,1,1,0,0
"BOL","SEN",0,1,1,0,0
"BOL","SGP",0,1,1,0,0
"BOL","SLB",0,1,1,0,0
"BOL","SLE",0,1,1,0,0
"BOL","SLV",0,1,1,0,0
"BOL","SOM",0,1,1,0,0
"BOL","SRB",0,1,1,0,0
"BOL","STP",0,1,1,0,0
"BOL","SUR",0,1,1,0,0
"BOL","SVK",0,0.999999991196811,0.999999998860063,2,4
"BOL","SVN",0,0.999999997740002,0.999999999057484,1,4
"BOL","SWE",0,0.999988061291576,0.999996181461111,444,1650
"BOL","SWZ",0,1,1,0,0
"BOL","SYR",0,1,1,0,0
"BOL","TCD",0,1,1,0,0
"BOL","TGO",0,1,1,0,0
"BOL","THA",0,1,1,0,0
"BOL","TJK",0,1,1,0,0
"BOL","TKM",0,1,1,0,0
"BOL","TON",0,1,1,0,0
"BOL","TTO",0,1,1,0,0
"BOL","TUN",0,1,1,0,0
"BOL","TUR",0,1,1,0,0
"BOL","TZA",0,1,1,0,0
"BOL","UGA",0,1,1,0,0
"BOL","UKR",0,1,1,0,0
"BOL","URY",0,1,1,0,0
"BOL","USA",0,0.999435429938691,0.999791021453137,11136,38325
"BOL","UZB",0,1,1,0,0
"BOL","VCT",0,1,1,0,0
"BOL","VEN",0,1,1,0,0
"BOL","VNM",0,1,1,0,0
"BOL","VUT",0,1,1,0,0
"BOL","WSM",0,1,1,0,0
