THEIL_Obs,THEIL_NMc,THEIL_NM,THEIL_NSc,THEIL_NS,THEIL_NMc_p,THEIL_NM_p,THEIL_NSc_p,THEIL_NS_p
0.360347063322084,0.349780958536969,0.365872904947988,0.361264076839391,0.370714901389743,0.352822854212914,0.368062883748532,0.364276862779749,0.37268200112546
0.299522196280193,0.284934626016343,0.300311118109387,0.298307519938628,0.298185146175328,0.288523807636536,0.303897979261928,0.301863982565507,0.301757312632466
0.0608340215361114,0.0648463325206265,0.0657349807828004,0.0629565569007635,0.0695196059571666,0.0642990465763774,0.0632204669453224,0.0624128802142417,0.0668778154283111
