iso,NIR6_NM,NIR6_NS,NIR6_PESC,NIR6_PESC4,NIR6_SC,NIR6_SC4,NIR7_NM,NIR7_NS,NIR7_PESC,NIR7_PESC4,NIR7_SC,NIR7_SC4,NIR5_NM,NIR5_PESC
"DZA",0.0136638352610784,0.0205835547322746,0.0130141913001435,0.00507609899946641,0.0117605944873457,0.00380588911209922,0.242345893462001,0.255756594334626,0.33379758839369,0.240274155523493,0.238562553385213,0.242916938911621,0.0120908619058435,0.0114118692535128
"ECU",0.0601983694351319,0.0207814832166828,0.0604928842145,0.00138044934269636,0.0602119695755846,0.00100373841295924,0.346535449197992,0.366700955866788,0.476601581546454,0.346303779928122,0.344495656176106,0.350621602614326,0.00869586755335195,0.00792053627813573
"EGY",0.0522279696789607,0.00668162686340362,0.0509792417146688,0.00426392040125458,0.049804172382984,0.00347102266799529,0.0519061027446984,0.0510336038757316,0.0614294209321256,0.0492456408107934,0.0473045237300677,0.0477164203701343,0.00832164930150293,0.00687526721750393
"ERI",0.0104562262364134,0.0109551091357005,0.00975361005968375,0.00360795565580644,0.00866756670952398,0.00262803919124919,0.9,0.9,0.9,0.9,0.9,0.9,0.0104562262364134,0.00975361005968375
"ESP",0.0260457924669896,0.00855149746017878,0.0210011404473678,0.00829859097945691,0.0199625933031078,0.00688751025844916,0.0260323618214364,0.0222597356853757,0.0397921153465448,0.0209216276294125,0.0167467058041388,0.016204462010251,0.0143628900833618,0.00922404226759304
"EST",0.0357563929666902,0.0232924318125834,0.0312386249839611,0.0116467606604156,0.0297807037952915,0.00926684290297659,0.0384948671009175,0.0495343844994421,0.0945927158052007,0.0368872566921865,0.0284119806818802,0.0303908582310143,0.0176095037004475,0.0128146525571322
"ETH",0.0110401971953486,0.00306506701419193,0.0106844519441443,0.00259656310791831,0.0100016758877906,0.0020562800908766,0.134318809287887,0.133340448699305,0.143621634236526,0.133056976663144,0.132423691277347,0.132889900144344,0.00456145616676554,0.00417380326798005
"FIN",-0.00510555295658317,0.00890597184536457,0.00209134444573536,-0.00606435478287104,0.0037661781875649,-0.00540990427871254,-0.0236722756356613,0.00377259917934381,0.0460440515697439,-0.0114101721400833,-0.00929856474432308,-0.00708595977128309,-0.0131124033034309,-0.00603583040950019
"FJI",0.0815392429984079,0.0507177736087836,0.0839907610612571,-0.00249611822503442,0.0824069457716561,-0.00419929296821827,0.9,0.9,0.9,0.9,0.9,0.9,0.00318177122934813,0.00216981654926374
"FRA",0.0365605117906948,0.0154349061290738,0.0294895607970244,0.0154464434021074,0.0281479921781014,0.0127120339789306,0.0304550152017366,0.0306029846645254,0.0519407650288642,0.0286758954884483,0.0175123392578307,0.0143884804644512,0.0192935864260443,0.012045202521851
"FSM",-3.62006069713067e-05,0.0372043836070829,0.00165635171321783,-0.00631966748830175,0.0036693806723859,-0.00421736189131047,0.9,0.9,0.9,0.9,0.9,0.9,-0.0542405284410776,-0.0547446000846342
"GAB",0.0163208588498106,0.00843634520491616,0.01496148338495,0.00609165297268225,0.0132619448952853,0.00448876181240654,0.0839859113143841,0.0813304387924534,0.108497469627696,0.0795554799779426,0.078813431261506,0.0797771372274609,0.0121032694129694,0.0106946626220327
"GBR",0.0633952844567441,0.0456341434525926,0.0421504104043046,0.0395705872080461,0.0361185108214285,0.0315100007643146,0.0924451174894255,0.0842760135726583,0.148459390658289,0.081765788970033,0.051361365532168,0.0535051473364333,0.0591454063480989,0.0378011761366589
"GEO",0.0592916574172709,0.00473310351407916,0.0646777896043148,-0.00767560204253528,0.0661897976527964,-0.00674220312938541,0.0979086381368745,0.111706307116591,0.161460641242927,0.0987926030525104,0.108179727739109,0.109899514825933,-0.00640645716189964,-0.00190174877895151
"GHA",0.0344712361490992,0.00945568731544418,0.0339962628744377,0.00272340453249676,0.0327029119978094,0.00187216910098592,0.239864392486955,0.242465189371093,0.275003791970407,0.237534115135147,0.236159606101195,0.238263320205424,0.00932121474679328,0.00856875058899584
"GIN",0.0157925452579709,0.00425833209530049,0.0154065641346348,0.00288801618081779,0.0146096876863731,0.00222925627610102,0.227091610841545,0.22598613930306,0.242092389595221,0.224908195100551,0.224815960931595,0.225265700231238,0.0058834018703612,0.00543358164075703
"GMB",0.0550168120063752,0.0120352118714361,0.0556895731724444,-0.00862020415075973,0.0570914152663702,-0.00660580749703878,0.730055667053006,0.74443273211893,0.836457736361996,0.725886956318491,0.733407678532091,0.736108616423419,0.00152544359807522,0.00162498240149456
"GNB",0.0618820335594556,0.013061694217787,0.0626453879787402,-0.00645510665896668,0.062792288603081,-0.0058005274872572,0.604261252363012,0.613870250860222,0.696072671422121,0.598268848060996,0.60463993390925,0.606550764328426,0.00620997963887886,0.00628786035116093
"GNQ",-0.00861430912474007,0.00894556712114065,-0.0102077463987457,-0.0174382340809668,-0.00550117610211722,-0.0127650445284965,-0.0398677048960057,-0.0208002958838859,0.0142571658092231,-0.0468310335448508,-0.0344035766832396,-0.0329786921456038,-0.00861430912474007,-0.0102077463987457
"GRC",0.0218720448006162,0.0155244162903036,0.0194011169772809,0.00253047013702652,0.0190760582242252,0.00201967839586817,0.0664546588300814,0.0748211889429073,0.134079199321388,0.0605735782623086,0.0620896961210311,0.0647190561282411,0.0114936889584609,0.00884779062144038
